gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,3,519.4285,-E6;E19;E46,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i000,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i000\tripinfo.xml
1,1,9,529.094,-E16;-E25;-E40;-E47;E10;E16;E26;E64;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i001,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i001\tripinfo.xml
1,2,8,526.972,-E15;-E46;-E53;-E7;E13;E21;E25;E45,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i002,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i002\tripinfo.xml
1,3,2,543.119,-E26;E17,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i003,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i003\tripinfo.xml
1,4,5,499.8455,-E45;-E6;-E7;E57;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i004,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i004\tripinfo.xml
1,5,9,547.0615,-E20;-E26;-E6;-E7;E21;E32;E41;E6;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i005,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i005\tripinfo.xml
1,6,7,530.295,-E45;-E47;-E53;-E6;E10;E25;E6,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i006,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i006\tripinfo.xml
1,7,9,525.35,-E20;-E40;-E7;E10;E13;E16;E46;E52;E56,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i007,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i007\tripinfo.xml
1,8,1,530.218,E45,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i008,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i008\tripinfo.xml
1,9,9,523.9755,-E16;-E38;-E46;-E63;-E7;E10;E23;E40;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i009,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i009\tripinfo.xml
1,10,0,538.6315,,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i010,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i010\tripinfo.xml
1,11,7,545.936,-E17;-E38;E11;E26;E31;E45;E47,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i011,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i011\tripinfo.xml
1,12,4,533.303,-E21;-E26;-E45;E21,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i012,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i012\tripinfo.xml
1,13,8,539.15,-E46;-E7;E17;E45;E46;E47;E6;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i013,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i013\tripinfo.xml
1,14,3,490.9035,E34;E52;E6,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i014,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i014\tripinfo.xml
1,15,3,503.572,-E7;E26;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i015,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i015\tripinfo.xml
1,16,7,522.9035,-E35;-E38;E21;E47;E57;E6;E7,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i016,D:\PSPS\runs_reviewer\B_k9_3od_x1.0\heuristic_seed3\g001_i016\tripinfo.xml
