gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,3,272.792,E16;E27;E37,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i000,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i000\tripinfo.xml
1,1,4,323.808,E21;E32;E35;E4,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i001,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i001\tripinfo.xml
1,2,1,307.786,E35,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i002,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i002\tripinfo.xml
1,3,1,306.479,E43,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i003,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i003\tripinfo.xml
1,4,0,315.812,,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i004,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i004\tripinfo.xml
1,5,0,315.812,,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i005,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i005\tripinfo.xml
1,6,1,297.692,E5,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i006,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i006\tripinfo.xml
1,7,4,304.417,E10;E15;E4;E5,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i007,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i007\tripinfo.xml
1,8,1,309.648,E45,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i008,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i008\tripinfo.xml
1,9,2,295.293,E1;E25,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i009,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i009\tripinfo.xml
1,10,1,291.641,E32,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i010,D:\PSPS\runs_A_k4_3od_x1.0_pm01k0\mutation_seed5\g001_i010\tripinfo.xml
