instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_3od_x1.0,both,2,S0012,237.496,205,264.95
A_k4_3od_x1.0,both,3,S0010,236.189,201,256.114
A_k4_3od_x1.0,both,3,S0010,236.189,202,253.388
A_k4_3od_x1.0,both,3,S0010,236.189,203,242.797
A_k4_3od_x1.0,both,3,S0010,236.189,204,237.863
A_k4_3od_x1.0,both,3,S0010,236.189,205,247.84
A_k4_3od_x1.0,both,4,S0016,224.053,201,232.232
A_k4_3od_x1.0,both,4,S0016,224.053,202,228.66
A_k4_3od_x1.0,both,4,S0016,224.053,203,247.158
A_k4_3od_x1.0,both,4,S0016,224.053,204,231.113
A_k4_3od_x1.0,both,4,S0016,224.053,205,231.291
A_k4_3od_x1.0,both,5,S0014,229.631,201,236.305
A_k4_3od_x1.0,both,5,S0014,229.631,202,239.005
A_k4_3od_x1.0,both,5,S0014,229.631,203,243.815
A_k4_3od_x1.0,both,5,S0014,229.631,204,241.52
A_k4_3od_x1.0,both,5,S0014,229.631,205,240.271
A_k4_3od_x1.0,both,6,S0021,247.213,201,228.451
A_k4_3od_x1.0,both,6,S0021,247.213,202,238.839
A_k4_3od_x1.0,both,6,S0021,247.213,203,229.092
A_k4_3od_x1.0,both,6,S0021,247.213,204,238.028
A_k4_3od_x1.0,both,6,S0021,247.213,205,230.516
A_k4_3od_x1.0,both,7,S0016,224.053,201,232.232
A_k4_3od_x1.0,both,7,S0016,224.053,202,228.66
A_k4_3od_x1.0,both,7,S0016,224.053,203,247.158
A_k4_3od_x1.0,both,7,S0016,224.053,204,231.113
A_k4_3od_x1.0,both,7,S0016,224.053,205,231.291
A_k4_3od_x1.0,both,8,S0020,234.812,201,234.712
A_k4_3od_x1.0,both,8,S0020,234.812,202,230.029
A_k4_3od_x1.0,both,8,S0020,234.812,203,246.385
A_k4_3od_x1.0,both,8,S0020,234.812,204,238.111
A_k4_3od_x1.0,both,8,S0020,234.812,205,232.094
A_k4_3od_x1.0,both,9,S0001,245.017,201,248.008
A_k4_3od_x1.0,both,9,S0001,245.017,202,246.182
A_k4_3od_x1.0,both,9,S0001,245.017,203,260.375
A_k4_3od_x1.0,both,9,S0001,245.017,204,253.512
A_k4_3od_x1.0,both,9,S0001,245.017,205,256.091
A_k4_3od_x1.0,init,0,S0006,223.893,201,213.267
A_k4_3od_x1.0,init,0,S0006,223.893,202,221.098
A_k4_3od_x1.0,init,0,S0006,223.893,203,235.792
A_k4_3od_x1.0,init,0,S0006,223.893,204,229.109
A_k4_3od_x1.0,init,0,S0006,223.893,205,235.35
A_k4_3od_x1.0,init,1,S0009,230.928,201,241.792
A_k4_3od_x1.0,init,1,S0009,230.928,202,224.738
A_k4_3od_x1.0,init,1,S0009,230.928,203,238.255
A_k4_3od_x1.0,init,1,S0009,230.928,204,243.019
A_k4_3od_x1.0,init,1,S0009,230.928,205,234.084
A_k4_3od_x1.0,init,2,S0022,250.921,201,267.159
A_k4_3od_x1.0,init,2,S0022,250.921,202,261.508
A_k4_3od_x1.0,init,2,S0022,250.921,203,266.449
A_k4_3od_x1.0,init,2,S0022,250.921,204,281.91
A_k4_3od_x1.0,init,2,S0022,250.921,205,247.471
A_k4_3od_x1.0,init,3,S0007,241.102,201,257.94
A_k4_3od_x1.0,init,3,S0007,241.102,202,245.028
A_k4_3od_x1.0,init,3,S0007,241.102,203,251.878
A_k4_3od_x1.0,init,3,S0007,241.102,204,277.557
A_k4_3od_x1.0,init,3,S0007,241.102,205,263.914
A_k4_3od_x1.0,init,4,S0003,250.135,201,267.885
A_k4_3od_x1.0,init,4,S0003,250.135,202,260.356
A_k4_3od_x1.0,init,4,S0003,250.135,203,261.536
A_k4_3od_x1.0,init,4,S0003,250.135,204,272.223
A_k4_3od_x1.0,init,4,S0003,250.135,205,248.897
A_k4_3od_x1.0,init,5,S0006,223.893,201,213.267
A_k4_3od_x1.0,init,5,S0006,223.893,202,221.098
A_k4_3od_x1.0,init,5,S0006,223.893,203,235.792
A_k4_3od_x1.0,init,5,S0006,223.893,204,229.109
A_k4_3od_x1.0,init,5,S0006,223.893,205,235.35
A_k4_3od_x1.0,init,6,S0005,244.083,201,266.689
A_k4_3od_x1.0,init,6,S0005,244.083,202,275.474
A_k4_3od_x1.0,init,6,S0005,244.083,203,254.307
A_k4_3od_x1.0,init,6,S0005,244.083,204,262.158
A_k4_3od_x1.0,init,6,S0005,244.083,205,255.154
A_k4_3od_x1.0,init,7,S0024,236.482,201,222.741
A_k4_3od_x1.0,init,7,S0024,236.482,202,239.839
A_k4_3od_x1.0,init,7,S0024,236.482,203,273.931
A_k4_3od_x1.0,init,7,S0024,236.482,204,242.496
