1,418.595333
2,418.595333
3,418.595333
4,418.595333
5,418.595333
6,418.595333
7,350.000667
8,350.000667
9,350.000667
10,350.000667
11,350.000667
12,350.000667
13,350.000667
14,350.000667
15,350.000667
