instance_id,source_file,source_path,seed,mode,gen,indiv,ATT,TTT,TimeLossSum,Arrivals,Teleports,k_closed,run_dir
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,7,none,10,10,777.58125,1866195.0,1366500.9900000037,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\none_seed7\g010_i010
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,8,both,10,3,784.3566666666667,1882456.0,1395452.9599999986,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\both_seed8\g010_i003
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,8,init,9,20,786.37375,1887297.0,1394048.1900000034,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\init_seed8\g009_i020
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,8,mutation,3,16,786.9845833333334,1888763.0,1399996.5300000035,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\mutation_seed8\g003_i016
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,8,none,13,11,780.4379166666666,1873051.0,1385665.0699999982,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\none_seed8\g013_i011
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,9,both,11,22,775.9233333333333,1862216.0,1367915.0200000014,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\both_seed9\g011_i022
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,9,init,13,5,786.4066666666666,1887376.0,1376351.6,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\init_seed9\g013_i005
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,9,mutation,12,9,782.9883333333333,1879172.0,1388245.6599999997,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\mutation_seed9\g012_i009
B_k9_2od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_2od_x1.2\analysis\tables\seed_best_preview.csv,9,none,3,4,773.8875,1857330.0,1363201.0799999991,2400,,9,D:\PSPS\runs_B_k9_2od_x1.2\none_seed9\g003_i004
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,0,both,13,5,367.420625,587873.0,321321.1500000004,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed0\g013_i005
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,0,init,6,23,369.33125,590930.0,323964.80000000034,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed0\g006_i023
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,0,mutation,13,4,372.6275,596204.0,325872.0900000005,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed0\g013_i004
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,0,none,10,8,370.891875,593427.0,328048.9199999998,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed0\g010_i008
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,1,both,13,16,368.22375,589158.0,325058.4199999996,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed1\g013_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,1,init,2,1,374.415,599064.0,332455.01000000024,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed1\g002_i001
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,1,mutation,11,11,365.775,585240.0,322079.41000000003,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed1\g011_i011
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,1,none,8,3,374.991875,599987.0,334500.3399999993,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed1\g008_i003
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,2,both,12,9,366.605625,586569.0,321309.13000000006,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed2\g012_i009
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,2,init,4,9,365.299375,584479.0,319709.8999999996,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed2\g004_i009
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,2,mutation,4,9,374.315,598904.0,331465.2799999994,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed2\g004_i009
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,2,none,6,12,371.211875,593939.0,327830.18000000087,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed2\g006_i012
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,3,both,9,16,360.01125,576018.0,315518.65,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed3\g009_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,3,init,2,17,373.678125,597885.0,329808.960000001,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed3\g002_i017
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,3,mutation,4,3,366.3225,586116.0,317247.8100000001,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed3\g004_i003
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,3,none,7,16,367.866875,588587.0,323471.98999999993,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed3\g007_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,4,both,12,10,367.52875,588046.0,321903.89000000065,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed4\g012_i010
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,4,init,14,8,376.18125,601890.0,333299.7799999997,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed4\g014_i008
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,4,mutation,7,20,373.155,597048.0,325027.72999999963,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed4\g007_i020
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,4,none,15,22,367.30125,587682.0,322547.0100000002,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed4\g015_i022
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,5,both,8,13,365.298125,584477.0,324191.79000000056,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed5\g008_i013
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,5,init,8,22,366.475,586360.0,320930.73999999976,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed5\g008_i022
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,5,mutation,2,16,365.15375,584246.0,316190.25999999983,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed5\g002_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,5,none,6,23,369.885625,591817.0,323350.8999999998,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed5\g006_i023
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,6,both,12,16,376.24,601984.0,336982.3600000005,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed6\g012_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,6,init,3,9,366.88875,587022.0,320060.55999999976,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed6\g003_i009
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,6,mutation,13,15,365.185,584296.0,318265.79000000004,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed6\g013_i015
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,6,none,14,19,365.959375,585535.0,318228.1899999999,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed6\g014_i019
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,7,both,10,10,367.0,587200.0,321652.2599999997,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed7\g010_i010
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,7,init,7,16,367.30125,587682.0,322547.0100000002,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed7\g007_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,7,mutation,15,12,362.818125,580509.0,316753.9799999995,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed7\g015_i012
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,7,none,5,21,377.63625,604218.0,337992.36000000004,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed7\g005_i021
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,8,both,13,18,365.888125,585421.0,319613.78999999963,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\both_seed8\g013_i018
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,8,init,6,8,356.883125,571013.0,303193.2500000002,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed8\g006_i008
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,8,mutation,5,14,371.453125,594325.0,329561.8000000008,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed8\g005_i014
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,8,none,13,16,363.374375,581399.0,316364.3999999998,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed8\g013_i016
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,9,both,1,12,380.5375,608860.0,342672.4600000002,1600,,5,D:\PSPS\runs_B_k9_3od_x0.8\both_seed9\g001_i012
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,9,init,13,22,363.84125,582146.0,311843.67999999964,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\init_seed9\g013_i022
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,9,mutation,14,2,360.135,576216.0,312393.32,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\mutation_seed9\g014_i002
B_k9_3od_x0.8,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x0.8\analysis\tables\seed_best_preview.csv,9,none,14,1,368.1675,589068.0,322241.859999999,1600,,9,D:\PSPS\runs_B_k9_3od_x0.8\none_seed9\g014_i001
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,0,both,10,13,471.5665,943133.0,602762.7700000003,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed0\g010_i013
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,0,init,14,12,475.2,950400.0,609995.4700000009,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed0\g014_i012
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,0,mutation,11,21,470.0685,940137.0,601547.0000000003,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed0\g011_i021
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,0,none,10,9,479.6265,959253.0,615194.5499999974,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed0\g010_i009
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,1,both,6,3,471.1915,942383.0,601967.1499999984,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed1\g006_i003
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,1,init,6,19,479.4145,958829.0,623413.6700000003,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed1\g006_i019
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,1,mutation,8,7,480.5015,961003.0,619933.4000000003,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed1\g008_i007
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,1,none,6,5,485.762,971524.0,628244.0100000002,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed1\g006_i005
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,2,both,6,4,461.859,923718.0,583340.1099999999,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed2\g006_i004
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,2,init,8,15,462.6865,925373.0,585653.4699999992,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed2\g008_i015
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,2,mutation,13,1,473.8005,947601.0,604991.8499999983,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed2\g013_i001
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,2,none,13,22,473.191,946382.0,604401.1300000006,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed2\g013_i022
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,3,both,8,4,470.233,940466.0,599445.6000000007,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed3\g008_i004
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,3,init,7,5,480.004,960008.0,618929.8599999989,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed3\g007_i005
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,3,mutation,10,23,478.6265,957253.0,617212.0699999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed3\g010_i023
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,3,none,12,12,486.0495,972099.0,633860.1700000002,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed3\g012_i012
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,4,both,5,16,470.7345,941469.0,600396.22,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed4\g005_i016
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,4,init,4,19,486.493,972986.0,631409.7200000014,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed4\g004_i019
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,4,mutation,7,18,470.5195,941039.0,596730.4499999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed4\g007_i018
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,4,none,11,12,478.671,957342.0,617346.770000001,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed4\g011_i012
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,5,both,4,13,478.274,956548.0,614341.9899999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed5\g004_i013
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,5,init,4,16,470.0475,940095.0,599960.8400000007,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed5\g004_i016
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,5,mutation,9,12,476.1895,952379.0,607730.1700000016,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed5\g009_i012
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,5,none,6,13,479.993,959986.0,622711.5699999988,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed5\g006_i013
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,6,both,4,4,471.143,942286.0,601076.5900000002,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed6\g004_i004
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,6,init,10,8,475.361,950722.0,608663.6399999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed6\g010_i008
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,6,mutation,12,3,468.967,937934.0,597917.6899999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed6\g012_i003
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,6,none,11,15,477.06,954120.0,616166.6600000003,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed6\g011_i015
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,7,both,10,5,485.0875,970175.0,626912.6400000004,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed7\g010_i005
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,7,init,15,20,477.4215,954843.0,614992.7200000004,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed7\g015_i020
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,7,mutation,4,6,480.3775,960755.0,623740.8499999983,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed7\g004_i006
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,7,none,10,16,478.887,957774.0,613675.4899999993,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed7\g010_i016
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,8,both,11,16,476.677,953354.0,612891.5500000005,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed8\g011_i016
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,8,init,3,18,474.797,949594.0,608365.2199999994,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed8\g003_i018
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,8,mutation,13,14,479.5045,959009.0,622745.6900000004,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed8\g013_i014
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,8,none,1,4,484.849,969698.0,628951.0399999995,2000,,6,D:\PSPS\runs_B_k9_3od_x1.0\none_seed8\g001_i004
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,9,both,8,9,473.0795,946159.0,608755.9000000001,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\both_seed9\g008_i009
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,9,init,14,8,481.447,962894.0,625447.4499999989,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\init_seed9\g014_i008
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,9,mutation,8,9,476.935,953870.0,613657.7300000007,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\mutation_seed9\g008_i009
B_k9_3od_x1.0,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.0\analysis\tables\seed_best_preview.csv,9,none,8,12,483.569,967138.0,627443.1099999995,2000,,9,D:\PSPS\runs_B_k9_3od_x1.0\none_seed9\g008_i012
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,0,both,10,11,571.155,1370772.0,951038.0499999996,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\both_seed0\g010_i011
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,0,init,10,3,567.1041666666666,1361050.0,946854.4299999996,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\init_seed0\g010_i003
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,0,mutation,5,12,572.3683333333333,1373684.0,961914.9400000006,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\mutation_seed0\g005_i012
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,0,none,13,13,564.6841666666667,1355242.0,940994.1900000012,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\none_seed0\g013_i013
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,1,both,14,14,567.9483333333334,1363076.0,948868.0699999988,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\both_seed1\g014_i014
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,1,init,14,8,569.3516666666667,1366444.0,954041.7600000002,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\init_seed1\g014_i008
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,1,mutation,10,8,567.1308333333334,1361114.0,948322.2400000012,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\mutation_seed1\g010_i008
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,1,none,7,9,562.6508333333334,1350362.0,937968.1099999996,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\none_seed1\g007_i009
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,2,both,10,23,573.0104166666666,1375225.0,962833.4799999996,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\both_seed2\g010_i023
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,2,init,11,1,576.2658333333334,1383038.0,965682.8699999992,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\init_seed2\g011_i001
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,2,mutation,11,11,572.01125,1372827.0,956076.6399999994,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\mutation_seed2\g011_i011
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,2,none,4,12,574.90375,1379769.0,966689.5400000009,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\none_seed2\g004_i012
B_k9_3od_x1.2,seed_best_preview.csv,D:\PSPS\runs_B_k9_3od_x1.2\analysis\tables\seed_best_preview.csv,3,both,13,5,571.5104166666666,1371625.0,955475.9900000008,2400,,9,D:\PSPS\runs_B_k9_3od_x1.2\both_seed3\g013_i005
