[001] train 0.962 | val 0.736
[002] train 0.673 | val 0.801
[003] train 0.688 | val 0.781
[004] train 0.680 | val 0.767
[005] train 0.675 | val 0.631
[006] train 0.611 | val 0.660
[007] train 0.653 | val 0.719
[008] train 0.608 | val 0.737
[009] train 0.571 | val 0.541
[010] train 0.492 | val 0.477
[011] train 0.446 | val 0.573
[012] train 0.414 | val 0.434
[013] train 0.285 | val 0.704
[014] train 0.372 | val 0.437
[015] train 0.354 | val 0.232
[016] train 0.274 | val 0.229
[017] train 0.349 | val 0.301
[018] train 0.243 | val 0.402
[019] train 0.253 | val 0.314
[020] train 0.275 | val 0.751
[021] train 0.327 | val 0.271
[022] train 0.252 | val 0.270
[023] train 0.206 | val 0.215
[024] train 0.229 | val 0.283
[025] train 0.200 | val 0.247
[026] train 0.168 | val 0.338
[027] train 0.201 | val 0.289
[028] train 0.191 | val 0.224
[029] train 0.211 | val 0.415
[030] train 0.219 | val 0.303
[031] train 0.233 | val 0.291
[032] train 0.234 | val 0.199
[033] train 0.204 | val 0.300
[034] train 0.198 | val 0.291
[035] train 0.238 | val 0.313
[036] train 0.201 | val 0.462
[037] train 0.220 | val 0.200
[038] train 0.169 | val 0.327
[039] train 0.130 | val 0.442
[040] train 0.187 | val 0.173
[041] train 0.222 | val 0.233
[042] train 0.187 | val 0.435
[043] train 0.165 | val 0.253
[044] train 0.164 | val 0.219
[045] train 0.167 | val 0.609
[046] train 0.131 | val 0.306
[047] train 0.147 | val 0.418
[048] train 0.168 | val 0.251
[049] train 0.139 | val 0.228
[050] train 0.125 | val 0.433
[051] train 0.135 | val 0.234
[052] train 0.116 | val 0.352
[053] train 0.177 | val 0.165
[054] train 0.107 | val 0.352
[055] train 0.122 | val 0.268
[056] train 0.107 | val 0.240
[057] train 0.134 | val 0.273
[058] train 0.140 | val 0.330
[059] train 0.155 | val 0.183
[060] train 0.145 | val 0.509
Saved D:\PSPS\output_policy_B_k9_1od_x0.8\policy_model.pt
Elapsed: 356.610 sec
