eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,1,297.692000,1,297.692000,5.0000,E5,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0000
2,1,301.075000,1,297.692000,5.0000,E25,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0001
3,2,294.611000,1,294.611000,4.9554,"E25,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0002
4,3,315.636000,0,294.611000,4.9111,"E22,E25,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0003
5,2,318.366000,0,294.611000,4.8673,"E25,E34",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0004
6,2,298.829000,0,294.611000,4.8239,"E25,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0005
7,2,318.728000,0,294.611000,4.7808,"E4,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0006
8,2,316.773000,0,294.611000,4.7381,"E10,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0007
9,2,352.762000,0,294.611000,4.6958,"E34,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0008
10,2,312.172000,0,294.611000,4.6539,"E4,E45",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0009
11,3,295.804000,1,294.611000,4.6124,"E25,E4,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0010
12,3,278.818000,1,278.818000,4.5712,"E23,E25,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0011
13,3,307.820000,0,278.818000,4.5304,"E10,E23,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0012
14,2,299.998000,0,278.818000,4.4900,"E23,E25",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0013
15,3,282.369000,1,278.818000,4.4499,"E16,E23,E25",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0014
16,2,304.539000,0,278.818000,4.4102,"E16,E25",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0015
17,3,296.595000,0,278.818000,4.3708,"E16,E25,E31",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0016
18,4,284.801000,1,278.818000,4.3318,"E16,E23,E25,E45",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0017
19,4,283.793000,1,278.818000,4.2931,"E16,E25,E42,E45",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0018
20,3,276.474000,1,276.474000,4.2548,"E16,E25,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0019
21,3,300.702000,0,276.474000,4.2168,"E16,E25,E34",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0020
22,3,290.414000,0,276.474000,4.1792,"E14,E16,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0021
23,3,306.994000,0,276.474000,4.1419,"E16,E20,E25",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0022
24,3,286.369000,1,276.474000,4.1049,"E16,E25,E43",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0023
25,3,300.017000,0,276.474000,4.0683,"E16,E25,E30",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0024
26,3,328.400000,0,276.474000,3.9603,"E16,E22,E25",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0025
27,2,293.956000,0,276.474000,3.9249,"E25,E43",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0026
28,3,284.271000,1,276.474000,3.8899,"E16,E43,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0027
29,4,292.685000,0,276.474000,3.8552,"E16,E27,E43,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0028
30,2,290.949000,1,276.474000,3.8208,"E16,E43",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0029
31,1,306.479000,0,276.474000,3.7867,E43,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0030
32,2,298.955000,0,276.474000,3.7194,"E16,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0031
33,2,290.414000,1,276.474000,3.6862,"E16,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0032
34,3,281.020000,1,276.474000,3.6533,"E16,E32,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0033
35,4,285.976000,1,276.474000,3.6207,"E16,E32,E33,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0034
36,4,279.637000,1,276.474000,3.5883,"E32,E33,E41,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0035
37,4,259.897000,1,259.897000,3.5563,"E20,E32,E41,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0036
38,4,259.166000,1,259.166000,3.5246,"E20,E32,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0037
39,4,270.901000,0,259.166000,3.4931,"E13,E32,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0038
40,3,289.497000,0,259.166000,3.4619,"E32,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0039
41,4,279.361000,0,259.166000,3.4310,"E20,E25,E32,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0040
42,4,271.022000,0,259.166000,3.4004,"E20,E32,E33,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0041
43,4,297.922000,0,259.166000,3.3700,"E20,E26,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0042
44,4,283.911000,0,259.166000,3.3400,"E20,E32,E4,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0043
45,4,286.426000,0,259.166000,3.3101,"E10,E20,E32,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0044
46,3,283.174000,0,259.166000,3.2806,"E20,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0045
47,4,277.807000,0,259.166000,3.2513,"E20,E42,E45,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0046
48,4,285.704000,0,259.166000,3.1650,"E20,E32,E39,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0047
49,4,265.347000,0,259.166000,3.1368,"E20,E32,E42,E5",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0048
50,4,285.108000,0,259.166000,3.1088,"E20,E32,E36,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0049
51,4,274.252000,0,259.166000,3.0535,"E23,E32,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0050
52,4,286.929000,0,259.166000,3.0263,"E20,E3,E32,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0051
53,3,285.918000,0,259.166000,2.9993,"E20,E32,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0052
54,4,271.015000,0,259.166000,2.9725,"E20,E23,E32,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0053
55,4,260.401000,1,259.166000,2.9459,"E20,E35,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0054
56,4,271.664000,0,259.166000,2.9197,"E20,E38,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0055
57,3,289.909000,0,259.166000,2.8936,"E20,E35,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0056
58,4,273.509000,0,259.166000,2.8678,"E20,E30,E35,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0057
59,4,286.764000,0,259.166000,2.8422,"E19,E20,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0058
60,4,306.038000,0,259.166000,2.8168,"E20,E31,E35,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0059
61,4,294.305000,0,259.166000,2.7917,"E20,E34,E35,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0060
62,4,263.460000,1,259.166000,2.7420,"E14,E20,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0061
63,4,314.846000,0,259.166000,2.7176,"E14,E20,E29,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0062
64,4,280.981000,0,259.166000,2.6933,"E14,E20,E34,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0063
65,4,309.555000,0,259.166000,2.6693,"E14,E20,E26,E42",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0064
66,4,291.387000,0,259.166000,2.6454,"E20,E31,E42,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed1\e0065
