gen,best_pred,mean_pred
1,-279.634096,-304.307144
2,-279.634096,-297.618976
3,-279.634096,-299.082547
4,-279.634096,-298.522553
5,-279.634096,-296.803530
6,-279.634096,-296.716482
7,-279.634096,-298.574373
8,-279.634096,-300.924777
9,-279.634096,-294.441763
10,-279.634096,-298.641063
11,-279.634096,-299.831532
12,-279.634096,-298.586216
13,-279.634096,-297.939243
14,-279.634096,-297.658061
15,-279.634096,-297.682939
16,-279.634096,-297.611140
17,-279.634096,-299.601453
18,-279.634096,-297.365318
19,-279.634096,-298.784399
20,-279.634096,-300.552998
21,-279.634096,-298.800248
22,-279.634096,-297.631156
23,-279.634096,-298.774238
24,-279.634096,-296.496975
25,-279.634096,-294.792146
26,-279.634096,-296.328331
27,-279.634096,-299.057863
28,-279.634096,-300.153244
29,-279.634096,-301.358417
30,-279.634096,-301.246392
31,-279.634096,-298.218272
32,-279.634096,-296.208868
33,-279.634096,-298.887394
34,-279.634096,-297.724372
35,-278.656498,-297.384459
36,-278.656498,-295.426974
37,-278.656498,-295.852654
38,-278.656498,-298.735555
39,-278.656498,-298.031995
40,-278.656498,-296.668881
41,-278.656498,-295.539182
42,-278.656498,-296.854684
43,-278.656498,-294.874010
44,-278.656498,-293.375502
45,-278.656498,-297.425966
46,-278.656498,-295.212585
47,-278.656498,-292.671258
48,-278.656498,-293.484734
49,-278.656498,-295.889665
50,-278.656498,-293.946644
51,-278.656498,-294.836638
52,-278.656498,-299.249687
53,-278.656498,-296.666275
54,-278.656498,-297.947094
55,-278.656498,-297.070991
56,-278.656498,-296.939442
57,-278.656498,-298.853618
58,-278.656498,-297.669208
59,-278.656498,-295.026114
60,-278.656498,-300.452310
61,-278.656498,-303.418827
62,-278.656498,-298.758575
63,-278.656498,-298.195327
64,-278.656498,-297.816129
65,-278.656498,-298.371793
66,-278.656498,-294.763262
67,-278.656498,-296.198236
68,-278.656498,-296.023724
69,-278.656498,-296.382799
70,-278.656498,-298.631717
71,-278.656498,-299.376029
72,-278.656498,-298.699419
73,-278.656498,-295.865022
74,-278.656498,-296.095189
75,-278.656498,-298.311919
76,-278.656498,-297.541699
77,-278.656498,-299.393823
78,-277.484773,-297.441028
79,-277.484773,-297.027070
80,-277.484773,-299.137138
81,-277.484773,-297.981976
82,-277.484773,-300.858898
83,-277.484773,-298.686687
84,-277.484773,-299.810475
85,-277.484773,-302.971979
86,-277.484773,-300.158159
87,-277.484773,-300.269374
88,-277.484773,-300.821656
89,-277.484773,-300.670508
90,-277.484773,-303.209022
91,-277.484773,-301.796819
92,-277.484773,-300.049296
93,-277.484773,-299.115170
94,-277.484773,-298.990311
95,-277.484773,-299.447442
96,-277.484773,-297.515701
97,-277.484773,-297.522924
98,-277.484773,-299.045303
99,-277.484773,-297.584240
100,-277.484773,-299.174470
101,-277.484773,-297.547913
102,-277.484773,-297.363748
103,-277.484773,-297.832045
104,-277.484773,-293.920823
105,-277.484773,-298.770912
106,-277.484773,-302.924701
107,-277.484773,-301.848698
108,-277.484773,-300.473038
109,-277.484773,-298.052986
110,-277.484773,-300.071447
111,-277.484773,-297.277991
112,-277.484773,-294.358560
113,-277.484773,-299.288459
114,-277.484773,-298.644924
115,-277.484773,-301.514253
116,-277.484773,-300.276295
117,-277.484773,-300.447704
118,-277.484773,-298.320025
119,-277.484773,-297.694998
120,-277.484773,-299.235422
121,-277.484773,-300.758196
122,-277.484773,-301.875816
123,-277.484773,-301.742225
124,-277.484773,-302.962596
125,-277.484773,-299.548691
126,-277.484773,-299.929757
127,-277.484773,-297.332268
128,-277.484773,-299.809564
129,-277.484773,-41666954.559624
130,-277.484773,-299.025950
131,-277.484773,-298.895662
132,-277.484773,-300.842551
133,-277.484773,-299.364663
134,-277.484773,-300.318410
135,-277.484773,-297.169962
136,-277.484773,-300.378374
137,-277.484773,-299.797450
138,-277.484773,-298.943417
139,-277.484773,-297.077722
140,-277.484773,-298.429757
141,-277.484773,-299.134165
142,-277.484773,-300.195526
143,-277.484773,-299.414860
144,-277.484773,-299.267700
145,-277.484773,-298.285472
146,-277.484773,-300.818119
147,-277.484773,-296.844635
148,-277.484773,-297.271753
149,-277.484773,-299.635590
150,-277.484773,-301.267133
151,-277.484773,-300.132330
152,-277.484773,-300.932356
153,-277.484773,-299.814753
154,-277.484773,-300.371793
155,-277.484773,-299.730902
156,-277.484773,-302.933894
157,-277.484773,-300.128618
158,-277.484773,-297.328189
159,-277.484773,-298.640820
160,-277.484773,-298.166836
161,-277.484773,-297.305752
162,-277.484773,-297.301695
163,-277.484773,-298.494978
164,-277.484773,-299.362809
165,-277.484773,-298.198240
166,-277.484773,-298.283060
167,-277.484773,-297.173394
168,-277.484773,-300.495373
169,-277.484773,-300.276056
170,-277.484773,-301.047901
171,-277.484773,-302.145030
172,-277.484773,-301.398035
173,-277.484773,-300.766374
174,-277.484773,-300.142177
175,-277.484773,-297.122991
176,-277.484773,-299.619963
177,-277.484773,-297.546200
178,-277.484773,-298.502834
179,-277.484773,-296.251295
180,-277.484773,-296.618004
181,-277.484773,-297.808365
182,-277.484773,-298.567433
183,-277.484773,-299.003023
184,-277.484773,-298.615521
185,-277.484773,-298.218888
186,-277.484773,-298.508143
187,-277.484773,-298.910993
188,-277.484773,-297.334046
189,-277.484773,-299.847066
190,-277.484773,-300.064370
191,-277.484773,-298.318442
192,-277.484773,-298.796666
193,-277.484773,-297.682926
194,-277.484773,-297.160272
195,-277.484773,-298.420461
196,-277.484773,-299.313583
197,-277.484773,-298.626592
198,-277.484773,-301.805759
199,-277.484773,-41666952.779607
200,-277.484773,-300.334413
