eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,2,298.399000,1,298.399000,5.0000,"E20,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0000
2,2,313.497000,0,298.399000,5.0000,"E14,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0001
3,2,293.252000,1,293.252000,4.9554,"E36,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0002
4,2,309.012000,0,293.252000,4.9111,"E15,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0003
5,1,297.692000,0,293.252000,4.8239,E5,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0004
6,3,295.918000,0,293.252000,4.7381,"E13,E36,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0005
7,2,290.398000,1,290.398000,4.6958,"E5,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0006
8,2,309.836000,0,290.398000,4.6539,"E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0007
9,2,291.861000,1,290.398000,4.5712,"E16,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0008
10,1,311.937000,0,290.398000,4.5304,E8,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0009
11,1,297.978000,0,290.398000,4.4499,E16,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0010
12,3,296.159000,1,290.398000,4.4102,"E16,E41,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0011
13,3,279.259000,1,279.259000,4.3708,"E16,E23,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0012
14,3,305.171000,0,279.259000,4.3318,"E15,E16,E23",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0013
15,4,286.229000,0,279.259000,4.2931,"E16,E23,E34,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0014
16,3,277.381000,1,277.381000,4.2548,"E14,E23,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0015
17,2,304.669000,0,277.381000,4.2168,"E14,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0016
18,3,273.152000,1,273.152000,4.1792,"E14,E21,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0017
19,4,285.404000,0,273.152000,4.1419,"E11,E14,E21,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0018
20,3,307.520000,0,273.152000,4.1049,"E14,E33,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0019
21,4,264.790000,1,264.790000,4.0319,"E14,E15,E21,E41",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0020
22,4,260.793000,1,260.793000,3.9960,"E14,E15,E21,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0021
23,4,304.607000,0,260.793000,3.9603,"E13,E14,E15,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0022
24,3,302.505000,0,260.793000,3.9249,"E14,E15,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0023
25,4,273.641000,0,260.793000,3.8899,"E10,E14,E15,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0024
26,4,283.617000,0,260.793000,3.8552,"E15,E21,E31,E6",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0025
27,4,334.716000,0,260.793000,3.8208,"E14,E21,E22,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0026
28,3,266.897000,1,260.793000,3.7867,"E15,E21,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0027
29,4,262.543000,1,260.793000,3.7529,"E15,E21,E30,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0028
30,4,276.605000,0,260.793000,3.7194,"E15,E21,E31,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0029
31,4,289.296000,0,260.793000,3.6862,"E15,E30,E31,E39",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0030
32,4,310.959000,0,260.793000,3.6533,"E15,E22,E30,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed7\e0031
