eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,9,511.720500,1,511.720500,5.0000,"-E11,-E15,-E22,-E31,-E58,E32,E34,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0000
2,9,525.599000,0,511.720500,5.0000,"-E15,-E22,-E31,-E58,E15,E32,E34,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0001
3,9,521.281000,0,511.720500,4.9554,"-E11,-E15,-E22,-E31,-E58,E29,E32,E34,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0002
4,9,521.281000,0,511.720500,4.9111,"-E11,-E15,-E22,-E31,-E47,-E58,E32,E34,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0003
5,9,511.720500,1,511.720500,4.8673,"-E11,-E15,-E22,-E27,-E31,-E58,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0004
6,9,520.465000,0,511.720500,4.8239,"-E11,-E15,-E22,-E27,-E28,-E31,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0005
7,9,528.577000,0,511.720500,4.7808,"-E11,-E22,-E27,-E31,-E58,E32,E39,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0006
8,9,505.981000,1,505.981000,4.7381,"-E15,-E22,-E27,-E29,-E31,-E58,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0007
9,9,527.476500,0,505.981000,4.6958,"-E15,-E22,-E27,-E29,-E31,-E58,E24,E32,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0008
10,9,520.376000,0,505.981000,4.6539,"-E15,-E22,-E27,-E29,-E31,-E58,E32,E51,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0009
11,9,527.476500,0,505.981000,4.6124,"-E15,-E22,-E27,-E31,-E58,E24,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0010
12,9,505.981000,1,505.981000,4.5712,"-E15,-E27,-E29,-E31,-E58,E23,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0011
13,9,514.547500,0,505.981000,4.5304,"-E15,-E27,-E29,-E31,-E58,E23,E32,E50,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0012
14,9,525.978500,0,505.981000,4.4900,"-E15,-E27,-E29,-E58,E14,E23,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0013
15,9,526.801000,0,505.981000,4.4499,"-E15,-E27,-E29,-E38,-E58,E23,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0014
16,9,505.981000,1,505.981000,4.4102,"-E15,-E27,-E31,-E47,-E58,E23,E32,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0015
17,9,515.303000,0,505.981000,4.3708,"-E15,-E27,-E31,-E47,-E58,E17,E23,E32,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0016
18,9,505.981000,1,505.981000,4.3318,"-E15,-E27,-E31,-E47,-E58,E23,E25,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0017
19,8,514.072500,1,505.981000,4.2931,"-E15,-E27,-E31,-E47,E23,E25,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0018
20,9,514.072500,1,505.981000,4.2548,"-E15,-E19,-E27,-E31,-E47,E23,E25,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0019
21,9,503.068500,1,503.068500,4.2168,"-E15,-E19,-E27,-E31,-E47,E23,E33,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0020
22,9,523.523500,0,503.068500,4.1792,"-E15,-E19,-E27,-E47,E23,E33,E39,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0021
23,9,511.335000,0,503.068500,4.1419,"-E15,-E19,-E27,-E31,-E47,E23,E33,E40,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0022
24,8,503.068500,1,503.068500,4.1049,"-E15,-E27,-E31,-E47,E23,E33,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0023
25,7,503.068500,1,503.068500,4.0683,"-E15,-E27,-E31,-E47,E23,E33,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0024
26,8,507.621500,0,503.068500,4.0319,"-E15,-E27,-E31,-E47,E110,E23,E33,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0025
27,8,503.068500,1,503.068500,3.9960,"-E15,-E23,-E27,-E31,-E47,E23,E33,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed6\e0026
