[001] train 1.102 | val 0.946
[002] train 0.785 | val 0.997
[003] train 0.532 | val 0.932
[004] train 0.414 | val 0.875
[005] train 0.344 | val 0.978
[006] train 0.312 | val 1.708
[007] train 0.222 | val 1.517
[008] train 0.171 | val 1.588
[009] train 0.114 | val 1.266
[010] train 0.061 | val 1.664
[011] train 0.146 | val 1.353
[012] train 0.179 | val 1.463
[013] train 0.124 | val 1.716
[014] train 0.070 | val 1.236
[015] train 0.035 | val 1.178
[016] train 0.115 | val 1.779
[017] train 0.108 | val 2.038
[018] train 0.048 | val 2.019
[019] train 0.091 | val 1.246
[020] train 0.112 | val 3.045
[021] train 0.115 | val 2.552
[022] train 0.036 | val 2.037
[023] train 0.027 | val 2.600
[024] train 0.045 | val 1.680
[025] train 0.096 | val 1.548
[026] train 0.035 | val 2.256
[027] train 0.044 | val 1.882
[028] train 0.020 | val 2.355
[029] train 0.022 | val 2.483
[030] train 0.082 | val 3.755
[031] train 0.080 | val 2.416
[032] train 0.073 | val 2.544
[033] train 0.076 | val 1.462
[034] train 0.081 | val 2.250
[035] train 0.044 | val 2.498
[036] train 0.035 | val 2.018
[037] train 0.006 | val 2.944
[038] train 0.015 | val 2.659
[039] train 0.037 | val 2.015
[040] train 0.024 | val 3.422
[041] train 0.112 | val 2.166
[042] train 0.020 | val 1.516
[043] train 0.011 | val 1.874
[044] train 0.080 | val 1.502
[045] train 0.063 | val 2.423
[046] train 0.059 | val 1.785
[047] train 0.037 | val 2.751
[048] train 0.050 | val 2.054
[049] train 0.016 | val 3.618
[050] train 0.041 | val 2.447
[051] train 0.089 | val 2.388
[052] train 0.119 | val 2.881
[053] train 0.041 | val 3.125
[054] train 0.022 | val 5.665
[055] train 0.062 | val 2.555
[056] train 0.027 | val 3.890
[057] train 0.028 | val 3.774
[058] train 0.043 | val 4.578
[059] train 0.056 | val 5.039
[060] train 0.128 | val 2.778
Saved D:\PSPS\output_policy_J_k9_6od_x1.2\policy_model.pt
Elapsed: 921.390 sec
