eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,2,644.456000,1,644.456000,5.0000,"-219797807#0,5197053#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0000
2,2,644.456000,1,644.456000,5.0000,"-219797807#0,-37551339#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0001
3,3,644.456000,1,644.456000,4.9554,"-219797807#0,-37551339#1,37627664#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0002
4,4,644.456000,1,644.456000,4.9111,"-219797807#0,-37551339#1,-712622899#0,37627664#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0003
5,4,644.456000,1,644.456000,4.8673,"-37551339#1,-712622899#0,37627664#2,41505408",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0004
6,5,644.456000,1,644.456000,4.8239,"-37551339#1,-712622899#0,274763814#0,37627664#2,41505408",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0005
7,4,644.456000,1,644.456000,4.7808,"-712622899#0,274763814#0,37627664#2,41505408",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0006
8,5,644.456000,1,644.456000,4.7381,"-712622899#0,-96687079#0,274763814#0,37627664#2,41505408",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0007
9,5,644.456000,1,644.456000,4.6958,"-96687079#0,274763814#0,37627664#2,41505408,61902775",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0008
10,5,644.456000,1,644.456000,4.6539,"-124266855#5,274763814#0,37627664#2,41505408,61902775",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0009
11,5,644.456000,1,644.456000,4.6124,"-124266855#5,274763814#0,37627664#2,41505408,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0010
12,5,644.456000,1,644.456000,4.5712,"-124266855#5,220736154#0,37627664#2,41505408,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0011
13,6,644.456000,1,644.456000,4.5304,"-124266855#0,-124266855#5,220736154#0,37627664#2,41505408,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0012
14,5,644.456000,1,644.456000,4.4900,"-124266855#0,220736154#0,37627664#2,41505408,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0013
15,6,644.456000,1,644.456000,4.4499,"-124266855#0,220736154#0,37627664#2,41505408,474166981,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0014
16,5,644.456000,1,644.456000,4.4102,"-124266855#0,37627664#2,41505408,474166981,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0015
17,5,644.456000,1,644.456000,4.3708,"-124266855#0,-803012921#1,41505408,474166981,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0016
18,6,644.456000,1,644.456000,4.3318,"-124266855#0,-803012921#1,106652016,41505408,474166981,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0017
19,6,644.456000,1,644.456000,4.2931,"-124266855#0,-803012921#1,106652016,255228354#1,41505408,814061747#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0018
20,6,644.456000,1,644.456000,4.2548,"-124266855#0,-5057605#0,-803012921#1,106652016,255228354#1,41505408",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0019
21,6,644.456000,1,644.456000,4.2168,"-124266855#0,-37627664#1,-5057605#0,-803012921#1,106652016,255228354#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0020
22,6,644.456000,1,644.456000,4.1792,"-124266855#0,-37627664#1,-5057605#0,106652016,255228354#1,474168056#4",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed1\e0021
