eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,3,644.456000,1,644.456000,5.0000,"-40009021#0,4970254#0,61902760",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0000
2,3,644.456000,1,644.456000,5.0000,"-40009021#0,61902760,6263816#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0001
3,2,644.456000,1,644.456000,4.9554,"61902760,6263816#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0002
4,1,644.456000,1,644.456000,4.9111,6263816#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0003
5,2,644.456000,1,644.456000,4.8673,"-876343451#3,6263816#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0004
6,1,644.456000,1,644.456000,4.7808,37551339#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0005
7,2,644.456000,1,644.456000,4.7381,"37551339#2,7924760#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0006
8,2,644.456000,1,644.456000,4.6958,"-803012921#3,7924760#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0007
9,1,644.456000,1,644.456000,4.6539,-803012921#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0008
10,1,644.456000,1,644.456000,4.6124,876057380,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0009
11,1,644.456000,1,644.456000,4.5712,61902755,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0010
12,1,644.456000,1,644.456000,4.5304,-124266855#6,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0011
13,2,644.456000,1,644.456000,4.4900,"-124266855#6,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0012
14,3,644.456000,1,644.456000,4.4499,"-124266855#6,26947645#2,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0013
15,4,644.456000,1,644.456000,4.4102,"-124266855#6,26947645#2,5236305#1,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0014
16,5,644.456000,1,644.456000,4.3708,"-124266855#6,-465885893#0,26947645#2,5236305#1,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0015
17,5,644.456000,1,644.456000,4.3318,"-274763813#5,-465885893#0,26947645#2,5236305#1,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0016
18,5,644.456000,1,644.456000,4.2931,"-274763813#5,26947645#2,465886917#0,5236305#1,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0017
19,5,644.456000,1,644.456000,4.2548,"-274763813#5,26947645#2,465886917#0,61902779#1,876343448#3",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0018
20,5,644.456000,1,644.456000,4.2168,"-274763813#5,26216779#0,26947645#2,465886917#0,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0019
21,6,644.456000,1,644.456000,4.1792,"-274763813#5,26216779#0,26947645#2,465886917#0,5197064#1,61902779#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed3\e0020
