eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,7,644.456000,1,644.456000,5.0000,"-106652007#0,-4877786#0,-5057605#0,-96687079#1,219797801#2,69421988,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0000
2,7,644.456000,1,644.456000,5.0000,"-106652007#0,-4877786#0,-5057605#0,219797801#2,474168602#0,69421988,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0001
3,6,644.456000,1,644.456000,4.9554,"-4877786#0,-5057605#0,219797801#2,474168602#0,69421988,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0002
4,6,635.532000,1,635.532000,4.9111,"-4877786#0,-5057605#0,219797801#2,474168602#0,502325084#0,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0003
5,6,635.532000,1,635.532000,4.8673,"-4877786#0,219797801#2,219822417#1,474168602#0,502325084#0,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0004
6,7,631.676000,1,631.676000,4.8239,"-4877786#0,219797801#2,219822417#1,26216781#0,474168602#0,502325084#0,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0005
7,7,631.676000,1,631.676000,4.7808,"-4877786#0,-4970254#4,219822417#1,26216781#0,474168602#0,502325084#0,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0006
8,7,631.676000,1,631.676000,4.7381,"-36851802,-4877786#0,219822417#1,26216781#0,474168602#0,502325084#0,876343449#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0007
9,6,631.676000,1,631.676000,4.6958,"-36851802,-4877786#0,219822417#1,26216781#0,474168602#0,502325084#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0008
10,5,631.676000,1,631.676000,4.6539,"-4877786#0,219822417#1,26216781#0,474168602#0,502325084#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0009
11,6,631.676000,1,631.676000,4.6124,"-280335874#1,-4877786#0,219822417#1,26216781#0,474168602#0,502325084#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0010
12,6,626.228667,1,626.228667,4.5712,"-280335874#1,-4877786#0,-652756923#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0011
13,6,626.228667,1,626.228667,4.5304,"-4877786#0,-652756923#0,219822417#1,26216780#2,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0012
14,6,626.228667,1,626.228667,4.4900,"-4877786#0,-652756923#0,-712622899#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0013
15,6,626.228667,1,626.228667,4.4499,"-652756923#0,-712622899#0,219796104#1,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0014
16,6,626.228667,1,626.228667,4.4102,"-106651999#3,-652756923#0,-712622899#0,219796104#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0015
17,6,626.228667,1,626.228667,4.3708,"-106651999#3,-652756923#0,-712622899#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0016
18,6,626.228667,1,626.228667,4.3318,"-106651999#3,-120682115,-712622899#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0017
19,7,626.228667,1,626.228667,4.2931,"-106651999#3,-120682115,-36970994#0,-712622899#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0018
20,6,626.228667,1,626.228667,4.2548,"-120682115,-36970994#0,-712622899#0,219822417#1,26216781#0,474168602#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed9\e0019
