mode,seed,gen,indiv,run_dir,Arrivals,TTT,ATT,TimeLossSum,WaitingTimeSum,RouteLengthSum,MeanSpeed,Teleports,k_closed,closed_edges,Reason,WallTimeSec,Step,MinExpectedEnd,VaporizedCnt,Demand,Score,is_valid
mutation,7,7,9,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed7\g007_i009,1200,367783.0,306.48583333333335,282300.55999999994,224952.0,1152024.209999998,3.1323476343387218,,4,"E1,E21,E23,E42",OK,,,,,,,True
mutation,8,11,6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed8\g011_i006,1200,363542.0,302.95166666666665,276720.76999999984,222184.0,1168103.2999999975,3.2131178790896167,,4,"E1,E14,E21,E27",OK,,,,,,,True
mutation,9,11,21,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed9\g011_i021,1200,356049.0,296.7075,269902.33999999997,215583.0,1160610.2299999935,3.259692429974508,,4,"E21,E27,E41,E42",OK,,,,,,,True
none,0,7,21,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed0\g007_i021,1200,365430.0,304.525,279757.0700000002,226209.0,1154697.079999999,3.159831103084035,,4,"E17,E20,E21,E32",OK,,,,,,,True
none,1,14,7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed1\g014_i007,1200,378839.0,315.69916666666666,292887.5899999998,236050.0,1157797.8299999984,3.056173809982601,,4,"E17,E21,E27,E33",OK,,,,,,,True
none,2,15,15,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g015_i015,1200,381032.0,317.52666666666664,297157.84000000014,240976.0,1132009.890000001,2.970905042096205,,4,"E11,E20,E24,E27",OK,,,,,,,True
none,3,13,20,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed3\g013_i020,1200,354243.0,295.2025,267459.1699999998,215482.0,1169370.2799999958,3.3010399076340136,,4,"E21,E27,E39,E42",OK,,,,,,,True
none,4,6,10,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed4\g006_i010,1200,354243.0,295.2025,267459.1699999998,215482.0,1169370.2799999958,3.3010399076340136,,4,"E21,E27,E39,E42",OK,,,,,,,True
none,5,13,18,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed5\g013_i018,1200,367236.0,306.03,282529.05000000034,226812.0,1142620.5100000035,3.1114065886786793,,4,"E20,E23,E27,E33",OK,,,,,,,True
none,6,11,4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed6\g011_i004,1200,356583.0,297.1525,269315.4499999999,214533.0,1174766.1599999962,3.2945097214393178,,4,"E21,E27,E42,E6",OK,,,,,,,True
none,7,12,6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed7\g012_i006,1200,360532.0,300.4433333333333,275058.88000000035,219721.0,1152111.619999997,3.1955876870846334,,4,"E23,E27,E33,E41",OK,,,,,,,True
none,8,12,13,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed8\g012_i013,1200,374565.0,312.1375,288550.2200000003,233014.0,1158513.8399999992,3.0929580713627787,,4,"E1,E21,E27,E38",OK,,,,,,,True
none,9,4,21,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed9\g004_i021,1200,381032.0,317.52666666666664,297157.84000000014,240976.0,1132009.890000001,2.970905042096205,,4,"E11,E20,E24,E27",OK,,,,,,,True
