mode,seed,gen,indiv,run_dir,Arrivals,TTT,ATT,TimeLossSum,WaitingTimeSum,RouteLengthSum,MeanSpeed,Teleports,k_closed,closed_edges,Reason,WallTimeSec,Step,MinExpectedEnd,VaporizedCnt,Demand,Score,is_valid
both,0,15,16,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g015_i016,1200,359321.0,299.43416666666667,273120.91999999963,219867.0,1161435.049999996,3.2323049585189736,,4,"E21,E27,E37,E42",OK,,,,,,,True
both,1,12,17,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed1\g012_i017,1200,356583.0,297.1525,269315.4499999999,214533.0,1174766.1599999962,3.2945097214393178,,4,"E21,E27,E42,E6",OK,,,,,,,True
both,2,10,3,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed2\g010_i003,1200,348005.0,290.00416666666666,262016.01999999987,209950.0,1158885.3199999959,3.330082383873783,,4,"E17,E21,E27,E42",OK,,,,,,,True
both,3,14,18,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g014_i018,1200,383443.0,319.53583333333336,298004.5099999999,241938.0,1151924.6699999978,3.0041614268613532,,4,"E27,E30,E36,E39",OK,,,,,,,True
both,4,9,13,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed4\g009_i013,1200,366200.0,305.1666666666667,280848.8399999997,227531.0,1150413.0399999989,3.1414883670125584,,4,"E20,E21,E27,E36",OK,,,,,,,True
both,5,14,16,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed5\g014_i016,1200,377236.0,314.36333333333334,289920.17999999993,234869.0,1175794.279999997,3.116866576890851,,4,"E21,E27,E32,E42",OK,,,,,,,True
both,6,14,14,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed6\g014_i014,1200,381338.0,317.7816666666667,297742.0700000002,241176.0,1127662.2499999958,2.9571200614677684,,4,"E1,E17,E20,E27",OK,,,,,,,True
both,7,14,15,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed7\g014_i015,1200,379792.0,316.49333333333334,295052.88999999996,239226.0,1142376.969999995,3.007901614567961,,4,"E20,E27,E30,E7",OK,,,,,,,True
both,8,13,12,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed8\g013_i012,1200,378876.0,315.73,295245.6300000003,240789.0,1129194.1800000004,2.9803792797643567,,4,"E20,E27,E30,E36",OK,,,,,,,True
both,9,13,20,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed9\g013_i020,1200,354243.0,295.2025,267459.1699999998,215482.0,1169370.2799999958,3.3010399076340136,,4,"E21,E27,E39,E42",OK,,,,,,,True
init,0,11,4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed0\g011_i004,1200,359811.0,299.8425,275541.98000000004,223714.0,1136429.5499999947,3.1584069136296407,,4,"E1,E20,E21,E27",OK,,,,,,,True
init,1,6,20,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed1\g006_i020,1200,360828.0,300.69,275153.0299999996,219204.0,1153724.0799999966,3.197435010586752,,4,"E10,E20,E27,E33",OK,,,,,,,True
init,2,8,19,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed2\g008_i019,1200,354243.0,295.2025,267459.1699999998,215482.0,1169370.2799999958,3.3010399076340136,,4,"E21,E27,E39,E42",OK,,,,,,,True
init,3,8,21,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed3\g008_i021,1200,380607.0,317.1725,294545.48999999964,237938.0,1158772.8699999908,3.0445390389561693,,4,"E15,E19,E21,E42",OK,,,,,,,True
init,4,5,10,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed4\g005_i010,1200,366915.0,305.7625,281007.8299999999,227190.0,1156060.1599999962,3.150757423381427,,4,"E20,E21,E27,E33",OK,,,,,,,True
init,5,5,11,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed5\g005_i011,1200,366200.0,305.1666666666667,280848.8399999997,227531.0,1150413.0399999989,3.1414883670125584,,4,"E20,E21,E27,E36",OK,,,,,,,True
init,6,8,19,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g008_i019,1200,360532.0,300.4433333333333,275058.88000000035,219721.0,1152111.619999997,3.1955876870846334,,4,"E23,E27,E33,E41",OK,,,,,,,True
init,7,7,17,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed7\g007_i017,1200,367236.0,306.03,282529.05000000034,226812.0,1142620.5100000035,3.1114065886786793,,4,"E20,E23,E27,E33",OK,,,,,,,True
init,8,14,4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed8\g014_i004,1200,388759.0,323.9658333333333,303818.6700000001,245427.0,1146466.0599999956,2.9490405624049747,,4,"E27,E30,E39,E45",OK,,,,,,,True
init,9,8,4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed9\g008_i004,1200,370342.0,308.61833333333334,285871.55999999994,231897.0,1140377.4100000025,3.0792548779236557,,4,"E20,E23,E27,E4",OK,,,,,,,True
mutation,0,7,10,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed0\g007_i010,1200,378011.0,315.00916666666666,291256.36000000004,235519.0,1168443.2199999928,3.0910296790304854,,4,"E15,E21,E27,E42",OK,,,,,,,True
mutation,1,5,23,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed1\g005_i023,1200,366200.0,305.1666666666667,280848.8399999997,227531.0,1150413.0399999989,3.1414883670125584,,4,"E20,E21,E27,E36",OK,,,,,,,True
mutation,2,14,15,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed2\g014_i015,1200,356049.0,296.7075,269902.33999999997,215583.0,1160610.2299999935,3.259692429974508,,4,"E21,E27,E41,E42",OK,,,,,,,True
mutation,3,5,11,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed3\g005_i011,1200,352242.0,293.535,268486.8699999998,216438.0,1130998.0500000003,3.210855179109817,,4,"E20,E27,E39,E8",OK,,,,,,,True
mutation,4,10,18,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed4\g010_i018,1200,363784.0,303.1533333333333,278768.02000000037,224754.0,1146807.6999999976,3.1524412838387548,,4,"E20,E21,E24,E27",OK,,,,,,,True
mutation,5,2,21,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed5\g002_i021,1200,353637.0,294.6975,270482.4899999998,218912.0,1123642.9499999997,3.1773907990396926,,4,"E20,E23,E27,E37",OK,,,,,,,True
mutation,6,3,10,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\mutation_seed6\g003_i010,1200,380452.0,317.04333333333335,293906.70999999973,235540.0,1166267.069999991,3.0654775635296727,,4,"E27,E4,E42,E6",OK,,,,,,,True
