mode,seed,gen,indiv,run_dir,Arrivals,TTT,ATT,TimeLossSum,WaitingTimeSum,RouteLengthSum,MeanSpeed,Teleports,k_closed,closed_edges,Reason,WallTimeSec,Step,MinExpectedEnd,VaporizedCnt,Demand,Score,is_valid
both,0,1,0,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i000,1200,460155.0,383.4625,373278.1400000002,303986.0,1168447.970000002,2.539248666210303,,3,"E31,E33,E38",OK,,,,,,,True
both,0,1,1,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i001,1200,462614.0,385.51166666666666,376039.1000000003,308042.0,1165038.4399999983,2.518381285477738,,3,"E27,E31,E35",OK,,,,,,,True
both,0,1,2,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i002,1200,467332.0,389.4433333333333,381042.20999999903,314841.0,1162373.4099999992,2.4872540506534953,,0,,OK,,,,,,,True
both,0,1,3,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i003,1200,444312.0,370.26,359043.5100000006,292356.0,1149094.359999996,2.5862330074362068,,2,"E27,E5",OK,,,,,,,True
both,0,1,4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i004,1200,454425.0,378.6875,366354.96000000054,299810.0,1184353.76,2.606268933267316,,4,"E25,E31,E41,E7",OK,,,,,,,True
both,0,1,5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i005,1200,478321.0,398.60083333333336,391702.19999999984,321217.0,1167091.7899999977,2.439976062100551,,3,"E11,E32,E6",OK,,,,,,,True
both,0,1,6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i006,1200,460358.0,383.63166666666666,373361.41000000056,305813.0,1171516.5799999982,2.5447946598082325,,3,"E1,E13,E42",OK,,,,,,,True
both,0,1,7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i007,1200,466311.0,388.5925,379819.4000000003,310777.0,1164806.4400000002,2.4979175700337333,,2,"E4,E45",OK,,,,,,,True
both,0,1,8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i008,1200,485698.0,404.74833333333333,395877.82999999967,322237.0,1207106.8899999987,2.4853033984080617,,3,"E29,E41,E8",OK,,,,,,,True
both,0,1,9,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed0\g001_i009,1200,498316.0,415.2633333333333,411077.4299999998,337675.0,1175075.3400000043,2.3580927363359883,,2,"E14,E4",OK,,,,,,,True
