eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,2,531.953500,1,531.953500,5.0000,"-E20,E51",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0000
2,2,538.631500,0,531.953500,5.0000,"-E20,-E29",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0001
3,3,508.576500,1,508.576500,4.9554,"-E20,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0002
4,4,508.285500,1,508.285500,4.9111,"-E20,-E46,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0003
5,4,489.937500,1,489.937500,4.8673,"-E46,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0004
6,5,489.937500,1,489.937500,4.8239,"-E46,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0005
7,4,500.917500,0,489.937500,4.7808,"E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0006
8,5,531.752500,0,489.937500,4.7381,"-E46,-E51,E28,E40,E51",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0007
9,5,498.108500,1,489.937500,4.6958,"-E14,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0008
10,6,498.108500,1,489.937500,4.6124,"-E14,-E47,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0009
11,7,507.246000,0,489.937500,4.5712,"-E14,-E15,-E47,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0010
12,7,516.597000,0,489.937500,4.5304,"-E14,-E47,E28,E40,E45,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0011
13,6,514.298000,0,489.937500,4.4900,"-E14,-E47,-E52,E28,E40,E51",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0012
14,7,503.040000,0,489.937500,4.4499,"-E14,-E47,-E9,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0013
15,7,498.108500,1,489.937500,4.4102,"-E14,-E47,E28,E40,E51,E57,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0014
16,7,498.108500,1,489.937500,4.3708,"-E14,-E43,-E47,E28,E40,E51,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0015
17,7,483.569000,1,483.569000,4.3318,"-E14,-E29,-E43,-E47,E28,E40,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0016
18,7,485.274000,1,483.569000,4.2931,"-E14,-E29,-E43,E28,E40,E49,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0017
19,7,497.518000,0,483.569000,4.2548,"-E14,-E29,E11,E28,E40,E49,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0018
20,8,485.274000,1,483.569000,4.2168,"-E14,-E29,-E43,E28,E40,E47,E49,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0019
21,9,485.274000,1,483.569000,4.1792,"-E14,-E29,-E43,E28,E40,E47,E49,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0020
22,9,485.274000,1,483.569000,4.1419,"-E14,-E29,-E43,E40,E43,E47,E49,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0021
23,8,483.716000,1,483.569000,4.1049,"-E14,-E29,-E43,E40,E43,E47,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0022
24,8,484.849000,1,483.569000,4.0683,"-E14,-E29,-E43,E21,E40,E43,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0023
25,7,484.849000,1,483.569000,4.0319,"-E14,-E43,E21,E40,E43,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0024
26,7,521.290000,0,483.569000,3.9960,"-E14,-E43,E21,E40,E43,E50,E64",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0025
27,8,483.620000,1,483.569000,3.9603,"-E14,-E15,-E43,E21,E40,E43,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0026
28,9,483.620000,1,483.569000,3.9249,"-E14,-E15,-E19,-E43,E21,E40,E43,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0027
29,9,520.156000,0,483.569000,3.8899,"-E14,-E15,-E19,-E43,E21,E40,E64,E7,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0028
30,9,483.620000,1,483.569000,3.8552,"-E14,-E15,-E19,E21,E40,E43,E50,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0029
31,9,511.846000,0,483.569000,3.8208,"-E14,-E15,-E19,-E47,E21,E40,E43,E50,E64",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0030
32,9,511.397500,0,483.569000,3.7867,"-E14,-E15,-E19,E21,E27,E40,E43,E50,E64",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0031
33,9,523.160000,0,483.569000,3.7529,"-E14,-E15,-E19,E21,E34,E43,E50,E64,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed1\e0032
