eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,1,303.151000,1,303.151000,5.0000,E30,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0000
2,1,310.273000,1,303.151000,5.0000,E37,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0001
3,1,283.118000,1,283.118000,4.9554,E10,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0002
4,0,315.812000,0,283.118000,4.9111,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0003
5,1,309.908000,0,283.118000,4.8673,E26,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0004
6,1,295.127000,0,283.118000,4.8239,E17,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0005
7,1,352.346000,0,283.118000,4.7808,E29,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0006
8,2,288.775000,1,283.118000,4.6124,"E10,E3",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0007
9,1,297.978000,0,283.118000,4.3708,E16,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0008
10,1,297.692000,0,283.118000,4.3318,E5,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0009
11,1,310.890000,0,283.118000,4.2931,E24,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0010
12,1,308.665000,0,283.118000,4.2548,E4,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0011
13,2,310.946000,0,283.118000,4.2168,"E10,E32",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0012
14,1,291.641000,0,283.118000,4.1792,E32,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0013
15,1,311.341000,0,283.118000,4.1419,E3,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0014
16,1,300.078000,0,283.118000,4.0319,E11,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0015
17,1,299.278000,0,283.118000,3.9960,E38,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0016
18,2,336.078000,0,283.118000,3.9249,"E10,E22",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0017
19,1,307.786000,0,283.118000,3.8899,E35,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0018
20,2,306.143000,0,283.118000,3.8208,"E10,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0019
21,1,315.812000,0,283.118000,3.7867,E19,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0020
22,1,280.515000,1,280.515000,3.7529,E21,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0021
23,2,283.978000,0,280.515000,3.5563,"E21,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0022
24,2,311.577000,0,280.515000,3.4619,"E21,E29",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0023
25,2,291.964000,0,280.515000,3.4004,"E11,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0024
26,1,315.812000,0,280.515000,3.3700,E39,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0025
27,2,286.757000,0,280.515000,3.3101,"E21,E32",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0026
28,1,295.318000,0,280.515000,3.2513,E33,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0027
29,1,311.897000,0,280.515000,3.1650,E13,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0028
30,2,267.415000,1,267.415000,3.1368,"E21,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0029
31,3,267.468000,1,267.415000,3.1088,"E21,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0030
32,3,285.177000,0,267.415000,3.0810,"E1,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0031
33,3,334.500000,0,267.415000,3.0535,"E29,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0032
34,4,279.100000,0,267.415000,3.0263,"E21,E26,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0033
35,3,314.270000,0,267.415000,2.9993,"E21,E22,E37",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0034
36,2,289.164000,0,267.415000,2.9197,"E17,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0035
37,2,311.937000,0,267.415000,2.8936,"E19,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0036
38,1,311.937000,0,267.415000,2.8678,E8,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0037
39,2,314.846000,0,267.415000,2.8422,"E14,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0038
40,3,274.852000,0,267.415000,2.8168,"E21,E36,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0039
41,2,311.937000,0,267.415000,2.7917,"E36,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0040
42,3,258.496000,1,258.496000,2.7667,"E16,E21,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0041
43,3,266.141000,0,258.496000,2.7420,"E16,E19,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0042
44,3,291.304000,0,258.496000,2.7176,"E16,E5,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0043
45,4,258.496000,1,258.496000,2.6933,"E14,E16,E21,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0044
46,4,270.682000,0,258.496000,2.6693,"E14,E16,E21,E33",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0045
47,4,262.425000,1,258.496000,2.6454,"E14,E21,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0046
48,4,281.653000,0,258.496000,2.6218,"E14,E21,E33,E37",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0047
49,4,293.886000,0,258.496000,2.5984,"E1,E14,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0048
50,4,273.832000,0,258.496000,2.5752,"E19,E21,E37,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0049
51,3,264.682000,1,258.496000,2.5295,"E14,E21,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0050
52,3,260.539000,1,258.496000,2.5069,"E1,E14,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0051
53,3,315.165000,0,258.496000,2.4845,"E1,E14,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0052
54,4,263.125000,0,258.496000,2.4623,"E1,E14,E21,E33",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0053
55,2,258.797000,1,258.496000,2.4403,"E1,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0054
56,1,313.484000,0,258.496000,2.4186,E1,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0055
57,2,313.484000,0,258.496000,2.3970,"E1,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0056
58,2,315.535000,0,258.496000,2.3756,"E21,E22",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0057
59,2,295.293000,0,258.496000,2.3544,"E1,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0058
60,2,314.460000,0,258.496000,2.3334,"E1,E15",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0059
61,2,319.501000,0,258.496000,2.3125,"E1,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0060
62,2,288.283000,0,258.496000,2.2714,"E21,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0061
63,2,271.806000,0,258.496000,2.2311,"E19,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0062
64,2,297.850000,0,258.496000,2.2111,"E1,E32",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0063
65,2,288.399000,0,258.496000,2.1914,"E21,E45",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0064
66,2,294.811000,0,258.496000,2.1718,"E1,E33",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0065
67,3,289.212000,0,258.496000,2.1525,"E1,E21,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0066
68,2,284.198000,0,258.496000,2.1332,"E1,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0067
69,2,287.809000,0,258.496000,2.1142,"E21,E3",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0068
70,3,263.088000,0,258.496000,2.0953,"E1,E21,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0069
71,2,297.445000,0,258.496000,2.0766,"E1,E38",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0070
72,2,274.609000,0,258.496000,2.0581,"E21,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0071
73,3,252.498000,1,252.498000,2.0215,"E1,E21,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0072
74,4,252.498000,1,252.498000,2.0035,"E1,E15,E21,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0073
75,4,288.588000,0,252.498000,1.9856,"E15,E21,E27,E30",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0074
76,4,278.946000,0,252.498000,1.9679,"E1,E15,E21,E24",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0075
77,4,237.122000,1,237.122000,1.9503,"E1,E11,E21,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0076
78,4,258.133000,0,237.122000,1.9329,"E1,E19,E21,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0077
79,4,271.490000,0,237.122000,1.9156,"E11,E17,E21,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0078
80,4,232.563000,1,232.563000,1.8985,"E1,E21,E25,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0079
81,3,258.874000,0,232.563000,1.8816,"E1,E25,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0080
82,4,270.129000,0,232.563000,1.8648,"E21,E25,E27,E38",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0081
83,4,285.773000,0,232.563000,1.8482,"E1,E21,E25,E7",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0082
84,4,276.717000,0,232.563000,1.8317,"E21,E25,E27,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0083
85,4,243.116000,0,232.563000,1.8153,"E1,E21,E25,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0084
86,4,256.587000,0,232.563000,1.7991,"E1,E21,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0085
87,4,242.268000,0,232.563000,1.7830,"E21,E25,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0086
88,4,290.926000,0,232.563000,1.7671,"E1,E25,E27,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0087
89,4,280.385000,0,232.563000,1.7514,"E1,E10,E25,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0088
90,4,252.329000,0,232.563000,1.7357,"E1,E25,E27,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0089
91,3,269.007000,0,232.563000,1.7202,"E1,E21,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0090
92,4,244.555000,0,232.563000,1.7049,"E1,E25,E27,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0091
93,4,285.074000,0,232.563000,1.6897,"E1,E21,E25,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0092
94,4,284.035000,0,232.563000,1.6746,"E1,E21,E27,E29",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0093
95,4,263.182000,0,232.563000,1.6596,"E1,E21,E27,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0094
96,4,253.856000,0,232.563000,1.6448,"E1,E21,E27,E30",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0095
97,4,269.654000,0,232.563000,1.6301,"E1,E21,E25,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0096
98,4,260.223000,0,232.563000,1.6156,"E1,E16,E25,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0097
99,4,263.907000,0,232.563000,1.5869,"E1,E25,E27,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0098
100,4,278.607000,0,232.563000,1.5727,"E21,E25,E27,E7",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0099
101,4,260.406000,0,232.563000,1.5587,"E21,E25,E27,E32",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0100
102,4,284.489000,0,232.563000,1.5447,"E1,E10,E21,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0101
103,4,253.872000,0,232.563000,1.5310,"E1,E25,E27,E38",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed4\e0102
