eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,1,311.937000,1,311.937000,5.0000,E8,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0000
2,0,315.812000,1,311.937000,5.0000,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0001
3,1,313.484000,1,311.937000,4.9111,E1,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0002
4,1,310.890000,1,310.890000,4.8673,E24,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0003
5,1,309.908000,1,309.908000,4.7808,E26,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0004
6,1,280.515000,1,280.515000,4.6958,E21,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0005
7,1,283.118000,1,280.515000,4.6539,E10,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0006
8,2,304.044000,0,280.515000,4.6124,"E10,E39",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0007
9,1,307.786000,0,280.515000,4.5304,E35,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0008
10,2,306.143000,0,280.515000,4.4900,"E10,E25",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0009
11,2,302.055000,0,280.515000,4.4499,"E10,E31",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0010
12,2,313.485000,0,280.515000,4.4102,"E10,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0011
13,1,300.078000,0,280.515000,4.3318,E11,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0012
14,1,291.641000,0,280.515000,4.2931,E32,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0013
15,1,286.702000,1,280.515000,4.2168,E42,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0014
16,1,310.273000,0,280.515000,4.1792,E37,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0015
17,2,287.362000,0,280.515000,4.1419,"E37,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0016
18,1,303.740000,0,280.515000,4.0683,E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0017
19,1,303.151000,0,280.515000,4.0319,E30,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0018
20,2,293.868000,0,280.515000,3.9603,"E3,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0019
21,1,308.665000,0,280.515000,3.6207,E4,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0020
22,1,352.346000,0,280.515000,3.5883,E29,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0021
23,1,297.059000,0,280.515000,3.5246,E41,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0022
24,1,303.944000,0,280.515000,3.4931,E23,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0023
25,1,311.341000,0,280.515000,3.4004,E3,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0024
26,2,303.673000,0,280.515000,3.3700,"E10,E17",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0025
27,1,295.318000,0,280.515000,3.3400,E33,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0026
28,1,297.978000,0,280.515000,3.3101,E16,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0027
29,1,311.897000,0,280.515000,3.2513,E13,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0028
30,2,302.396000,0,280.515000,3.1650,"E10,E30",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0029
31,1,299.278000,0,280.515000,3.1088,E38,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0030
32,2,304.429000,0,280.515000,3.0810,"E10,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0031
33,2,291.707000,0,280.515000,3.0535,"E10,E45",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0032
34,1,308.567000,0,280.515000,2.9725,E15,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0033
35,2,283.118000,1,280.515000,2.8678,"E10,E19",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0034
36,2,312.092000,0,280.515000,2.8422,"E10,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0035
37,2,297.703000,0,280.515000,2.8168,"E10,E6",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0036
38,1,315.812000,0,280.515000,2.7917,E19,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0037
39,2,288.857000,0,280.515000,2.7667,"E10,E7",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0038
40,2,307.786000,0,280.515000,2.7420,"E19,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0039
41,2,271.806000,1,271.806000,2.6933,"E19,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0040
42,3,282.945000,0,271.806000,2.6693,"E19,E21,E38",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0041
43,2,315.812000,0,271.806000,2.6454,"E19,E29",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0042
44,2,258.797000,1,258.797000,2.5984,"E1,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0043
45,2,297.585000,0,258.797000,2.5752,"E13,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0044
46,3,303.262000,0,258.797000,2.5522,"E1,E13,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0045
47,2,306.050000,0,258.797000,2.5295,"E1,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0046
48,2,314.460000,0,258.797000,2.5069,"E1,E15",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0047
49,3,264.410000,0,258.797000,2.4845,"E1,E21,E32",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0048
50,2,319.501000,0,258.797000,2.4623,"E1,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0049
51,3,262.688000,0,258.797000,2.4186,"E1,E16,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0050
52,2,313.484000,0,258.797000,2.3970,"E1,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0051
53,2,286.169000,0,258.797000,2.3544,"E21,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0052
54,3,277.357000,0,258.797000,2.3334,"E1,E21,E33",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0053
55,3,245.025000,1,245.025000,2.3125,"E1,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0054
56,3,284.696000,0,245.025000,2.2919,"E21,E29,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0055
57,2,270.627000,0,245.025000,2.2714,"E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0056
58,3,260.063000,0,245.025000,2.2512,"E21,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0057
59,3,254.012000,0,245.025000,2.2311,"E1,E21,E36",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0058
60,3,293.351000,0,245.025000,2.2111,"E1,E19,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0059
61,2,293.351000,0,245.025000,2.1914,"E1,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0060
62,3,252.665000,0,245.025000,2.1718,"E21,E42,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0061
63,3,266.302000,0,245.025000,2.1525,"E21,E42,E45",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0062
64,4,275.799000,0,245.025000,2.1332,"E1,E13,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0063
65,4,262.395000,0,245.025000,2.0953,"E1,E21,E24,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0064
66,3,255.902000,0,245.025000,2.0766,"E19,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0065
67,4,264.027000,0,245.025000,2.0581,"E1,E21,E31,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0066
68,3,264.789000,0,245.025000,2.0215,"E1,E17,E21",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0067
69,3,265.735000,0,245.025000,1.9679,"E1,E21,E24",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0068
70,4,243.093000,1,243.093000,1.9329,"E1,E21,E3,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0069
71,4,238.210000,1,238.210000,1.9156,"E1,E21,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0070
72,3,267.329000,0,238.210000,1.8985,"E21,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0071
73,4,288.781000,0,238.210000,1.8816,"E1,E39,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0072
74,3,284.827000,0,238.210000,1.8648,"E1,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0073
75,4,267.622000,0,238.210000,1.8482,"E21,E23,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0074
76,3,267.049000,0,238.210000,1.8317,"E1,E21,E39",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0075
77,4,254.565000,0,238.210000,1.8153,"E1,E20,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0076
78,4,271.902000,0,238.210000,1.7991,"E1,E21,E42,E7",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0077
79,4,261.380000,0,238.210000,1.7830,"E1,E21,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0078
80,4,244.768000,0,238.210000,1.7671,"E1,E11,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0079
81,4,280.503000,0,238.210000,1.7357,"E1,E21,E29,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0080
82,4,303.399000,0,238.210000,1.7202,"E1,E21,E39,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0081
83,4,282.738000,0,238.210000,1.7049,"E21,E39,E42,E45",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0082
84,4,269.396000,0,238.210000,1.6897,"E21,E38,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0083
85,4,306.841000,0,238.210000,1.6746,"E21,E29,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0084
86,4,296.740000,0,238.210000,1.6596,"E1,E29,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0085
87,4,277.457000,0,238.210000,1.6448,"E21,E24,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0086
88,4,276.141000,0,238.210000,1.6012,"E19,E21,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0087
89,4,272.037000,0,238.210000,1.5727,"E10,E21,E39,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0088
90,4,288.163000,0,238.210000,1.5447,"E1,E21,E39,E6",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0089
91,4,248.491000,0,238.210000,1.5310,"E1,E19,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0090
92,4,256.373000,0,238.210000,1.5038,"E1,E17,E21,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0091
93,4,262.231000,0,238.210000,1.4903,"E1,E21,E42,E43",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed3\e0092
