gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,1,389.4433333333333,E31,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i000\tripinfo.xml
1,1,4,387.5108333333333,E21;E30;E38;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i001\tripinfo.xml
1,2,4,354.39,E10;E14;E17;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i002\tripinfo.xml
1,3,1,385.81583333333333,E27,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i003\tripinfo.xml
1,4,2,434.6666666666667,E10;E29,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i004\tripinfo.xml
1,5,4,372.18083333333334,E21;E33;E35;E36,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i005\tripinfo.xml
1,6,3,375.2783333333333,E1;E20;E32,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i006\tripinfo.xml
1,7,4,341.3875,E15;E21;E27;E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i007\tripinfo.xml
1,8,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i008\tripinfo.xml
1,9,4,433.5308333333333,E19;E22;E31;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i009,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i009\tripinfo.xml
1,10,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i010,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i010\tripinfo.xml
1,11,3,406.865,E25;E6;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i011,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i011\tripinfo.xml
1,12,2,409.08916666666664,E36;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i012,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i012\tripinfo.xml
1,13,4,396.19083333333333,E13;E25;E36;E43,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i013,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i013\tripinfo.xml
1,14,1,382.2866666666667,E32,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i014,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i014\tripinfo.xml
1,15,1,390.8575,E24,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i015,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i015\tripinfo.xml
1,16,3,381.7608333333333,E19;E26;E29,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i016,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i016\tripinfo.xml
1,17,4,398.8125,E20;E21;E29;E43,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i017,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i017\tripinfo.xml
1,18,4,403.50666666666666,E16;E21;E29;E33,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i018,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i018\tripinfo.xml
1,19,3,406.06916666666666,E13;E17;E30,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i019,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i019\tripinfo.xml
1,20,3,363.73083333333335,E24;E3;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i020,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i020\tripinfo.xml
1,21,1,389.4433333333333,E39,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i021,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i021\tripinfo.xml
1,22,1,383.8283333333333,E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i022,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i022\tripinfo.xml
1,23,1,383.8283333333333,E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i023,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g001_i023\tripinfo.xml
2,0,4,341.3875,E15;E21;E27;E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i000\tripinfo.xml
2,1,4,359.0941666666667,E10;E16;E5;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i001\tripinfo.xml
2,2,4,388.72083333333336,E10;E19;E23;E29,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i002\tripinfo.xml
2,3,4,385.15,E14;E21;E35;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i003\tripinfo.xml
2,4,4,393.6791666666667,E15;E17;E19;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i004\tripinfo.xml
2,5,4,386.62333333333333,E15;E31;E33;E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i005\tripinfo.xml
2,6,4,384.22333333333336,E15;E21;E5;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i006\tripinfo.xml
2,7,4,387.42333333333335,E21;E29;E36;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i007\tripinfo.xml
2,8,4,379.14,E1;E14;E30;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i008\tripinfo.xml
2,9,4,364.7033333333333,E13;E20;E24;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i009,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i009\tripinfo.xml
2,10,4,432.39,E10;E22;E33;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i010,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i010\tripinfo.xml
2,11,4,396.36583333333334,E24;E31;E32;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i011,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i011\tripinfo.xml
2,12,4,338.74833333333333,E15;E16;E27;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i012,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i012\tripinfo.xml
2,13,4,355.2008333333333,E17;E20;E33;E41,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i013,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i013\tripinfo.xml
2,14,4,419.8275,E19;E35;E43;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i014,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i014\tripinfo.xml
2,15,4,413.915,E34;E37;E5;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i015,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i015\tripinfo.xml
2,16,4,385.29333333333335,E21;E27;E31;E32,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i016,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i016\tripinfo.xml
2,17,4,382.2416666666667,E21;E30;E32;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i017,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i017\tripinfo.xml
2,18,4,421.86333333333334,E34;E37;E39;E41,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i018,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i018\tripinfo.xml
2,19,4,376.4075,E14;E24;E3;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i019,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i019\tripinfo.xml
2,20,4,426.805,E1;E22;E23;E32,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i020,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i020\tripinfo.xml
2,21,4,365.74583333333334,E1;E10;E17;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i021,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i021\tripinfo.xml
2,22,4,321.75916666666666,E14;E17;E21;E27,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i022,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i022\tripinfo.xml
2,23,4,451.7916666666667,E25;E32;E37;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i023,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g002_i023\tripinfo.xml
3,0,4,321.75916666666666,E14;E17;E21;E27,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i000\tripinfo.xml
3,1,4,350.765,E10;E14;E17;E42,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i001\tripinfo.xml
3,2,4,337.07166666666666,E21;E27;E36;E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i002\tripinfo.xml
3,3,4,361.10833333333335,E21;E27;E3;E30,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i003\tripinfo.xml
3,4,4,353.8616666666667,E16;E19;E27;E42,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i004\tripinfo.xml
3,5,4,359.335,E11;E27;E5;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i005\tripinfo.xml
3,6,4,383.03583333333336,E14;E16;E27;E34,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i006\tripinfo.xml
3,7,4,425.375,E1;E22;E41;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i007\tripinfo.xml
3,8,4,420.93,E10;E13;E22;E33,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\both_seed3\g003_i008\tripinfo.xml
