[001] train 1.013 | val 0.986
[002] train 0.822 | val 0.722
[003] train 0.775 | val 0.781
[004] train 0.587 | val 0.983
[005] train 0.787 | val 0.818
[006] train 0.721 | val 0.883
[007] train 0.848 | val 0.925
[008] train 0.801 | val 0.902
[009] train 0.662 | val 0.942
[010] train 0.653 | val 0.733
[011] train 0.549 | val 0.638
[012] train 0.541 | val 0.608
[013] train 0.510 | val 0.568
[014] train 0.535 | val 0.540
[015] train 0.507 | val 0.600
[016] train 0.459 | val 0.521
[017] train 0.386 | val 0.559
[018] train 0.341 | val 0.775
[019] train 0.318 | val 0.634
[020] train 0.373 | val 0.660
[021] train 0.312 | val 0.460
[022] train 0.527 | val 0.805
[023] train 0.753 | val 0.924
[024] train 0.520 | val 0.669
[025] train 0.458 | val 0.572
[026] train 0.352 | val 0.622
[027] train 0.290 | val 0.648
[028] train 0.261 | val 0.683
[029] train 0.354 | val 0.767
[030] train 0.262 | val 0.774
[031] train 0.327 | val 0.829
[032] train 0.292 | val 0.827
[033] train 0.401 | val 0.949
[034] train 0.336 | val 0.783
[035] train 0.326 | val 0.590
[036] train 0.258 | val 0.946
[037] train 0.317 | val 0.701
[038] train 0.290 | val 0.725
[039] train 0.227 | val 0.776
[040] train 0.246 | val 0.608
[041] train 0.239 | val 0.430
[042] train 0.255 | val 0.845
[043] train 0.178 | val 1.176
[044] train 0.212 | val 0.825
[045] train 0.296 | val 0.697
[046] train 0.251 | val 1.026
[047] train 0.218 | val 0.525
[048] train 0.216 | val 0.985
[049] train 0.216 | val 1.042
[050] train 0.287 | val 0.527
[051] train 0.404 | val 0.651
[052] train 0.286 | val 0.645
[053] train 0.289 | val 0.511
[054] train 0.278 | val 0.651
[055] train 0.211 | val 0.922
[056] train 0.373 | val 0.631
[057] train 0.307 | val 0.806
[058] train 0.231 | val 0.578
[059] train 0.203 | val 0.685
[060] train 0.201 | val 0.714
Saved D:\PSPS\output_policy_C_k9_3od_x1.0\policy_model.pt
Elapsed: 351.408 sec
