gen,best_pred,mean_pred
1,-543.507305,-605.039969
2,-543.507305,-603.030614
3,-543.507305,-603.070283
4,-543.507305,-601.231312
5,-543.507305,-601.168105
6,-543.507305,-604.356807
7,-543.507305,-604.765442
8,-543.507305,-605.501425
9,-543.507305,-605.763086
10,-537.725503,-597.876331
11,-537.725503,-604.197212
12,-537.725503,-602.771254
13,-516.979623,-601.811445
14,-516.979623,-597.866891
15,-516.979623,-603.642215
16,-516.979623,-603.131200
17,-516.979623,-600.419961
18,-516.979623,-602.662971
19,-516.979623,-606.332827
20,-516.979623,-601.716482
21,-516.979623,-600.804431
22,-516.979623,-603.299894
23,-516.979623,-599.945590
24,-516.979623,-603.139978
25,-516.979623,-596.149519
26,-516.979623,-602.093726
27,-516.979623,-602.131914
28,-516.979623,-601.728579
29,-516.979623,-603.243761
30,-516.979623,-600.111121
31,-516.979623,-605.851806
32,-516.979623,-605.345653
33,-516.979623,-602.082184
34,-516.979623,-600.956260
35,-516.979623,-603.942068
36,-516.979623,-602.744202
37,-516.979623,-602.302964
38,-516.979623,-599.678147
39,-516.979623,-602.381213
40,-516.979623,-603.301337
41,-516.979623,-605.806156
42,-516.979623,-603.600235
43,-516.979623,-602.639440
44,-516.979623,-598.371101
45,-516.979623,-598.039658
46,-516.979623,-605.340308
47,-516.979623,-602.650590
48,-516.979623,-603.158220
49,-516.979623,-604.652108
50,-516.979623,-601.742137
51,-516.979623,-599.469376
52,-516.979623,-601.642055
53,-516.979623,-602.021646
54,-516.979623,-604.177729
55,-516.979623,-600.438451
56,-516.979623,-600.959030
57,-516.979623,-601.979658
58,-516.979623,-594.065311
59,-516.979623,-599.552236
60,-516.979623,-600.218318
61,-516.979623,-600.955241
62,-516.979623,-598.976513
63,-516.979623,-605.587261
64,-516.979623,-602.630467
65,-516.979623,-600.429656
66,-516.979623,-603.014917
67,-516.979623,-605.115930
68,-516.979623,-603.449402
69,-516.979623,-604.293673
70,-516.979623,-602.047678
71,-516.979623,-599.531375
72,-516.979623,-602.805747
73,-516.979623,-604.103671
74,-516.979623,-604.531209
75,-516.979623,-602.278183
76,-516.979623,-603.835843
77,-516.979623,-601.421215
78,-516.979623,-603.237110
79,-516.979623,-601.697025
80,-516.979623,-601.456895
81,-516.979623,-601.941957
82,-516.979623,-603.725599
83,-516.979623,-600.827250
84,-516.979623,-603.592620
85,-516.979623,-603.566384
86,-516.979623,-603.336736
87,-516.979623,-606.607664
88,-516.979623,-601.200613
89,-516.979623,-602.430389
90,-516.979623,-603.817592
91,-516.979623,-604.568524
92,-516.979623,-602.529801
93,-516.979623,-600.120884
94,-516.979623,-598.856012
95,-516.979623,-604.151744
96,-516.979623,-601.864651
97,-516.979623,-603.278215
98,-516.979623,-604.560307
99,-516.979623,-601.296421
100,-516.979623,-605.241937
101,-516.979623,-604.314040
102,-516.979623,-603.424814
103,-516.979623,-601.875081
104,-516.979623,-599.598988
105,-516.979623,-604.864192
106,-516.979623,-605.756717
107,-516.979623,-603.336375
108,-516.979623,-605.529436
109,-516.979623,-606.006309
110,-516.979623,-605.123612
111,-516.979623,-602.003285
112,-516.979623,-601.568059
113,-516.979623,-600.535264
114,-516.979623,-604.294136
115,-516.979623,-602.058514
116,-516.979623,-603.802121
117,-516.979623,-600.894920
118,-516.979623,-604.106652
119,-516.979623,-603.055016
120,-516.979623,-600.755050
