gen,best_pred,mean_pred
1,-277.484773,-298.487345
2,-277.484773,-295.816123
3,-275.931221,-296.751424
4,-275.931221,-296.032557
5,-275.931221,-295.548718
6,-275.931221,-295.347706
7,-275.931221,-294.548349
8,-272.902474,-291.537548
9,-272.902474,-293.153386
10,-272.902474,-293.518541
11,-272.902474,-296.477055
12,-272.902474,-298.191055
13,-272.902474,-295.625486
14,-272.902474,-296.716903
15,-272.902474,-294.640191
16,-272.902474,-297.964947
17,-272.902474,-298.447252
18,-272.902474,-294.951467
19,-272.902474,-292.757021
20,-272.902474,-293.876313
21,-272.902474,-296.343313
22,-272.902474,-294.949668
23,-272.902474,-296.028174
24,-272.902474,-297.018152
25,-272.902474,-296.046714
26,-272.902474,-297.267660
27,-272.902474,-298.057434
28,-272.902474,-295.302297
29,-272.902474,-297.091071
30,-272.902474,-297.810748
31,-272.902474,-296.303379
32,-272.902474,-295.969577
33,-272.902474,-295.969306
34,-272.902474,-297.144249
35,-272.902474,-294.684010
36,-272.902474,-296.756143
37,-272.902474,-296.540386
38,-272.902474,-292.812613
39,-272.902474,-294.130356
40,-272.902474,-296.419305
41,-272.902474,-295.322931
42,-272.902474,-296.803225
43,-272.902474,-296.093531
44,-272.902474,-296.299974
45,-272.902474,-299.743890
46,-272.902474,-296.297503
47,-272.902474,-296.546318
48,-272.902474,-296.589850
49,-272.902474,-297.195038
50,-272.902474,-292.461185
51,-272.902474,-294.185974
52,-272.902474,-294.515691
53,-272.902474,-296.275822
54,-272.902474,-296.095868
55,-272.902474,-297.301860
56,-272.902474,-296.299654
57,-272.902474,-296.365392
58,-272.902474,-294.328975
59,-272.902474,-296.730734
60,-272.902474,-298.170266
61,-272.902474,-297.592227
62,-272.902474,-298.458800
63,-272.426701,-295.185148
64,-272.426701,-297.460618
65,-272.426701,-299.539149
66,-272.426701,-299.864586
67,-272.426701,-294.644827
68,-272.426701,-296.168176
69,-272.426701,-297.624040
70,-272.426701,-297.944087
71,-272.426701,-296.531414
72,-272.426701,-294.409385
73,-272.426701,-297.987282
74,-272.426701,-299.488717
75,-272.426701,-295.839960
76,-272.426701,-298.877203
77,-272.426701,-297.166173
78,-272.426701,-294.962331
79,-272.426701,-294.786476
80,-272.426701,-297.492331
81,-272.426701,-296.931478
82,-272.426701,-298.355567
83,-272.426701,-296.842419
84,-272.426701,-296.630946
85,-272.426701,-295.956950
86,-272.426701,-298.380534
87,-272.426701,-297.955680
88,-272.426701,-298.950932
89,-272.426701,-298.691465
90,-272.426701,-296.608934
91,-272.426701,-297.531687
92,-272.426701,-292.234757
93,-272.426701,-294.395176
94,-272.426701,-295.314916
95,-272.426701,-292.689985
96,-272.426701,-292.930742
97,-272.426701,-289.908627
98,-272.426701,-292.434608
99,-272.426701,-41666949.150655
100,-272.426701,-296.874636
101,-272.426701,-298.019478
102,-272.426701,-297.275504
103,-272.426701,-296.651198
104,-272.426701,-297.307483
105,-272.426701,-296.816409
106,-272.426701,-299.518777
107,-272.426701,-300.985430
108,-272.426701,-299.919122
109,-272.426701,-299.542922
110,-272.426701,-297.320184
111,-272.426701,-296.216792
112,-272.426701,-300.025846
113,-272.426701,-298.758106
114,-272.426701,-295.045128
115,-272.426701,-297.363560
116,-272.426701,-298.311372
117,-272.426701,-300.457466
118,-272.426701,-296.860821
119,-272.426701,-295.907913
120,-272.426701,-300.821429
121,-272.426701,-296.331955
122,-272.426701,-295.128072
123,-272.426701,-296.845541
124,-272.426701,-297.788529
125,-272.426701,-298.632790
126,-272.426701,-296.424151
127,-272.426701,-295.261590
128,-272.426701,-297.765900
129,-272.426701,-299.159832
130,-272.426701,-296.200505
131,-272.426701,-296.744117
132,-272.426701,-296.137285
133,-272.426701,-298.171263
134,-272.426701,-295.916946
135,-272.426701,-297.188913
136,-272.426701,-296.327009
137,-272.426701,-293.906060
138,-272.426701,-297.998902
139,-272.426701,-296.633783
140,-272.426701,-298.564250
141,-272.426701,-298.965453
142,-272.426701,-297.185573
143,-272.426701,-297.355676
144,-272.426701,-294.018106
145,-272.426701,-298.688949
146,-272.426701,-296.637498
147,-272.426701,-299.504261
148,-272.426701,-295.064048
149,-272.426701,-297.546821
150,-272.426701,-296.829916
151,-272.426701,-296.617743
152,-272.426701,-296.193792
153,-272.426701,-299.708083
154,-272.426701,-297.764769
155,-272.426701,-299.624199
156,-272.426701,-296.955701
157,-272.426701,-296.125079
158,-272.426701,-299.796200
159,-272.426701,-298.367861
160,-272.426701,-299.813846
161,-272.426701,-299.557739
162,-272.426701,-296.881580
163,-272.426701,-296.780609
164,-272.426701,-299.218352
165,-272.426701,-297.657358
166,-272.426701,-297.513598
167,-272.426701,-299.578981
168,-272.426701,-294.935944
169,-272.426701,-300.515574
170,-272.426701,-299.861492
171,-272.426701,-297.934240
172,-272.426701,-299.419862
173,-272.426701,-298.122339
174,-272.426701,-297.828317
175,-272.426701,-297.809929
176,-272.426701,-301.927174
177,-272.426701,-301.370608
178,-272.426701,-300.203825
179,-272.426701,-297.993477
180,-272.426701,-296.589346
181,-272.426701,-297.937441
182,-272.426701,-298.718175
183,-272.426701,-297.937775
184,-272.426701,-302.357145
185,-272.426701,-300.700130
186,-272.426701,-295.952008
187,-272.426701,-295.421018
188,-272.426701,-297.089431
189,-272.426701,-297.341802
190,-272.426701,-297.766718
191,-272.426701,-295.039571
192,-272.426701,-299.248196
193,-272.426701,-298.222572
194,-272.426701,-297.970655
195,-272.426701,-296.299301
196,-272.426701,-296.749777
197,-272.426701,-296.999718
198,-272.426701,-294.566011
199,-272.426701,-295.966900
200,-272.426701,-296.985767
