instance_id,mode,seed,att_multi,att_default
A_k4_3od_x1.2,mutation,1,328.58116666666666,305.1666666666667
A_k4_3od_x1.2,mutation,2,306.1313333333334,296.7075
A_k4_3od_x1.2,mutation,3,330.65383333333335,293.535
A_k4_3od_x1.2,mutation,4,327.48516666666666,303.1533333333333
A_k4_3od_x1.2,mutation,5,348.79133333333334,294.6975
A_k4_3od_x1.2,mutation,6,357.89166666666665,317.0433333333333
A_k4_3od_x1.2,mutation,7,347.79183333333333,306.48583333333335
A_k4_3od_x1.2,mutation,8,323.3366666666667,302.95166666666665
A_k4_3od_x1.2,mutation,9,306.1313333333334,296.7075
A_k4_3od_x1.2,none,0,358.883,304.525
A_k4_3od_x1.2,none,1,333.9295,315.69916666666666
A_k4_3od_x1.2,none,2,340.4635,317.52666666666664
A_k4_3od_x1.2,none,3,318.05916666666667,295.2025
A_k4_3od_x1.2,none,4,318.05916666666667,295.2025
A_k4_3od_x1.2,none,5,333.48249999999996,306.03
A_k4_3od_x1.2,none,6,319.0105,297.1525
A_k4_3od_x1.2,none,7,332.0775,300.4433333333333
A_k4_3od_x1.2,none,8,329.63166666666666,312.1375
A_k4_3od_x1.2,none,9,340.4635,317.52666666666664
B_k9_1od_x0.8,both,0,651.6375,622.599375
B_k9_1od_x0.8,both,1,634.1899999999999,616.47
B_k9_1od_x0.8,both,2,641.018875,616.11875
B_k9_1od_x0.8,both,3,640.0764999999999,606.37125
B_k9_1od_x0.8,both,4,636.417,606.2625
B_k9_1od_x0.8,both,5,628.6152500000001,610.500625
B_k9_1od_x0.8,both,6,652.479375,617.798125
B_k9_1od_x0.8,both,7,633.583,609.55625
B_k9_1od_x0.8,both,8,623.692,608.071875
B_k9_1od_x0.8,both,9,638.9502500000001,617.08125
B_k9_1od_x0.8,init,0,656.9217500000001,613.269375
B_k9_1od_x0.8,init,1,652.73925,622.725
B_k9_1od_x0.8,init,2,642.7005,622.76875
B_k9_1od_x0.8,init,3,636.2495,619.514375
B_k9_1od_x0.8,init,4,666.177,625.8
B_k9_1od_x0.8,init,5,637.41075,616.100625
B_k9_1od_x0.8,init,6,647.61375,621.921875
B_k9_1od_x0.8,init,7,657.7122499999999,617.978125
B_k9_1od_x0.8,init,8,657.577125,631.28375
B_k9_1od_x0.8,init,9,646.8378749999999,616.225625
B_k9_1od_x0.8,mutation,0,651.487375,615.284375
B_k9_1od_x0.8,mutation,1,622.66325,608.071875
B_k9_1od_x0.8,mutation,2,642.647625,620.38125
B_k9_1od_x0.8,mutation,3,640.754,615.4225
B_k9_1od_x0.8,mutation,4,637.57925,609.9025
B_k9_1od_x0.8,mutation,5,638.4256250000001,608.504375
B_k9_1od_x0.8,mutation,6,644.2165,617.778125
B_k9_1od_x0.8,mutation,7,642.695125,611.4425
B_k9_1od_x0.8,mutation,8,637.170875,610.499375
B_k9_1od_x0.8,mutation,9,646.205375,618.3075
