instance_id,mode,seed,att_multi,att_default
B_k9_2od_x0.8,both,3,648.308125,595.456875
B_k9_2od_x0.8,both,4,644.3385000000001,605.235625
B_k9_2od_x0.8,both,5,628.983875,602.0975
B_k9_2od_x0.8,both,6,644.309,602.40875
B_k9_2od_x0.8,both,7,656.6278749999999,602.170625
B_k9_2od_x0.8,both,8,647.5448749999999,598.464375
B_k9_2od_x0.8,both,9,635.2445,606.098125
B_k9_2od_x0.8,init,0,658.32475,601.04125
B_k9_2od_x0.8,init,1,631.926125,607.02125
B_k9_2od_x0.8,init,2,654.148625,608.593125
B_k9_2od_x0.8,init,3,645.0193750000001,604.95
B_k9_2od_x0.8,init,4,635.02125,598.255
B_k9_2od_x0.8,init,5,636.654375,594.646875
B_k9_2od_x0.8,init,6,628.94925,606.77375
B_k9_2od_x0.8,init,7,654.148625,608.593125
B_k9_2od_x0.8,init,8,633.447375,607.319375
B_k9_2od_x0.8,init,9,621.196875,605.826875
B_k9_2od_x0.8,mutation,0,654.148625,608.593125
B_k9_2od_x0.8,mutation,1,637.914875,605.836875
B_k9_2od_x0.8,mutation,2,632.541375,593.41625
B_k9_2od_x0.8,mutation,3,641.5485000000001,596.65125
B_k9_2od_x0.8,mutation,4,626.694,606.139375
B_k9_2od_x0.8,mutation,5,650.5035,607.645
B_k9_2od_x0.8,mutation,6,645.9765,601.959375
B_k9_2od_x0.8,mutation,7,645.0967499999999,583.93125
B_k9_2od_x0.8,mutation,8,625.446125,603.858125
B_k9_2od_x0.8,mutation,9,654.148625,608.593125
B_k9_2od_x0.8,none,0,643.3122500000001,604.463125
B_k9_2od_x0.8,none,1,647.9903750000001,602.36875
B_k9_2od_x0.8,none,2,633.90775,595.88125
B_k9_2od_x0.8,none,3,655.871,591.620625
B_k9_2od_x0.8,none,4,631.023375,600.774375
B_k9_2od_x0.8,none,5,646.309375,598.744375
B_k9_2od_x0.8,none,6,657.992125,608.593125
B_k9_2od_x0.8,none,7,634.5176250000001,601.186875
B_k9_2od_x0.8,none,8,622.872625,604.768125
B_k9_2od_x0.8,none,9,644.91675,605.865625
B_k9_2od_x1.0,both,0,775.5496,745.6345
B_k9_2od_x1.0,both,1,785.7869,745.403
B_k9_2od_x1.0,both,2,770.7981,746.9955
B_k9_2od_x1.0,both,3,767.8514,729.8385
B_k9_2od_x1.0,both,4,777.5065000000001,740.1815
B_k9_2od_x1.0,both,5,779.1118,754.304
B_k9_2od_x1.0,both,6,781.854,750.942
B_k9_2od_x1.0,both,7,770.1908,732.867
B_k9_2od_x1.0,both,8,775.7158,746.3695
B_k9_2od_x1.0,both,9,773.8834,745.6575
B_k9_2od_x1.0,init,0,763.1071,731.154
B_k9_2od_x1.0,init,1,776.8190000000001,749.579
B_k9_2od_x1.0,init,2,779.8734,735.2505
B_k9_2od_x1.0,init,3,763.9413000000001,737.4735
B_k9_2od_x1.0,init,4,782.0778,735.0235
B_k9_2od_x1.0,init,5,773.6422,743.8765
B_k9_2od_x1.0,init,6,756.4418,738.0605
B_k9_2od_x1.0,init,7,779.9716000000001,744.138
B_k9_2od_x1.0,init,8,767.1072,748.4935
B_k9_2od_x1.0,init,9,776.7726,749.4565
B_k9_2od_x1.0,mutation,0,763.4747,748.711
B_k9_2od_x1.0,mutation,1,773.2212000000001,745.563
B_k9_2od_x1.0,mutation,2,766.5229999999999,744.2585
B_k9_2od_x1.0,mutation,3,766.121,744.988
B_k9_2od_x1.0,mutation,4,750.6612,739.8415
B_k9_2od_x1.0,mutation,5,761.9702,738.841
B_k9_2od_x1.0,mutation,6,770.9531,743.458
B_k9_2od_x1.0,mutation,7,781.4665,736.908
B_k9_2od_x1.0,mutation,8,782.7352,752.2645
B_k9_2od_x1.0,mutation,9,779.621,742.0715
B_k9_2od_x1.0,none,0,762.6907,752.9295
B_k9_2od_x1.0,none,1,777.5292999999999,747.2805
B_k9_2od_x1.0,none,2,772.8875,742.303
B_k9_2od_x1.0,none,3,781.841,740.5155
B_k9_2od_x1.0,none,4,773.4783,730.553
B_k9_2od_x1.0,none,5,762.9228,731.2095
B_k9_2od_x1.0,none,6,771.0076,748.754
B_k9_2od_x1.0,none,7,776.5031999999999,737.585
B_k9_2od_x1.0,none,8,779.4866,750.674
B_k9_2od_x1.0,none,9,778.3178,740.948
B_k9_2od_x1.2,both,0,812.4201666666665,780.605
B_k9_2od_x1.2,both,1,811.1134166666667,781.85875
B_k9_2od_x1.2,both,2,807.1620833333333,785.4041666666667
B_k9_2od_x1.2,both,3,808.9554166666667,787.2691666666667
B_k9_2od_x1.2,both,4,807.74275,781.85875
B_k9_2od_x1.2,both,5,804.7707499999999,782.6670833333334
B_k9_2od_x1.2,both,6,800.2423333333334,784.5595833333333
B_k9_2od_x1.2,both,7,813.5815833333334,780.785
B_k9_2od_x1.2,both,8,806.1638333333333,784.3566666666667
B_k9_2od_x1.2,both,9,812.8420833333333,775.9233333333333
B_k9_2od_x1.2,init,0,803.97825,784.1441666666667
B_k9_2od_x1.2,init,1,806.1069166666666,780.7675
B_k9_2od_x1.2,init,2,813.9378333333333,782.6316666666667
B_k9_2od_x1.2,init,3,805.1935833333333,785.8633333333333
B_k9_2od_x1.2,init,4,801.4907499999999,775.3445833333334
B_k9_2od_x1.2,init,5,796.27125,781.635
B_k9_2od_x1.2,init,6,811.46675,781.49625
B_k9_2od_x1.2,init,7,801.7239999999999,777.63125
B_k9_2od_x1.2,init,8,803.9465833333334,786.37375
B_k9_2od_x1.2,init,9,805.8990833333334,786.4066666666666
B_k9_2od_x1.2,mutation,0,814.7673333333333,778.9608333333333
B_k9_2od_x1.2,mutation,1,808.4295833333333,787.4029166666667
B_k9_2od_x1.2,mutation,2,807.2426666666667,782.6670833333334
B_k9_2od_x1.2,mutation,3,816.7779166666667,786.6941666666667
B_k9_2od_x1.2,mutation,4,808.3440833333333,774.8066666666666
B_k9_2od_x1.2,mutation,5,806.0191666666667,784.5045833333334
B_k9_2od_x1.2,mutation,6,813.9042499999999,786.2633333333333
B_k9_2od_x1.2,mutation,7,800.0883333333334,769.3795833333334
B_k9_2od_x1.2,mutation,8,810.8440833333333,786.9845833333334
B_k9_2od_x1.2,mutation,9,800.3608333333334,782.9883333333333
B_k9_2od_x1.2,none,0,810.3024166666667,781.49375
B_k9_2od_x1.2,none,1,814.1030000000001,782.3833333333333
B_k9_2od_x1.2,none,2,802.8255,787.4054166666666
B_k9_2od_x1.2,none,3,809.7768333333333,786.3308333333333
B_k9_2od_x1.2,none,4,801.8730833333333,785.4966666666667
B_k9_2od_x1.2,none,5,811.767,788.5220833333333
B_k9_2od_x1.2,none,6,789.6476666666666,778.1095833333334
B_k9_2od_x1.2,none,7,794.29275,777.58125
B_k9_2od_x1.2,none,8,804.6505833333333,780.4379166666666
B_k9_2od_x1.2,none,9,801.46775,773.8875
B_k9_3od_x0.8,both,0,390.762125,367.420625
B_k9_3od_x0.8,both,1,384.972875,368.22375
B_k9_3od_x0.8,both,2,397.289625,366.605625
B_k9_3od_x0.8,both,3,383.45187500000003,360.01125
B_k9_3od_x0.8,both,4,392.45124999999996,367.52875
B_k9_3od_x0.8,both,5,398.634875,365.298125
B_k9_3od_x0.8,both,6,390.98474999999996,376.24
B_k9_3od_x0.8,both,7,390.38775,367.0
B_k9_3od_x0.8,both,8,403.779875,365.888125
B_k9_3od_x0.8,both,9,394.78999999999996,380.5375
B_k9_3od_x0.8,init,0,395.648125,369.33125
B_k9_3od_x0.8,init,1,414.201375,374.415
B_k9_3od_x0.8,init,2,390.907125,365.299375
B_k9_3od_x0.8,init,3,424.04499999999996,373.678125
B_k9_3od_x0.8,init,4,418.067,376.18125
B_k9_3od_x0.8,init,5,396.59637499999997,366.475
B_k9_3od_x0.8,init,6,406.905125,366.88875
B_k9_3od_x0.8,init,7,390.3375,367.30125
B_k9_3od_x0.8,init,8,399.01975000000004,356.883125
B_k9_3od_x0.8,init,9,388.673875,363.84125
B_k9_3od_x0.8,mutation,0,387.998625,372.6275
B_k9_3od_x0.8,mutation,1,394.957,365.775
B_k9_3od_x0.8,mutation,2,393.81437500000004,374.315
B_k9_3od_x0.8,mutation,3,407.216625,366.3225
B_k9_3od_x0.8,mutation,4,420.49300000000005,373.155
B_k9_3od_x0.8,mutation,5,398.64425,365.15375
B_k9_3od_x0.8,mutation,6,392.174125,365.185
B_k9_3od_x0.8,mutation,7,391.41037500000004,362.818125
B_k9_3od_x0.8,mutation,8,405.877,371.453125
B_k9_3od_x0.8,mutation,9,386.836125,360.135
B_k9_3od_x0.8,none,0,397.134,370.891875
B_k9_3od_x0.8,none,1,399.76525000000004,374.991875
B_k9_3od_x0.8,none,2,385.04274999999996,371.211875
B_k9_3od_x0.8,none,3,389.62237500000003,367.866875
B_k9_3od_x0.8,none,4,391.65925000000004,367.30125
B_k9_3od_x0.8,none,5,420.90950000000004,369.885625
B_k9_3od_x0.8,none,6,401.808875,365.959375
B_k9_3od_x0.8,none,7,400.1685,377.63625
B_k9_3od_x0.8,none,8,393.748,363.374375
B_k9_3od_x0.8,none,9,390.48850000000004,368.1675
B_k9_3od_x1.0,both,0,511.71540000000005,471.5665
B_k9_3od_x1.0,both,1,514.1066,471.1915
B_k9_3od_x1.0,both,2,484.01810000000006,461.859
B_k9_3od_x1.0,both,3,481.9324,470.233
B_k9_3od_x1.0,both,4,490.0371,470.7345
B_k9_3od_x1.0,both,5,528.3397,478.274
B_k9_3od_x1.0,both,6,479.5956,471.143
B_k9_3od_x1.0,both,7,496.23109999999997,485.0875
B_k9_3od_x1.0,both,8,504.6822,476.677
B_k9_3od_x1.0,both,9,502.68,473.0795
B_k9_3od_x1.0,init,0,509.4005,475.2
B_k9_3od_x1.0,init,1,502.7072,479.4145
B_k9_3od_x1.0,init,2,517.1949999999999,462.6865
B_k9_3od_x1.0,init,3,493.45320000000004,480.004
B_k9_3od_x1.0,init,4,511.4464,486.493
B_k9_3od_x1.0,init,5,494.6094,470.0475
B_k9_3od_x1.0,init,6,502.76750000000004,475.361
B_k9_3od_x1.0,init,7,506.98519999999996,477.4215
B_k9_3od_x1.0,init,8,501.9933,474.797
B_k9_3od_x1.0,init,9,517.0741,481.447
B_k9_3od_x1.0,mutation,0,497.1318,470.0685
B_k9_3od_x1.0,mutation,1,487.3927,480.5015
B_k9_3od_x1.0,mutation,2,498.5042,473.8005
B_k9_3od_x1.0,mutation,3,513.5803,478.6265
B_k9_3od_x1.0,mutation,4,501.51270000000005,470.5195
B_k9_3od_x1.0,mutation,5,487.54359999999997,476.1895
B_k9_3od_x1.0,mutation,6,522.4493,468.967
B_k9_3od_x1.0,mutation,7,490.3236,480.3775
B_k9_3od_x1.0,mutation,8,496.06579999999997,479.5045
B_k9_3od_x1.0,mutation,9,504.77830000000006,476.935
B_k9_3od_x1.0,none,0,504.1130999999999,479.6265
B_k9_3od_x1.0,none,1,526.7121,485.762
B_k9_3od_x1.0,none,2,498.3128,473.191
B_k9_3od_x1.0,none,3,518.4783,486.0495
B_k9_3od_x1.0,none,4,519.6835,478.671
B_k9_3od_x1.0,none,5,510.4465,479.993
B_k9_3od_x1.0,none,6,507.1137,477.06
B_k9_3od_x1.0,none,7,500.64619999999996,478.887
B_k9_3od_x1.0,none,8,504.76720000000006,484.849
B_k9_3od_x1.0,none,9,507.12489999999997,483.569
B_k9_3od_x1.2,both,0,605.626,571.155
B_k9_3od_x1.2,both,1,606.7764166666667,567.9483333333334
B_k9_3od_x1.2,both,2,598.7091666666666,573.0104166666666
B_k9_3od_x1.2,both,3,602.6610833333333,571.5104166666666
B_k9_3od_x1.2,both,4,597.6451666666667,566.3791666666667
B_k9_3od_x1.2,both,5,602.5559166666667,567.8016666666666
B_k9_3od_x1.2,both,6,589.6276666666666,564.1025
B_k9_3od_x1.2,both,7,595.7877500000001,560.7925
B_k9_3od_x1.2,both,8,610.5862500000001,569.0129166666667
B_k9_3od_x1.2,both,9,600.8635833333334,566.7466666666667
B_k9_3od_x1.2,init,0,596.0045833333334,567.1041666666666
B_k9_3od_x1.2,init,1,607.7339166666667,569.3516666666667
B_k9_3od_x1.2,init,2,605.0494166666666,576.2658333333334
B_k9_3od_x1.2,init,3,608.5236666666667,574.4529166666666
B_k9_3od_x1.2,init,4,596.5559166666667,567.20875
B_k9_3od_x1.2,init,5,601.2160833333334,567.20875
B_k9_3od_x1.2,init,6,604.2830833333334,566.1245833333334
B_k9_3od_x1.2,init,7,606.4725000000001,564.20875
B_k9_3od_x1.2,init,8,607.1135833333334,579.5475
B_k9_3od_x1.2,init,9,600.6794166666666,571.2358333333333
B_k9_3od_x1.2,mutation,0,595.0820833333333,572.3683333333333
B_k9_3od_x1.2,mutation,1,604.6215833333333,567.1308333333334
B_k9_3od_x1.2,mutation,2,602.9231666666667,572.01125
B_k9_3od_x1.2,mutation,3,604.7365833333333,572.79625
B_k9_3od_x1.2,mutation,4,595.6071666666667,572.3470833333333
B_k9_3od_x1.2,mutation,5,600.8953333333333,570.64125
B_k9_3od_x1.2,mutation,6,594.93025,574.4920833333333
B_k9_3od_x1.2,mutation,7,604.4538333333334,572.38125
B_k9_3od_x1.2,mutation,8,604.8068333333333,573.98125
B_k9_3od_x1.2,mutation,9,603.69425,573.3779166666667
B_k9_3od_x1.2,none,0,600.7230833333333,564.6841666666667
B_k9_3od_x1.2,none,1,591.6895833333333,562.6508333333334
B_k9_3od_x1.2,none,2,616.85625,574.90375
B_k9_3od_x1.2,none,3,608.3339166666667,569.8408333333333
B_k9_3od_x1.2,none,4,592.5434166666666,563.6666666666666
B_k9_3od_x1.2,none,5,604.0729166666666,567.9966666666667
B_k9_3od_x1.2,none,6,613.6385,574.2904166666667
B_k9_3od_x1.2,none,7,598.3995,568.9933333333333
B_k9_3od_x1.2,none,8,605.19625,574.4516666666667
B_k9_3od_x1.2,none,9,598.8780833333333,568.78625
C_k9_1od_x0.8,both,0,460.286375,438.486875
C_k9_1od_x0.8,both,1,463.32875,438.486875
C_k9_1od_x0.8,both,2,467.176875,445.664375
C_k9_1od_x0.8,both,3,452.39549999999997,449.93625
C_k9_1od_x0.8,both,4,459.99025,448.62625
C_k9_1od_x0.8,both,5,460.4465,438.486875
C_k9_1od_x0.8,both,6,475.43649999999997,449.224375
C_k9_1od_x0.8,both,7,477.87387500000006,446.635
C_k9_1od_x0.8,both,8,464.30562499999996,443.575
C_k9_1od_x0.8,both,9,465.55225,438.486875
C_k9_1od_x0.8,init,0,462.80287500000003,448.62625
C_k9_1od_x0.8,init,1,461.609875,448.22375
C_k9_1od_x0.8,init,2,467.176875,445.664375
C_k9_1od_x0.8,init,3,465.44612500000005,445.664375
C_k9_1od_x0.8,init,4,468.341,447.893125
C_k9_1od_x0.8,init,5,476.31712500000003,446.520625
C_k9_1od_x0.8,init,6,465.05237500000004,438.486875
C_k9_1od_x0.8,init,7,463.765125,438.486875
C_k9_1od_x0.8,init,8,458.68424999999996,447.764375
C_k9_1od_x0.8,init,9,475.43649999999997,449.224375
C_k9_1od_x0.8,mutation,0,465.05237500000004,438.486875
C_k9_1od_x0.8,mutation,1,464.27124999999995,438.486875
C_k9_1od_x0.8,mutation,2,475.43649999999997,449.224375
C_k9_1od_x0.8,mutation,3,475.43649999999997,449.224375
C_k9_1od_x0.8,mutation,4,475.207625,449.34875
C_k9_1od_x0.8,mutation,5,459.99025,448.62625
C_k9_1od_x0.8,mutation,6,462.80287500000003,448.62625
C_k9_1od_x0.8,mutation,7,464.77112500000004,438.486875
C_k9_1od_x0.8,mutation,8,462.80287500000003,448.62625
C_k9_1od_x0.8,mutation,9,466.11187499999994,451.236875
C_k9_1od_x0.8,none,0,459.986125,441.5575
C_k9_1od_x0.8,none,1,459.205875,447.168125
C_k9_1od_x0.8,none,2,468.91375,448.91125
C_k9_1od_x0.8,none,3,479.651,448.63625
C_k9_1od_x0.8,none,4,467.42575,449.86375
C_k9_1od_x0.8,none,5,468.80912499999994,449.34875
C_k9_1od_x0.8,none,6,461.765125,442.100625
C_k9_1od_x0.8,none,7,462.87725,447.275
C_k9_1od_x0.8,none,8,470.883,435.23875
C_k9_1od_x0.8,none,9,464.577625,449.1775
C_k9_1od_x1.0,both,0,471.85900000000004,454.54
C_k9_1od_x1.0,both,1,467.3254,453.7875
C_k9_1od_x1.0,both,2,466.37510000000003,452.158
C_k9_1od_x1.0,both,3,471.16489999999993,451.508
C_k9_1od_x1.0,both,4,475.2773,449.437
C_k9_1od_x1.0,both,5,468.5999,456.2535
C_k9_1od_x1.0,both,6,474.1357,451.9345
C_k9_1od_x1.0,both,7,461.8215,452.263
C_k9_1od_x1.0,both,8,471.7776,456.789
C_k9_1od_x1.0,both,9,473.8296,452.551
C_k9_1od_x1.0,init,0,471.7776,456.789
C_k9_1od_x1.0,init,1,471.7776,456.789
C_k9_1od_x1.0,init,2,464.0182,443.212
C_k9_1od_x1.0,init,3,470.35479999999995,449.9565
C_k9_1od_x1.0,init,4,474.8393,456.0685
C_k9_1od_x1.0,init,5,473.8296,452.551
C_k9_1od_x1.0,init,6,471.7776,456.789
C_k9_1od_x1.0,init,7,460.9437,453.9565
C_k9_1od_x1.0,init,8,471.7776,456.789
C_k9_1od_x1.0,init,9,470.2541,452.4085
C_k9_1od_x1.0,mutation,0,474.137,453.856
C_k9_1od_x1.0,mutation,1,476.9892,449.437
C_k9_1od_x1.0,mutation,2,470.35479999999995,449.9565
C_k9_1od_x1.0,mutation,3,467.38779999999997,452.7135
C_k9_1od_x1.0,mutation,4,471.576,452.4085
C_k9_1od_x1.0,mutation,5,468.5756,454.5155
C_k9_1od_x1.0,mutation,6,471.85900000000004,454.54
C_k9_1od_x1.0,mutation,7,472.49390000000005,455.6725
C_k9_1od_x1.0,mutation,8,470.35479999999995,449.9565
C_k9_1od_x1.0,mutation,9,478.40240000000006,455.2375
C_k9_1od_x1.0,none,0,470.35479999999995,449.9565
C_k9_1od_x1.0,none,1,473.9965,458.837
C_k9_1od_x1.0,none,2,471.4322,454.544
C_k9_1od_x1.0,none,3,464.105,451.2755
C_k9_1od_x1.0,none,4,470.2629,452.938
C_k9_1od_x1.0,none,5,471.13,451.6975
C_k9_1od_x1.0,none,6,464.1862,456.287
C_k9_1od_x1.0,none,7,464.1862,456.287
C_k9_1od_x1.0,none,8,473.8296,452.551
C_k9_1od_x1.0,none,9,468.5657,457.248
C_k9_1od_x1.2,both,0,461.0349166666667,448.0275
C_k9_1od_x1.2,both,1,470.087,454.6075
C_k9_1od_x1.2,both,2,463.9410833333333,451.92541666666665
C_k9_1od_x1.2,both,3,467.6407499999999,449.75708333333336
C_k9_1od_x1.2,both,4,462.6963333333333,451.92541666666665
C_k9_1od_x1.2,both,5,451.97333333333336,446.3208333333333
C_k9_1od_x1.2,both,6,452.1263333333333,446.3208333333333
C_k9_1od_x1.2,both,7,461.10633333333334,451.5220833333333
C_k9_1od_x1.2,both,8,462.59333333333336,443.38666666666666
C_k9_1od_x1.2,both,9,475.1729166666666,453.0708333333333
C_k9_1od_x1.2,init,0,462.59333333333336,443.38666666666666
C_k9_1od_x1.2,init,1,465.11008333333336,458.9116666666667
C_k9_1od_x1.2,init,2,481.59766666666667,460.10791666666665
C_k9_1od_x1.2,init,3,474.90841666666665,459.0604166666666
C_k9_1od_x1.2,init,4,473.01733333333334,449.66625
C_k9_1od_x1.2,init,5,473.0963333333333,459.72083333333336
C_k9_1od_x1.2,init,6,469.69524999999993,452.5733333333333
C_k9_1od_x1.2,init,7,463.87108333333333,451.92541666666665
C_k9_1od_x1.2,init,8,470.5041666666666,454.8858333333333
C_k9_1od_x1.2,init,9,465.11008333333336,458.9116666666667
C_k9_1od_x1.2,mutation,0,462.59333333333336,443.38666666666666
C_k9_1od_x1.2,mutation,1,460.7655,448.0275
C_k9_1od_x1.2,mutation,2,472.92341666666664,445.37625
C_k9_1od_x1.2,mutation,3,467.6407499999999,449.75708333333336
C_k9_1od_x1.2,mutation,4,465.1416666666667,449.3691666666667
C_k9_1od_x1.2,mutation,5,461.25791666666663,443.455
C_k9_1od_x1.2,mutation,6,469.8208333333333,447.79541666666665
C_k9_1od_x1.2,mutation,7,487.85316666666665,455.0266666666666
C_k9_1od_x1.2,mutation,8,485.40316666666666,453.0708333333333
C_k9_1od_x1.2,mutation,9,451.97333333333336,446.3208333333333
C_k9_1od_x1.2,none,0,476.6171666666667,455.0133333333333
C_k9_1od_x1.2,none,1,469.8208333333333,447.79541666666665
C_k9_1od_x1.2,none,2,472.3806666666666,453.0708333333333
C_k9_1od_x1.2,none,3,464.1383333333333,456.94625
C_k9_1od_x1.2,none,4,469.8479166666667,454.8858333333333
C_k9_1od_x1.2,none,5,474.20841666666666,463.6833333333333
C_k9_1od_x1.2,none,6,474.90841666666665,459.0604166666666
C_k9_1od_x1.2,none,7,477.16908333333333,459.0604166666666
C_k9_1od_x1.2,none,8,462.57441666666665,458.9325
C_k9_1od_x1.2,none,9,466.916,457.2083333333333
C_k9_2od_x0.8,both,0,820.3297500000001,795.728125
C_k9_2od_x0.8,both,1,824.293625,801.20625
C_k9_2od_x0.8,both,2,822.451875,798.31
C_k9_2od_x0.8,both,3,813.46475,798.275
C_k9_2od_x0.8,both,4,823.643375,799.74
C_k9_2od_x0.8,both,5,819.6030000000001,796.33625
C_k9_2od_x0.8,both,6,826.3547500000001,794.6
C_k9_2od_x0.8,both,7,832.31225,800.303125
C_k9_2od_x0.8,both,8,817.321,796.63
C_k9_2od_x0.8,both,9,819.82125,797.97875
C_k9_2od_x0.8,init,0,809.08875,790.085
C_k9_2od_x0.8,init,1,822.4016250000001,799.808125
C_k9_2od_x0.8,init,2,820.569375,798.73875
C_k9_2od_x0.8,init,3,810.782625,801.0875
C_k9_2od_x0.8,init,4,829.0071250000001,790.879375
C_k9_2od_x0.8,init,5,821.889625,793.750625
C_k9_2od_x0.8,init,6,834.3573749999999,802.82625
C_k9_2od_x0.8,init,7,823.367125,804.15625
C_k9_2od_x0.8,init,8,826.8897499999999,796.711875
C_k9_2od_x0.8,init,9,836.317,795.0025
C_k9_2od_x0.8,mutation,0,816.97775,799.31
C_k9_2od_x0.8,mutation,1,825.505625,799.73625
C_k9_2od_x0.8,mutation,2,821.970875,804.549375
C_k9_2od_x0.8,mutation,3,824.735625,789.839375
C_k9_2od_x0.8,mutation,4,823.4418750000001,798.90375
C_k9_2od_x0.8,mutation,5,828.3177499999999,795.300625
C_k9_2od_x0.8,mutation,6,827.615,797.28
C_k9_2od_x0.8,mutation,7,821.9555,799.916875
C_k9_2od_x0.8,mutation,8,820.6901249999999,797.255
C_k9_2od_x0.8,mutation,9,829.22425,797.9175
C_k9_2od_x0.8,none,0,831.79625,798.265625
C_k9_2od_x0.8,none,1,819.9373750000001,795.89625
C_k9_2od_x0.8,none,2,832.06075,795.2575
C_k9_2od_x0.8,none,3,819.194375,799.730625
C_k9_2od_x0.8,none,4,823.4418750000001,798.90375
C_k9_2od_x0.8,none,5,821.5863750000001,791.5825
C_k9_2od_x0.8,none,6,820.721125,796.338125
C_k9_2od_x0.8,none,7,823.8365,802.633125
C_k9_2od_x0.8,none,8,815.65725,793.24125
C_k9_2od_x0.8,none,9,824.735625,789.839375
C_k9_2od_x1.0,both,0,839.8268,810.893
C_k9_2od_x1.0,both,1,835.2579,809.177
C_k9_2od_x1.0,both,2,840.9979999999999,807.457
C_k9_2od_x1.0,both,3,843.9995999999999,812.007
C_k9_2od_x1.0,both,4,838.7674,813.689
C_k9_2od_x1.0,both,5,841.0242000000001,808.928
C_k9_2od_x1.0,both,6,835.2111000000001,805.7975
C_k9_2od_x1.0,both,7,836.0085999999999,813.0475
C_k9_2od_x1.0,both,8,840.1976000000001,812.06
C_k9_2od_x1.0,both,9,843.9995999999999,812.007
C_k9_2od_x1.0,init,0,842.243,804.854
C_k9_2od_x1.0,init,1,842.2741,805.501
C_k9_2od_x1.0,init,2,841.6351000000001,807.872
C_k9_2od_x1.0,init,3,833.1024,805.14
C_k9_2od_x1.0,init,4,844.1974,804.329
C_k9_2od_x1.0,init,5,835.4314,805.7975
C_k9_2od_x1.0,init,6,835.2111000000001,805.7975
C_k9_2od_x1.0,init,7,845.7588,810.1965
C_k9_2od_x1.0,init,8,838.6103999999999,809.445
C_k9_2od_x1.0,init,9,839.7369000000001,808.8005
C_k9_2od_x1.0,mutation,0,838.6103999999999,809.445
C_k9_2od_x1.0,mutation,1,835.9640999999999,809.5645
C_k9_2od_x1.0,mutation,2,831.3113,802.3355
C_k9_2od_x1.0,mutation,3,840.1976000000001,812.06
C_k9_2od_x1.0,mutation,4,835.0328999999999,808.851
C_k9_2od_x1.0,mutation,5,835.1872,806.934
C_k9_2od_x1.0,mutation,6,833.9078999999999,807.411
C_k9_2od_x1.0,mutation,7,835.2353999999999,806.8335
C_k9_2od_x1.0,mutation,8,840.1976000000001,812.06
C_k9_2od_x1.0,mutation,9,844.6940000000001,804.854
C_k9_2od_x1.0,none,0,839.0406,812.559
C_k9_2od_x1.0,none,1,841.8751,813.548
C_k9_2od_x1.0,none,2,840.8125,810.502
C_k9_2od_x1.0,none,3,838.256,808.754
C_k9_2od_x1.0,none,4,840.4793,813.429
C_k9_2od_x1.0,none,5,834.8954,810.7335
C_k9_2od_x1.0,none,6,839.2425999999999,816.0555
C_k9_2od_x1.0,none,7,838.8467,808.3275
C_k9_2od_x1.0,none,8,847.8678,812.5475
C_k9_2od_x1.0,none,9,846.4511,810.896
C_k9_2od_x1.2,both,0,842.5305833333334,826.2675
C_k9_2od_x1.2,both,1,843.909,822.5620833333334
C_k9_2od_x1.2,both,2,851.8743333333334,823.64875
C_k9_2od_x1.2,both,3,842.3697500000001,825.2975
C_k9_2od_x1.2,both,4,836.3606666666667,819.8370833333333
C_k9_2od_x1.2,both,5,838.741,827.2104166666667
C_k9_2od_x1.2,both,6,835.8055833333334,822.6708333333333
C_k9_2od_x1.2,both,7,841.2818333333332,821.8216666666667
C_k9_2od_x1.2,both,8,842.6206666666667,824.3941666666667
C_k9_2od_x1.2,both,9,837.2966666666667,825.5058333333334
C_k9_2od_x1.2,init,0,839.4280833333335,819.8833333333333
C_k9_2od_x1.2,init,1,840.7041666666667,821.9820833333333
C_k9_2od_x1.2,init,2,839.8270833333333,820.0791666666667
C_k9_2od_x1.2,init,3,837.6389999999999,823.9470833333334
C_k9_2od_x1.2,init,4,839.9183333333333,819.225
C_k9_2od_x1.2,init,5,837.0566666666666,820.4041666666667
C_k9_2od_x1.2,init,6,843.5489166666666,812.27125
C_k9_2od_x1.2,init,7,841.2818333333332,821.8216666666667
C_k9_2od_x1.2,init,8,841.979,823.0304166666666
C_k9_2od_x1.2,init,9,844.5525833333334,826.2066666666667
C_k9_2od_x1.2,mutation,0,846.5178333333333,824.19625
C_k9_2od_x1.2,mutation,1,832.9133333333333,819.3729166666667
C_k9_2od_x1.2,mutation,2,852.3739166666667,823.4104166666667
C_k9_2od_x1.2,mutation,3,841.5564166666667,816.76125
C_k9_2od_x1.2,mutation,4,840.9303333333334,826.1625
C_k9_2od_x1.2,mutation,5,845.9783333333332,823.2408333333333
C_k9_2od_x1.2,mutation,6,846.5675833333332,820.32625
C_k9_2od_x1.2,mutation,7,844.8100833333334,826.07
C_k9_2od_x1.2,mutation,8,843.67975,824.9266666666666
C_k9_2od_x1.2,mutation,9,850.9780000000001,823.0520833333334
C_k9_2od_x1.2,none,0,846.3406666666666,827.9420833333334
C_k9_2od_x1.2,none,1,841.2818333333332,821.8216666666667
C_k9_2od_x1.2,none,2,840.5378333333334,820.3283333333334
C_k9_2od_x1.2,none,3,842.5872499999999,825.8875
C_k9_2od_x1.2,none,4,843.49825,824.645
C_k9_2od_x1.2,none,5,841.2880833333332,824.0545833333333
C_k9_2od_x1.2,none,6,846.00875,821.8379166666666
C_k9_2od_x1.2,none,7,849.30625,826.7945833333333
