[001] train 0.875 | val 0.927
[002] train 0.332 | val 0.385
[003] train 0.267 | val 0.702
[004] train 0.318 | val 0.540
[005] train 0.197 | val 0.255
[006] train 0.298 | val 0.313
[007] train 0.236 | val 0.181
[008] train 0.183 | val 0.306
[009] train 0.130 | val 0.127
[010] train 0.079 | val 0.402
[011] train 0.272 | val 0.586
[012] train 0.127 | val 0.255
[013] train 0.051 | val 0.302
[014] train 0.033 | val 0.265
[015] train 0.089 | val 0.335
[016] train 0.077 | val 0.323
[017] train 0.057 | val 0.262
[018] train 0.063 | val 0.391
[019] train 0.033 | val 0.281
[020] train 0.034 | val 0.345
[021] train 0.040 | val 0.252
[022] train 0.086 | val 0.326
[023] train 0.014 | val 0.198
[024] train 0.192 | val 0.361
[025] train 0.049 | val 0.273
[026] train 0.017 | val 0.163
[027] train 0.127 | val 0.145
[028] train 0.012 | val 0.178
[029] train 0.073 | val 0.280
[030] train 0.059 | val 0.258
[031] train 0.017 | val 0.474
[032] train 0.042 | val 0.255
[033] train 0.291 | val 0.389
[034] train 0.192 | val 0.398
[035] train 0.181 | val 0.394
[036] train 0.224 | val 0.363
[037] train 0.159 | val 0.262
[038] train 0.091 | val 0.710
[039] train 0.098 | val 0.158
[040] train 0.027 | val 0.210
[041] train 0.035 | val 0.313
[042] train 0.026 | val 0.207
[043] train 0.013 | val 0.291
[044] train 0.076 | val 0.107
[045] train 0.021 | val 0.342
[046] train 0.022 | val 0.197
[047] train 0.012 | val 0.278
[048] train 0.039 | val 0.303
[049] train 0.200 | val 0.988
[050] train 0.145 | val 0.625
[051] train 0.143 | val 0.105
[052] train 0.058 | val 0.254
[053] train 0.003 | val 0.419
[054] train 0.035 | val 0.306
[055] train 0.133 | val 0.222
[056] train 0.039 | val 0.125
[057] train 0.086 | val 0.374
[058] train 0.054 | val 0.481
[059] train 0.099 | val 0.238
[060] train 0.121 | val 0.314
Saved D:\PSPS\output_policy_C_k9_1od_x1.2\policy_model.pt
Elapsed: 245.604 sec
