gen,best_pred,mean_pred
1,-535.239047,-603.291147
2,-535.239047,-605.275767
3,-535.239047,-604.826666
4,-535.239047,-598.557725
5,-535.239047,-601.828363
6,-535.239047,-599.362908
7,-535.239047,-601.819933
8,-535.239047,-605.005275
9,-535.239047,-606.558121
10,-535.239047,-598.077042
11,-535.239047,-602.537736
12,-535.239047,-604.471655
13,-535.239047,-599.038571
14,-535.239047,-606.136482
15,-535.239047,-604.606459
16,-535.239047,-602.433706
17,-535.239047,-603.997335
18,-535.239047,-604.128679
19,-535.239047,-602.856167
20,-535.239047,-601.507893
21,-535.239047,-605.414702
22,-535.239047,-601.446294
23,-535.239047,-602.320086
24,-535.239047,-596.836937
25,-535.239047,-604.522373
26,-535.239047,-599.572589
27,-535.239047,-600.678528
28,-535.239047,-603.556824
29,-535.239047,-602.273556
30,-535.239047,-604.707273
31,-535.239047,-605.121976
32,-535.239047,-602.948688
33,-535.239047,-602.791713
34,-535.239047,-604.241420
35,-535.239047,-600.630837
36,-535.239047,-601.711830
37,-535.239047,-605.679303
38,-535.239047,-602.110099
39,-535.239047,-605.699655
40,-535.239047,-604.282409
41,-535.239047,-606.157822
42,-535.239047,-602.549969
43,-535.239047,-602.322302
44,-535.239047,-602.640975
45,-535.239047,-603.562987
46,-535.239047,-605.775830
47,-535.239047,-599.723646
48,-535.239047,-601.398363
49,-535.239047,-605.058673
50,-535.239047,-605.638070
51,-535.239047,-606.716232
52,-535.239047,-604.171704
53,-535.239047,-605.213666
54,-535.239047,-605.497135
55,-535.239047,-601.462382
56,-535.239047,-605.334383
57,-535.239047,-606.166933
58,-535.239047,-599.197350
59,-535.239047,-600.275723
60,-535.239047,-599.321907
61,-535.239047,-604.373527
62,-535.239047,-606.178349
63,-535.239047,-602.682798
64,-535.239047,-602.350336
65,-535.239047,-604.507423
66,-535.239047,-604.055146
67,-535.239047,-601.633980
68,-535.239047,-602.141218
69,-535.239047,-605.287836
70,-535.239047,-599.512466
71,-535.239047,-602.781048
72,-535.239047,-602.012770
73,-535.239047,-605.797109
74,-535.239047,-602.512586
75,-535.239047,-600.616603
76,-535.239047,-606.002242
77,-535.239047,-605.663130
78,-535.239047,-602.532966
79,-535.239047,-604.244757
80,-535.239047,-604.208038
81,-535.239047,-605.176752
82,-531.872042,-599.215051
83,-531.872042,-598.668470
84,-531.872042,-601.060499
85,-531.872042,-601.702128
86,-531.872042,-599.800046
87,-531.872042,-605.144827
88,-531.872042,-601.181614
89,-531.872042,-603.834792
90,-531.872042,-599.044282
91,-531.872042,-601.659584
92,-531.872042,-602.960818
93,-531.872042,-605.039479
94,-531.872042,-605.628102
95,-531.872042,-602.742823
96,-531.872042,-604.773386
97,-531.872042,-602.261142
98,-531.872042,-606.319333
99,-531.872042,-602.167614
100,-531.872042,-604.290703
101,-531.872042,-600.809459
102,-531.872042,-604.033741
103,-531.872042,-602.160766
104,-531.872042,-600.979844
105,-529.933020,-600.392447
106,-529.933020,-604.288401
107,-529.933020,-601.985186
108,-529.933020,-602.600500
109,-529.933020,-603.360919
110,-529.933020,-603.850009
111,-529.933020,-602.615820
112,-529.933020,-605.609028
113,-529.933020,-598.547867
114,-529.933020,-598.255442
115,-529.933020,-600.001635
116,-529.933020,-605.972805
117,-529.933020,-601.821530
118,-529.933020,-605.154797
119,-529.933020,-603.957925
120,-529.933020,-599.943388
121,-529.933020,-603.767287
122,-529.933020,-604.268985
123,-529.933020,-604.367306
124,-529.933020,-600.636694
125,-529.933020,-602.536923
126,-529.933020,-604.327204
127,-529.933020,-605.093255
128,-529.933020,-604.231440
129,-529.933020,-603.917820
130,-529.933020,-604.907237
131,-529.933020,-603.363060
132,-529.933020,-602.138302
133,-529.933020,-603.981661
134,-529.933020,-600.745261
135,-529.933020,-605.278250
136,-529.933020,-603.553163
137,-529.933020,-602.297240
138,-529.933020,-603.920676
139,-529.933020,-603.180341
140,-529.933020,-603.381328
141,-529.933020,-603.136999
142,-529.933020,-604.162658
143,-529.933020,-602.709697
144,-529.933020,-604.987497
