gen,best_pred,mean_pred
1,-521.895836,-524.086350
2,-521.895836,-524.094132
3,-521.895836,-524.305020
4,-521.895836,-524.262975
5,-521.895836,-523.968873
6,-521.895836,-524.164581
7,-521.895836,-523.407690
8,-521.895836,-523.810046
9,-521.895836,-523.977864
10,-521.895836,-524.187965
11,-521.895836,-524.107965
12,-521.895836,-523.723397
13,-521.895836,-523.865966
14,-521.895836,-523.989200
15,-521.895836,-524.012692
16,-521.895836,-523.921396
17,-521.895836,-523.758051
18,-521.895836,-524.018272
19,-521.895836,-524.030393
20,-521.895836,-523.898192
21,-521.895836,-524.305667
22,-521.895836,-524.145361
23,-521.895836,-524.196959
24,-521.895836,-523.863917
25,-521.895836,-523.630252
26,-521.895836,-523.814475
27,-521.895836,-523.727362
28,-521.854448,-523.943369
29,-521.854448,-524.096642
30,-521.854448,-523.837849
31,-521.854448,-524.063800
32,-521.854448,-523.805484
33,-521.854448,-523.756662
34,-521.854448,-523.563704
35,-521.854448,-523.526443
36,-521.854448,-523.661164
37,-521.854448,-523.730648
38,-521.854448,-523.906885
39,-521.854448,-523.831801
40,-521.854448,-523.717089
41,-521.659071,-523.731636
42,-521.659071,-523.666800
43,-521.659071,-523.968291
44,-521.659071,-524.039757
45,-521.659071,-523.804934
46,-521.659071,-523.918926
47,-521.659071,-523.918492
48,-521.659071,-523.958067
49,-521.659071,-523.748642
50,-521.659071,-523.663063
51,-521.659071,-523.683605
52,-521.659071,-523.652969
53,-521.659071,-523.311096
54,-521.659071,-523.303174
55,-521.659071,-523.359748
56,-521.659071,-523.596531
57,-521.659071,-523.513379
58,-521.659071,-523.735160
59,-521.659071,-523.646097
60,-521.659071,-523.654488
61,-521.659071,-523.815208
62,-521.659071,-524.061496
63,-521.659071,-523.890558
64,-521.659071,-523.641938
65,-521.659071,-524.049966
66,-521.659071,-524.054596
67,-521.659071,-523.938324
68,-521.659071,-523.910209
69,-521.659071,-523.849940
70,-521.659071,-523.698744
71,-521.659071,-523.908471
72,-521.659071,-523.837386
73,-521.659071,-523.593292
74,-521.659071,-523.857221
75,-521.659071,-524.256399
76,-521.659071,-523.729600
77,-521.659071,-523.561713
78,-521.659071,-523.790065
79,-521.659071,-523.899945
80,-521.659071,-523.798358
81,-521.659071,-523.598577
82,-521.659071,-523.667255
83,-521.659071,-523.888157
84,-521.659071,-523.953191
85,-521.659071,-523.885376
86,-521.659071,-523.790013
87,-521.659071,-523.745167
88,-521.659071,-523.813554
89,-521.659071,-523.986247
90,-521.659071,-524.158847
91,-521.659071,-523.762098
92,-521.659071,-524.062529
93,-521.659071,-523.787209
94,-521.659071,-524.073158
95,-521.659071,-523.612945
96,-521.659071,-523.508124
97,-521.659071,-523.552601
98,-521.659071,-523.946638
99,-521.659071,-523.700222
100,-521.659071,-523.547695
101,-521.659071,-523.982226
102,-521.659071,-523.880139
103,-521.659071,-523.553320
104,-521.659071,-523.827943
105,-521.659071,-523.524873
106,-521.659071,-523.574636
107,-521.659071,-523.972253
108,-521.659071,-523.782002
109,-521.659071,-523.742933
110,-521.659071,-523.839701
111,-521.659071,-523.753311
112,-521.649068,-523.645876
113,-521.649068,-523.639122
114,-521.649068,-523.658162
115,-521.649068,-523.626448
116,-521.649068,-523.638779
117,-521.649068,-523.917986
118,-521.649068,-524.008029
119,-521.649068,-523.891791
120,-521.649068,-523.978305
121,-521.649068,-523.893584
122,-521.649068,-523.880668
123,-521.649068,-523.883404
124,-521.649068,-523.801505
125,-521.649068,-523.780769
126,-521.649068,-523.795914
127,-521.649068,-523.797893
128,-521.649068,-524.086737
129,-521.649068,-523.822090
130,-521.649068,-523.776720
131,-521.649068,-523.695082
132,-521.649068,-523.689360
133,-521.649068,-523.746626
134,-521.649068,-523.873467
135,-521.649068,-523.828517
136,-521.649068,-523.788264
137,-521.649068,-523.704364
138,-521.649068,-523.957827
139,-521.649068,-523.987568
140,-521.649068,-523.778855
141,-521.649068,-523.857963
142,-521.649068,-524.018261
143,-521.649068,-523.901332
144,-521.649068,-523.744685
145,-521.649068,-523.723316
146,-521.649068,-523.740681
147,-521.649068,-523.814182
148,-521.649068,-523.900817
149,-521.649068,-523.720891
150,-521.649068,-523.376867
151,-521.649068,-523.888508
152,-521.649068,-523.686327
153,-521.649068,-523.884202
154,-521.649068,-524.000514
155,-521.649068,-523.938456
156,-521.649068,-524.027185
157,-521.649068,-523.959713
158,-521.649068,-523.707363
159,-521.649068,-523.561387
160,-521.649068,-523.887087
161,-521.555712,-523.506876
162,-521.555712,-523.672843
163,-521.555712,-523.750260
164,-521.555712,-523.832324
165,-521.555712,-523.917130
166,-521.555712,-523.965713
167,-521.555712,-524.026223
168,-521.555712,-523.861068
169,-521.555712,-523.923094
170,-521.555712,-523.884860
171,-521.555712,-523.832689
172,-521.555712,-523.857360
173,-521.555712,-524.000152
174,-521.555712,-523.787436
175,-521.555712,-523.517340
176,-521.555712,-523.939860
177,-521.555712,-523.884158
178,-521.555712,-523.868869
179,-521.555712,-523.913873
180,-521.555712,-523.645031
181,-521.555712,-523.869695
182,-521.555712,-523.794699
183,-521.555712,-523.918707
184,-521.555712,-523.730759
185,-521.555712,-523.806550
186,-521.555712,-523.713139
187,-521.555712,-523.574739
188,-521.555712,-523.488304
189,-521.555712,-523.858549
190,-521.555712,-523.829839
191,-521.555712,-523.919133
192,-521.555712,-523.939431
193,-521.555712,-523.838039
194,-521.555712,-524.012403
195,-521.555712,-523.795606
196,-521.555712,-523.554635
197,-521.555712,-523.599813
198,-521.555712,-524.045656
199,-521.555712,-523.813239
200,-521.555712,-523.566320
