[001] train 0.701 | val 0.956
[002] train 0.464 | val 0.821
[003] train 0.364 | val 0.635
[004] train 0.250 | val 0.617
[005] train 0.262 | val 0.546
[006] train 0.252 | val 0.765
[007] train 0.199 | val 0.687
[008] train 0.175 | val 0.535
[009] train 0.218 | val 0.639
[010] train 0.127 | val 0.962
[011] train 0.099 | val 1.636
[012] train 0.136 | val 0.574
[013] train 0.177 | val 0.718
[014] train 0.124 | val 0.688
[015] train 0.109 | val 0.808
[016] train 0.125 | val 0.919
[017] train 0.093 | val 0.756
[018] train 0.122 | val 0.654
[019] train 0.113 | val 0.468
[020] train 0.083 | val 0.724
[021] train 0.095 | val 0.750
[022] train 0.110 | val 1.027
[023] train 0.094 | val 0.649
[024] train 0.070 | val 1.138
[025] train 0.049 | val 0.767
[026] train 0.054 | val 0.844
[027] train 0.051 | val 0.687
[028] train 0.109 | val 0.955
[029] train 0.070 | val 1.157
[030] train 0.109 | val 0.595
[031] train 0.079 | val 0.825
[032] train 0.067 | val 1.065
[033] train 0.061 | val 1.119
[034] train 0.087 | val 0.933
[035] train 0.086 | val 0.757
[036] train 0.043 | val 1.396
[037] train 0.041 | val 1.737
[038] train 0.071 | val 0.759
[039] train 0.033 | val 1.236
[040] train 0.092 | val 0.572
[041] train 0.028 | val 1.341
[042] train 0.084 | val 0.696
[043] train 0.044 | val 1.109
[044] train 0.046 | val 1.491
[045] train 0.210 | val 0.958
[046] train 0.068 | val 0.862
[047] train 0.058 | val 0.991
[048] train 0.030 | val 1.135
[049] train 0.059 | val 1.198
[050] train 0.112 | val 0.569
[051] train 0.122 | val 0.637
[052] train 0.051 | val 0.664
[053] train 0.032 | val 1.664
[054] train 0.061 | val 1.454
[055] train 0.048 | val 1.540
[056] train 0.019 | val 1.280
[057] train 0.029 | val 1.175
[058] train 0.035 | val 1.417
[059] train 0.046 | val 1.243
[060] train 0.038 | val 1.197
Saved D:\PSPS\output_policy_C_k9_2od_x1.0\policy_model.pt
Elapsed: 440.523 sec
