gen,best_pred,mean_pred
1,-272.426701,-297.355167
2,-272.426701,-295.359012
3,-272.426701,-294.174131
4,-272.426701,-297.547112
5,-272.426701,-295.748080
6,-272.426701,-294.876701
7,-272.426701,-296.308545
8,-272.426701,-296.520071
9,-272.426701,-296.924114
10,-272.426701,-298.478507
11,-272.426701,-296.753466
12,-272.426701,-295.040007
13,-272.426701,-294.716313
14,-272.426701,-41666952.151203
15,-272.426701,-298.383475
16,-272.426701,-300.137196
17,-272.426701,-298.642818
18,-272.426701,-296.731269
19,-272.426701,-297.868024
20,-272.426701,-295.405925
21,-272.426701,-297.037529
22,-272.426701,-295.585682
23,-272.426701,-297.392656
24,-272.426701,-295.880874
25,-272.426701,-294.730122
26,-272.426701,-296.209315
27,-272.426701,-294.252347
28,-272.426701,-294.227507
29,-272.426701,-294.480317
30,-272.426701,-296.349380
31,-272.426701,-297.155047
32,-272.426701,-295.867095
33,-272.426701,-294.775133
34,-272.426701,-294.711083
35,-272.426701,-296.153059
36,-272.426701,-294.572641
37,-272.426701,-297.314897
38,-272.426701,-295.688277
39,-272.426701,-300.372546
40,-272.426701,-296.393028
41,-272.426701,-295.459071
42,-272.426701,-296.109426
43,-272.426701,-296.227757
44,-272.426701,-297.141181
45,-272.426701,-299.218197
46,-272.426701,-299.164089
47,-272.426701,-297.412762
48,-272.426701,-299.550999
49,-272.426701,-297.077100
50,-272.426701,-297.778272
51,-272.426701,-294.997763
52,-272.426701,-293.881715
53,-272.426701,-294.687290
54,-272.426701,-297.052515
55,-272.426701,-297.608813
56,-272.426701,-297.195291
57,-272.426701,-296.065993
58,-272.426701,-297.586960
59,-272.426701,-295.192924
60,-272.426701,-297.573584
61,-272.426701,-297.910084
62,-272.426701,-295.714357
63,-272.426701,-297.054282
64,-272.426701,-297.092597
65,-272.426701,-297.689122
66,-272.426701,-297.200476
67,-272.426701,-297.400107
68,-272.426701,-298.159445
69,-272.426701,-299.239012
70,-272.426701,-300.351169
71,-272.426701,-298.325929
72,-272.426701,-298.035633
73,-272.426701,-297.899454
74,-272.426701,-301.254290
75,-272.426701,-300.110341
76,-272.426701,-298.534432
77,-272.426701,-296.081879
78,-272.426701,-297.052592
79,-272.426701,-296.966209
80,-272.426701,-298.895948
81,-272.426701,-298.928891
82,-272.426701,-297.785721
83,-272.426701,-298.405133
84,-272.426701,-298.796917
85,-272.426701,-298.776761
86,-272.426701,-301.384877
87,-272.426701,-297.918778
88,-272.426701,-298.257772
89,-272.426701,-297.424890
90,-272.426701,-300.673167
91,-272.426701,-297.079490
92,-272.426701,-295.549206
93,-272.426701,-297.017537
94,-272.426701,-297.529230
95,-272.426701,-298.960767
96,-272.426701,-297.542420
97,-272.426701,-296.710467
98,-272.426701,-295.601227
99,-272.426701,-296.701688
100,-272.426701,-296.532565
101,-272.426701,-298.496175
102,-272.426701,-295.104375
103,-272.426701,-299.972283
104,-272.426701,-297.898242
105,-272.426701,-297.878283
106,-272.426701,-300.267801
107,-272.426701,-297.136248
108,-272.426701,-296.099570
109,-272.426701,-297.100234
110,-272.426701,-296.523812
111,-272.426701,-294.445188
112,-272.426701,-295.320568
113,-272.426701,-296.892926
114,-272.426701,-295.287671
115,-272.426701,-295.923249
116,-272.426701,-298.860866
117,-272.426701,-298.633371
118,-272.426701,-296.835312
119,-272.426701,-296.478471
120,-272.426701,-296.534549
121,-272.426701,-296.448458
122,-272.426701,-299.581799
123,-272.426701,-297.735101
124,-272.426701,-297.021804
125,-272.426701,-300.854909
126,-272.426701,-299.184621
127,-272.426701,-299.282720
128,-270.952743,-297.235746
129,-270.952743,-295.611995
130,-270.952743,-299.178790
131,-270.952743,-297.849074
132,-270.952743,-296.852408
133,-270.952743,-298.297629
134,-270.952743,-297.514596
135,-270.952743,-299.118796
136,-267.686732,-293.135514
137,-267.686732,-293.407745
138,-267.686732,-298.257132
139,-267.686732,-296.203840
140,-267.686732,-299.258931
141,-267.686732,-295.846246
142,-267.686732,-296.500818
143,-267.686732,-297.961497
144,-267.686732,-298.628401
145,-267.686732,-296.735298
146,-267.686732,-295.569702
147,-267.686732,-296.153242
148,-267.686732,-296.223036
149,-267.686732,-295.800006
150,-267.686732,-296.716639
151,-267.686732,-294.273907
152,-267.686732,-295.552993
153,-267.686732,-291.738277
154,-267.686732,-293.474336
155,-267.686732,-294.929810
156,-267.686732,-296.984602
157,-267.686732,-293.089635
158,-267.686732,-296.034132
159,-267.686732,-295.535551
160,-267.686732,-297.450574
161,-267.686732,-296.940040
162,-267.686732,-297.983241
163,-267.686732,-298.658919
164,-267.686732,-294.617095
165,-267.686732,-294.406223
166,-267.686732,-295.751671
167,-267.686732,-295.241546
168,-267.686732,-293.561006
169,-267.686732,-296.515682
170,-267.686732,-295.497420
171,-267.686732,-293.414306
172,-267.686732,-292.033019
173,-267.686732,-291.900742
174,-267.686732,-294.866535
175,-267.686732,-299.318790
176,-267.686732,-300.009699
177,-267.686732,-297.682859
178,-267.686732,-298.419124
179,-267.686732,-296.860164
180,-267.686732,-297.729059
181,-267.686732,-296.128962
182,-267.686732,-296.728399
183,-267.686732,-297.162510
184,-267.686732,-300.424227
185,-267.686732,-301.382167
186,-267.686732,-299.517174
187,-267.686732,-299.365937
188,-267.686732,-297.488016
189,-267.686732,-296.597242
190,-267.686732,-299.266658
191,-267.686732,-299.623914
192,-267.686732,-295.387778
193,-267.686732,-295.948661
194,-267.686732,-298.700983
195,-267.686732,-300.060544
196,-267.686732,-300.750572
197,-267.686732,-298.171233
198,-267.686732,-295.739732
199,-267.686732,-297.463656
200,-267.686732,-299.975082
