[001] train 0.784 | val 1.108
[002] train 0.322 | val 0.472
[003] train 0.224 | val 0.228
[004] train 0.225 | val 0.356
[005] train 0.150 | val 0.254
[006] train 0.125 | val 0.230
[007] train 0.107 | val 0.244
[008] train 0.146 | val 0.241
[009] train 0.113 | val 0.386
[010] train 0.143 | val 0.413
[011] train 0.158 | val 0.354
[012] train 0.131 | val 0.286
[013] train 0.145 | val 0.404
[014] train 0.168 | val 0.343
[015] train 0.104 | val 0.316
[016] train 0.116 | val 0.207
[017] train 0.136 | val 0.221
[018] train 0.138 | val 0.418
[019] train 0.109 | val 0.309
[020] train 0.134 | val 0.279
[021] train 0.080 | val 0.448
[022] train 0.094 | val 0.325
[023] train 0.124 | val 0.685
[024] train 0.178 | val 0.453
[025] train 0.098 | val 0.433
[026] train 0.084 | val 0.456
[027] train 0.091 | val 0.479
[028] train 0.085 | val 0.377
[029] train 0.217 | val 0.525
[030] train 0.129 | val 0.460
[031] train 0.074 | val 0.350
[032] train 0.069 | val 0.317
[033] train 0.091 | val 0.496
[034] train 0.154 | val 0.515
[035] train 0.089 | val 0.469
[036] train 0.054 | val 0.610
[037] train 0.085 | val 0.457
[038] train 0.130 | val 0.331
[039] train 0.094 | val 0.298
[040] train 0.112 | val 0.304
[041] train 0.085 | val 0.598
[042] train 0.112 | val 0.289
[043] train 0.107 | val 0.521
[044] train 0.106 | val 0.293
[045] train 0.059 | val 0.228
[046] train 0.079 | val 0.324
[047] train 0.079 | val 0.204
[048] train 0.060 | val 0.304
[049] train 0.072 | val 1.262
[050] train 0.118 | val 0.361
[051] train 0.123 | val 0.454
[052] train 0.060 | val 0.138
[053] train 0.060 | val 0.298
[054] train 0.040 | val 0.594
[055] train 0.094 | val 0.197
[056] train 0.074 | val 0.383
[057] train 0.043 | val 0.573
[058] train 0.051 | val 0.435
[059] train 0.080 | val 0.275
[060] train 0.078 | val 0.357
Saved D:\PSPS\output_policy_A_k4_1od_x1.0\policy_model.pt
Elapsed: 218.997 sec
