gen,best_pred,mean_pred
1,-564.180975,-604.085843
2,-564.180975,-607.532168
3,-564.180975,-604.234291
4,-564.180975,-603.596879
5,-564.180975,-603.609654
6,-564.180975,-607.807004
7,-564.180975,-607.120026
8,-564.180975,-601.989853
9,-564.180975,-603.029451
10,-564.180975,-603.764897
11,-564.180975,-603.204158
12,-545.366434,-601.534299
13,-545.366434,-604.245916
14,-535.766293,-603.264277
15,-535.766293,-602.151721
16,-535.766293,-603.479306
17,-535.766293,-605.093738
18,-535.766293,-603.852707
19,-535.766293,-605.636318
20,-535.766293,-605.882588
21,-535.766293,-599.726076
22,-535.766293,-602.021330
23,-535.766293,-603.134353
24,-535.766293,-605.071084
25,-535.766293,-603.986918
26,-535.766293,-603.321654
27,-535.766293,-602.419466
28,-535.766293,-601.904288
29,-535.766293,-601.747267
30,-535.766293,-605.314202
31,-535.766293,-604.771402
32,-535.766293,-604.789134
33,-535.766293,-605.730891
34,-535.766293,-604.237591
35,-535.766293,-604.390631
36,-535.766293,-603.806882
37,-535.766293,-602.856882
38,-535.766293,-604.244559
39,-535.766293,-603.585107
40,-535.766293,-604.980056
41,-535.766293,-605.032697
42,-535.766293,-606.068740
43,-535.766293,-606.029008
44,-535.766293,-599.142257
45,-535.766293,-601.061184
46,-535.766293,-604.250049
47,-535.766293,-605.954241
48,-535.766293,-606.226135
49,-535.766293,-601.492757
50,-535.766293,-604.530269
51,-534.660518,-596.556872
52,-534.660518,-604.881829
53,-534.660518,-601.917392
54,-534.660518,-606.545983
55,-534.660518,-599.303918
56,-534.660518,-603.219170
57,-534.660518,-605.887559
58,-534.660518,-605.634126
59,-534.660518,-605.499945
60,-534.660518,-598.845429
61,-534.660518,-604.712916
62,-534.660518,-604.667677
63,-534.660518,-604.075085
64,-534.660518,-602.828483
65,-534.660518,-605.505799
66,-534.660518,-603.861194
67,-534.660518,-603.997598
68,-534.660518,-601.948781
69,-534.660518,-602.152060
70,-534.660518,-603.759842
71,-534.660518,-604.716648
72,-534.660518,-599.257306
73,-534.660518,-603.285566
74,-534.660518,-605.610875
75,-534.660518,-604.057344
76,-534.660518,-604.167625
77,-534.660518,-600.886292
78,-534.660518,-605.233625
79,-534.660518,-599.946931
80,-534.660518,-603.054270
81,-534.660518,-602.699979
82,-534.660518,-605.029067
83,-534.660518,-603.529391
84,-534.660518,-605.363899
85,-534.660518,-602.752317
