gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,9,644.456,-111677669#0;-111681903#2;-219796126#3;-219796126#6;-24337240#3;-782714971#3;-876343449#2;25072974#1;498037590,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i000,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i000\tripinfo.xml
1,1,1,749.8073333333333,111677668#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i001,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i001\tripinfo.xml
1,2,7,639.9913333333334,-24337240#6;-5236308#1;-835445203;111677669#2;219796126#1;24337240#7;876343451#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i002,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i002\tripinfo.xml
1,3,4,644.456,-111677669#1;-24337240#2;25143145#2;4911107#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i003,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i003\tripinfo.xml
1,4,0,644.456,,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i004,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i004\tripinfo.xml
1,5,0,644.456,,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i005,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i005\tripinfo.xml
1,6,2,690.6106666666667,120682116#4;24337240#5,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i006,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i006\tripinfo.xml
1,7,9,840.3386666666667,-111681903#3;-120682114#2;-24337240#1;-783907721#2;120682114#3;120682116#1;219796126#2;814061747#5;880137009#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i007,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i007\tripinfo.xml
1,8,7,722.4206666666666,-120682114#2;-120682114#3;-24337240#0;-876343451#0;111681903#2;120682116#2;782714971#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i008,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i008\tripinfo.xml
1,9,5,644.456,-24337240#0;-24337240#1;172249924;220736154#0;876343449#4,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i009,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i009\tripinfo.xml
1,10,5,700.4193333333334,-111681903#0;-24337240#0;-25970859#0;120682114#3;24337240#4,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i010,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i010\tripinfo.xml
1,11,0,644.456,,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i011,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i011\tripinfo.xml
1,12,4,599.1573333333333,-120682114#1;-120682114#3;-37627664#0;24337240#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i012,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i012\tripinfo.xml
1,13,7,670.1993333333334,-120682114#1;-219796126#2;-219796126#6;106652012#0;219796124#1;36847354#5;4935287#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i013,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i013\tripinfo.xml
1,14,3,647.7186666666666,-120682114#1;280335874#1;835445203,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i014,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i014\tripinfo.xml
1,15,6,740.0233333333333,-24337240#1;-40009020#3;111677668#0;120682114#1;219797783#1;255228359,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i015,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i015\tripinfo.xml
1,16,8,789.3046666666667,-111677669#2;-120682114#1;-120682114#2;-24337240#1;111681903#0;120682114#1;120682114#2;678743175,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i016,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i016\tripinfo.xml
1,17,8,612.6206666666667,-111677669#0;-111677669#3;-120682114#2;-23464956#0;-5055277#0;111681903#0;36847663#0;814061747#7,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i017,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i017\tripinfo.xml
1,18,1,644.456,-876343452#6,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i018,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i018\tripinfo.xml
1,19,3,613.5913333333333,-111681903#3;-876343449#0;120682114#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i019,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i019\tripinfo.xml
1,20,9,666.3893333333333,-111677668#4;-120682114#2;-120682116#1;-24337240#0;-4911107#3;-803012921#3;-828195561#0;26216781#0;474166985#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i020,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i020\tripinfo.xml
1,21,8,665.8593333333333,-111677668#4;-111681903#3;-120682114#1;-120682114#3;-835445203;-880140407;24337240#2;24337240#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i021,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i021\tripinfo.xml
1,22,4,678.0093333333333,-835445203;111681903#2;24337240#3;782714971#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i022,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i022\tripinfo.xml
1,23,9,620.7426666666667,-111677668#0;-111677669#0;-111677669#2;-111681903#2;-4935286#3;-814061747#1;-835445203;23464956#0;24337240#7,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i023,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g001_i023\tripinfo.xml
2,0,4,599.1573333333333,-120682114#1;-120682114#3;-37627664#0;24337240#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i000,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i000\tripinfo.xml
2,1,9,644.456,-24337240#0;-37650111#0;-814061747#9;-876343449#3;111681903#2;219796113#2;4877788#0;4935287#1;814061747#10,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i001,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i001\tripinfo.xml
2,2,9,570.082,-231819500;-24337240#0;-311298662#0;-4895001#0;-876343448#3;-876343448#5;255228353;36847663#2;835445203,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i002,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i002\tripinfo.xml
2,3,9,631.0606666666666,-111681903#1;-37627664#6;-4911109#0;106651999#0;111677668#4;111677669#3;4970256#0;835445203;876343448#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i003,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i003\tripinfo.xml
2,4,9,643.4753333333333,-111677669#4;-111681903#0;-219796131#1;-24337240#3;-783907721#1;111677669#0;219796126#1;36851877#1;4894997#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i004,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i004\tripinfo.xml
2,5,9,617.2746666666667,-219796118#1;-219796126#2;-4877788#5;111681903#0;120682116#5;24337240#3;255228345;5197053#2;6263816#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i005,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i005\tripinfo.xml
2,6,9,609.4506666666666,-111677668#0;-111681903#3;-120682114#3;-120682116#2;-24337240#2;-24337240#6;-876343448#1;120682114#1;255228354#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i006,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i006\tripinfo.xml
2,7,9,485.2013333333333,-106652016;-106652025#3;-111677669#5;219797784#1;26947645#3;4935286#3;4935287#1;782714971#3;876343452#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i007,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i007\tripinfo.xml
2,8,9,644.456,-24337240#3;-6263818#1;-876343449#3;219797807#2;24337240#4;36851861;474166985#3;4894997#0;876343451#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i008,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i008\tripinfo.xml
2,9,9,612.028,-111681903#3;-24337240#1;-4911109#0;-5197061#0;219796126#3;24337240#3;311298682#0;627579930#1;803012921#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i009,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i009\tripinfo.xml
2,10,9,620.4966666666667,-124266855#1;-219796126#2;-24337240#0;-24337240#1;120682116#9;28468730#0;36851877#0;37551339#2;502325084#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i010,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i010\tripinfo.xml
2,11,9,644.456,-111677669#0;-311298662#1;-465885893#0;-678743175;111681903#1;24337240#0;36847663#2;4950115#0;5029409#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i011,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i011\tripinfo.xml
2,12,9,681.4813333333333,-111677669#4;-4935286#3;-814061747#8;111677669#4;120682114#3;219797783#1;24337240#0;25143145#0;880137009#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i012,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i012\tripinfo.xml
2,13,9,841.4473333333333,-24337240#1;-4911107#3;-5055277#0;-876343452#2;111677668#0;111677671#0;219796100#1;274763814#1;783907721#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i013,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i013\tripinfo.xml
2,14,9,777.53,-111677668#3;-111681903#0;-219796126#3;-783907721#2;-814061747#8;-876343449#0;4929432#0;814061747#0;876057378#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i014,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i014\tripinfo.xml
2,15,9,601.6666666666666,-111677669#4;-120682116#3;-535519490#0;-782714971#3;-876343448#2;120682116#2;24337240#4;782714971#2;gneE0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i015,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i015\tripinfo.xml
2,16,9,10148.551333333333,-106651991#1;-231819410#1;120682114#2;24337240#5;36847663#2;4924950;4950115#2;61902759#0;782710712,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i016,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i016\tripinfo.xml
2,17,9,628.5793333333334,-111681903#3;-120682114#2;-219796126#0;-4970256#5;-5197061#0;-7365262;-814061747#6;-835445203;111677669#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i017,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i017\tripinfo.xml
2,18,9,578.586,-111677669#1;-783907721#0;-876343451#0;-880137009#0;127625589;4935286#3;4950115#2;782714971#4;783647325#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i018,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i018\tripinfo.xml
2,19,9,644.456,-111677669#2;-219796126#2;-4894992#3;-712622899#0;26216781#3;4877788#5;69421990#0;7924755;876057378#4,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i019,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i019\tripinfo.xml
2,20,9,637.0906666666667,-111677668#0;-111681903#2;-37627664#2;-783907721#0;24337240#3;26216781#2;4894992#3;4894996#3;4970256#4,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i020,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i020\tripinfo.xml
2,21,9,591.7133333333334,-111681903#0;-120682116#5;-311298662#0;-627579930#1;-814303496#0;111677668#0;248740648#1;4877786#3;761190893,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i021,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i021\tripinfo.xml
2,22,9,9163.774666666666,-111677668#3;-4950193;111677669#4;120682114#2;120682114#3;124266855#2;219796100#1;4929432#1;783907721#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i022,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i022\tripinfo.xml
2,23,9,703.8886666666667,-111681903#3;-120682116#4;-219796126#3;-4970256#4;-783907721#2;111677669#1;111677669#3;24337240#2;814061747#5,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i023,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g002_i023\tripinfo.xml
3,0,9,485.2013333333333,-106652016;-106652025#3;-111677669#5;219797784#1;26947645#3;4935286#3;4935287#1;782714971#3;876343452#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i000,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i000\tripinfo.xml
3,1,9,749.8073333333333,-127837502;-24337240#0;-4877786#3;-876343452#5;111677668#0;111681903#1;24337240#1;465886918#1;876057377#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i001,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i001\tripinfo.xml
3,2,9,6943.595333333334,-111681903#1;-24337240#0;-4950193;-876343448#0;-876343448#3;111677669#4;120682114#2;5029410#1;712622897#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i002,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i002\tripinfo.xml
3,3,9,581.7293333333333,-111677669#1;-4877788#6;-803012921#0;-876343449#0;40009020#6;535519490#0;6263816#2;69421990#3;7925270#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i003,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i003\tripinfo.xml
3,4,9,683.3346666666666,-120682114#1;-24337240#4;-4895001#0;-4935286#1;-502325084#3;-876343449#0;27267512#1;58621262#0;783647337,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i004,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i004\tripinfo.xml
3,5,9,664.5233333333333,-24337240#3;-4950115#2;-880137009#1;172251688;219796126#2;575692603#1;782714971#3;876343449#2;96687079#4,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i005,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i005\tripinfo.xml
3,6,9,721.1306666666667,-106651999#0;-4970252;106651997#1;111681903#0;24337240#1;24337240#5;37649100#1;6263815#1;814061747#7,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i006,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i006\tripinfo.xml
3,7,9,603.054,-111677669#4;-111681903#0;-111681903#1;-465885893#0;24337240#1;311298682#0;61902791;782714966#0;876343452#5,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i007,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i007\tripinfo.xml
3,8,9,2330.248,-4970254#5;111677669#4;111677669#5;120682114#1;124266855#5;219796130#0;37627664#0;58621262#1;814061747#5,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i008,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i008\tripinfo.xml
3,9,9,657.4493333333334,-120682114#1;-231819501#0;111677668#3;25143145#1;36970994#1;575692603#2;6263816#0;6263818#2;814061747#2,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i009,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i009\tripinfo.xml
3,10,9,600.7633333333333,-24337240#4;-25143145#2;-5029408;-5197061#1;-712622896;205590836#2;5197064#3;58621262#1;803012921#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i010,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i010\tripinfo.xml
3,11,9,626.1086666666666,-111677668#4;-4950193;-782714971#4;-783907721#0;111681903#2;219822417#1;24337240#1;37627664#5;5029410#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i011,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i011\tripinfo.xml
3,12,9,450.58133333333336,-205590836#2;-502325083;-5055277#0;-803012921#0;-880137009#0;24337240#3;26947645#2;4924949#1;4935286#3,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i012,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i012\tripinfo.xml
3,13,9,644.456,-111677669#5;-219797798#3;-311298682#0;-37628709#0;-760785104#0;-876343448#2;111677669#4;36851747#2;6263816#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i013,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i013\tripinfo.xml
3,14,9,633.4986666666666,-4935286#3;-498033359#1;-5197062#0;-6263818#0;-747796587#1;120682114#1;37627664#0;747448014;7925270#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i014,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i014\tripinfo.xml
3,15,9,636.2966666666666,-106652016;-111677669#0;-111677669#4;-782714971#4;-876343451#3;219796126#6;26216780#2;835443463#2;835445203,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i015,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\heuristic_seed6\g003_i015\tripinfo.xml
