sample_idx,k,y_dataset_randseed,att_eval_seed
699,1,292.7449951171875,310.273
703,4,286.8479919433594,305.834
705,2,330.4840087890625,321.066
706,1,295.0979919433594,315.812
707,1,300.531005859375,303.74
708,3,276.1990051269531,283.846
709,1,314.2650146484375,311.104
710,1,301.7959899902344,301.075
712,2,307.98699951171875,306.05
713,4,301.8429870605469,303.579
714,1,315.3999938964844,309.648
715,2,292.25201416015625,294.327
716,1,318.1470031738281,309.908
718,4,311.4389953613281,302.587
720,1,322.5419921875,309.555
721,4,297.1549987792969,319.408
722,3,310.9989929199219,290.059
723,1,307.6889953613281,286.702
724,2,303.7090148925781,293.956
726,1,288.2099914550781,301.075
727,3,353.6449890136719,337.133
728,3,269.59600830078125,277.173
729,1,291.54901123046875,295.318
730,2,284.6180114746094,293.617
731,4,290.1629943847656,280.816
733,3,321.02398681640625,308.622
735,4,293.4930114746094,291.641
736,2,325.4469909667969,354.012
738,1,290.7309875488281,310.89
739,4,245.9409942626953,237.696
740,2,335.5329895019531,320.237
741,3,329.5719909667969,319.216
742,2,356.8089904785156,335.214
743,4,353.77099609375,351.188
744,4,299.4070129394531,277.959
745,4,285.00299072265625,278.255
746,4,289.22900390625,293.035
749,4,297.64300537109375,298.944
750,4,315.8089904785156,312.887
751,2,273.2659912109375,269.094
752,3,301.28900146484375,317.488
753,2,311.8479919433594,338.197
754,4,295.114990234375,283.943
755,3,303.4460144042969,293.214
756,2,280.0830078125,269.094
757,2,304.7720031738281,314.903
758,1,293.6679992675781,286.702
760,2,308.60699462890625,301.842
762,1,297.4460144042969,315.812
764,4,320.85699462890625,333.357
765,4,299.91900634765625,309.832
766,4,284.7070007324219,276.015
767,4,309.0350036621094,308.732
768,4,337.99798583984375,337.217
770,1,291.0539855957031,280.515
771,2,327.7720031738281,308.288
772,1,282.4930114746094,313.484
773,4,322.31298828125,321.012
775,1,302.4289855957031,303.944
776,3,295.77899169921875,298.189
777,2,304.9070129394531,299.855
778,2,323.2300109863281,317.998
780,4,294.6910095214844,306.347
781,1,320.7090148925781,311.104
782,1,298.072998046875,311.341
784,3,291.0539855957031,299.958
785,2,297.3290100097656,297.978
786,3,302.96600341796875,288.235
788,4,298.3489990234375,294.221
789,2,279.6199951171875,287.809
791,4,281.65899658203125,279.63
792,4,305.65301513671875,297.092
793,1,289.1910095214844,301.075
794,3,321.06298828125,327.497
795,2,319.7200012207031,314.903
796,2,299.67999267578125,297.801
798,1,306.40399169921875,303.151
799,3,301.02398681640625,302.815
800,2,317.3089904785156,303.425
802,4,288.4620056152344,303.409
803,3,293.64599609375,309.834
805,3,324.37200927734375,291.909
806,3,283.1409912109375,269.902
807,2,319.7170104980469,321.066
808,4,320.00299072265625,336.931
809,1,302.4700012207031,309.648
810,2,279.7309875488281,277.173
812,1,297.10198974609375,303.944
813,3,320.2149963378906,328.078
814,4,289.0719909667969,286.8
815,1,320.34698486328125,306.479
816,3,292.7760009765625,292.087
817,1,321.8550109863281,291.641
818,1,317.427001953125,297.978
820,1,323.1839904785156,309.908
823,2,305.2099914550781,311.118
825,1,307.3919982910156,309.908
826,4,298.8550109863281,314.582
827,4,301.85101318359375,310.388
828,1,316.22198486328125,306.479
829,2,304.5039978027344,300.68
830,3,270.010986328125,265.887
831,2,288.3179931640625,289.531
832,1,333.79400634765625,315.812
833,3,286.3949890136719,294.637
836,2,311.677001953125,304.336
837,3,284.677001953125,297.279
838,2,292.9079895019531,298.399
839,4,285.3840026855469,276.306
840,3,282.1659851074219,291.558
841,2,317.19500732421875,299.855
842,3,307.427001953125,318.845
843,2,307.26300048828125,317.119
844,2,313.27099609375,315.5
845,2,295.5870056152344,295.017
846,3,312.05499267578125,317.065
847,1,314.2699890136719,313.484
848,1,295.7330017089844,308.665
849,2,305.5989990234375,310.89
850,2,295.5169982910156,283.279
851,3,279.5679931640625,321.521
852,2,294.2869873046875,304.975
855,4,268.5249938964844,275.409
856,2,308.1080017089844,293.865
857,1,297.1199951171875,297.692
858,4,321.3940124511719,327.332
859,3,302.23699951171875,301.774
861,2,275.1510009765625,279.153
863,2,291.85101318359375,307.786
864,3,311.9410095214844,337.612
865,1,306.0580139160156,291.641
866,3,309.1080017089844,309.908
867,4,322.7430114746094,324.065
869,2,331.9469909667969,328.19
870,3,273.84698486328125,265.707
871,4,327.4469909667969,304.751
873,4,274.4989929199219,283.751
875,2,301.9209899902344,306.978
876,4,310.875,290.325
877,4,336.67999267578125,313.979
878,1,312.6340026855469,310.89
879,3,274.76300048828125,257.667
880,1,335.0150146484375,341.586
881,3,326.4309997558594,296.401
882,2,290.9599914550781,285.706
883,2,317.1440124511719,341.586
884,3,338.39898681640625,326.008
885,3,306.25799560546875,301.061
886,1,301.76300048828125,311.897
887,1,281.0820007324219,297.978
888,2,281.8869934082031,285.051
889,1,288.3890075683594,300.078
890,4,331.2279968261719,336.401
894,2,299.9779968261719,295.44
897,1,311.3819885253906,309.648
899,1,313.55999755859375,315.812
900,2,316.39599609375,342.942
901,2,292.5639953613281,307.007
902,3,319.90301513671875,327.371
903,4,299.6419982910156,296.611
905,3,317.49700927734375,287.69
907,1,287.4840087890625,303.944
908,2,296.197998046875,323.256
909,2,331.14599609375,322.7
910,1,269.885009765625,280.515
911,4,310.5400085449219,298.922
912,2,304.2879943847656,315.812
914,2,276.34100341796875,280.549
915,1,293.37701416015625,313.484
917,3,288.7279968261719,297.099
918,1,281.7919921875,297.692
919,1,303.2460021972656,315.812
920,1,289.9429931640625,300.078
921,1,293.63800048828125,315.812
922,3,272.0920104980469,299.376
923,4,300.8500061035156,300.107
924,4,306.9809875488281,301.749
925,4,296.7850036621094,294.611
926,1,301.5589904785156,301.075
927,4,303.8340148925781,314.476
928,4,285.5690002441406,275.014
929,2,295.5379943847656,300.909
930,1,302.0249938964844,295.127
931,4,345.0329895019531,330.483
932,1,290.77099609375,283.118
935,1,390.77301025390625,352.346
937,2,290.3890075683594,323.256
938,3,288.635986328125,285.068
939,1,310.0740051269531,303.151
940,4,288.0360107421875,280.996
941,3,286.2239990234375,283.861
942,3,289.9540100097656,279.43
943,4,363.5220031738281,371.991
944,4,304.8290100097656,312.849
945,3,340.12701416015625,363.763
946,1,297.30499267578125,315.812
947,2,320.552001953125,321.391
948,1,343.91400146484375,352.346
