sample_idx,k,y_dataset_randseed,att_eval_seed
547,9,570.322509765625,528.211
549,6,510.2330017089844,515.7105
550,7,519.260498046875,538.344
551,2,491.54150390625,538.6315
552,7,544.9025268554688,521.356
553,6,536.9639892578125,512.632
554,3,541.6234741210938,517.8805
555,3,526.010498046875,544.8785
556,9,537.04150390625,510.249
557,5,514.5444946289062,507.8355
558,3,522.7839965820312,524.803
559,9,520.4315185546875,528.948
560,9,522.7294921875,530.895
561,1,500.1465148925781,533.8185
562,5,499.08099365234375,519.901
563,4,521.8989868164062,531.8365
564,8,536.2985229492188,507.566
565,9,547.572509765625,561.307
566,1,486.0245056152344,519.331
567,9,573.3665161132812,577.8465
568,4,525.739501953125,530.247
569,9,532.1129760742188,510.625
570,9,530.9769897460938,518.7355
571,7,549.0285034179688,519.8685
572,8,518.8245239257812,512.598
574,8,549.3400268554688,531.319
575,8,528.2294921875,514.1695
576,2,504.302001953125,520.1475
577,6,540.2105102539062,550.399
578,6,513.7490234375,520.86
579,3,509.88299560546875,522.934
580,3,534.2459716796875,536.1565
581,5,526.739013671875,531.7745
582,9,523.3355102539062,538.6815
583,3,513.6475219726562,538.079
584,8,538.2979736328125,507.8215
585,1,524.7739868164062,543.6595
586,2,517.7025146484375,527.8085
587,7,550.56201171875,523.596
588,5,534.4805297851562,533.135
589,2,539.6185302734375,524.375
590,9,526.8880004882812,525.0845
591,7,510.06201171875,491.754
592,4,509.41351318359375,518.4215
594,3,515.9044799804688,523.1005
596,4,515.7694702148438,527.5075
597,9,517.9144897460938,527.561
598,1,550.2509765625,533.303
599,6,509.5165100097656,491.409
600,8,530.5180053710938,499.0265
602,9,518.5764770507812,542.976
603,7,523.1610107421875,512.4595
604,8,507.4125061035156,529.4075
605,7,520.135498046875,507.8115
607,4,513.6829833984375,538.5555
608,9,545.6599731445312,497.8845
609,8,526.1925048828125,498.614
610,7,513.22998046875,516.2925
611,9,551.9415283203125,519.5145
612,4,527.6699829101562,514.846
613,6,540.7224731445312,527.3405
614,8,516.2474975585938,539.537
616,7,507.7869873046875,486.544
617,9,549.5159912109375,522.555
618,2,541.8419799804688,507.374
619,1,528.6284790039062,538.6315
620,4,503.3294982910156,509.5815
621,5,497.010986328125,513.898
622,3,514.5565185546875,513.2285
623,1,530.9169921875,538.6315
624,3,516.2454833984375,499.921
626,5,494.27899169921875,498.1165
627,2,538.9730224609375,541.375
628,6,504.0069885253906,531.6475
629,6,545.4035034179688,552.4465
630,6,556.0385131835938,550.4595
631,4,524.52001953125,530.027
