sample_idx,k,y_dataset_randseed,att_eval_seed
932,4,609.11865234375,644.456
933,4,600.9400024414062,644.456
934,9,461.9259948730469,450.58133333333336
935,6,536.6046752929688,581.7293333333333
936,1,578.6786499023438,644.456
937,4,629.1246948242188,644.456
938,6,616.4846801757812,644.456
939,7,629.3480224609375,644.456
940,4,609.3159790039062,644.456
941,4,653.2266845703125,644.456
942,2,580.1119995117188,644.456
943,5,644.0153198242188,644.456
944,9,637.27734375,644.456
945,8,600.1400146484375,631.304
946,5,605.9573364257812,644.456
947,2,612.9240112304688,644.456
948,7,604.3446655273438,644.456
949,5,659.002685546875,644.456
953,2,622.566650390625,644.456
954,2,628.9633178710938,591.7133333333334
955,3,633.3746948242188,644.456
956,2,654.8053588867188,644.456
957,7,348.7877197265625,1000000000000.0
958,4,697.0180053710938,563.718
959,8,639.2013549804688,646.9513333333333
960,6,575.1539916992188,644.456
961,3,606.9979858398438,644.456
962,5,581.4986572265625,644.456
963,9,627.78466796875,644.456
964,3,595.497314453125,644.456
965,1,618.6626586914062,644.456
966,9,601.3086547851562,543.38
967,8,597.8326416015625,644.456
968,5,615.6973266601562,644.456
969,7,654.4306640625,591.1433333333333
971,8,629.7186889648438,644.456
972,7,631.8193359375,607.4213333333333
973,1,610.1406860351562,644.456
974,4,639.316650390625,644.456
975,7,644.1506958007812,617.06
976,9,715.20263671875,765.2393333333333
977,2,713.5960083007812,644.456
978,9,627.7233276367188,644.456
979,9,599.5233154296875,644.456
980,6,610.8653564453125,644.9866666666667
981,8,605.2306518554688,644.456
982,1,616.39599609375,644.456
983,6,694.440673828125,644.456
984,3,617.9473266601562,644.456
985,5,600.5513305664062,644.456
986,5,588.0386962890625,644.456
987,7,628.9873046875,644.456
988,1,648.121337890625,644.456
989,4,703.5106811523438,635.532
990,3,618.9746704101562,644.456
992,4,615.3773193359375,644.456
993,1,620.767333984375,644.456
995,3,614.0126953125,644.456
996,8,610.5239868164062,644.456
997,1,639.7766723632812,644.456
998,8,633.1346435546875,644.456
999,1,588.81201171875,644.456
