sample_idx,k,y_dataset_randseed,att_eval_seed
781,6,596.50732421875,644.456
782,8,676.7139892578125,644.456
783,2,576.4619750976562,644.456
784,7,610.3826904296875,644.456
785,5,617.1786499023438,644.456
786,6,618.8200073242188,644.456
787,4,604.2706909179688,644.456
788,7,590.3826904296875,644.456
789,4,599.0419921875,644.456
791,2,609.4979858398438,644.456
792,2,620.2119750976562,644.456
793,1,615.1973266601562,644.456
794,7,612.5846557617188,644.456
795,4,645.9500122070312,598.9273333333333
796,1,600.3519897460938,644.456
797,3,629.177978515625,644.456
799,7,602.6400146484375,644.456
801,5,633.5846557617188,644.456
802,3,613.322021484375,644.456
803,9,624.7493286132812,620.7853333333334
804,9,611.0880126953125,644.456
805,3,570.871337890625,644.456
806,2,600.4893188476562,644.456
807,8,574.3073120117188,644.456
808,6,682.7373046875,647.6206666666667
809,4,619.5226440429688,644.456
811,2,672.3359985351562,644.456
812,3,621.6246948242188,644.456
813,6,637.3006591796875,644.456
814,1,654.2953491210938,644.456
815,4,599.482666015625,644.456
816,1,607.1553344726562,593.5686666666667
817,1,581.3740234375,644.456
818,3,630.1653442382812,644.456
819,2,592.1006469726562,644.456
820,3,619.4493408203125,644.456
821,1,629.9739990234375,644.456
822,4,613.90869140625,644.456
823,2,626.5159912109375,644.456
824,1,612.2953491210938,644.456
825,8,642.3880004882812,644.456
826,8,620.3893432617188,644.456
827,3,622.9806518554688,644.456
828,1,603.4466552734375,644.456
829,9,605.9326782226562,644.456
831,5,624.1166381835938,644.456
832,6,615.663330078125,644.456
833,6,613.0440063476562,644.456
834,4,609.43798828125,644.456
835,7,602.579345703125,598.9273333333333
836,4,567.52197265625,644.456
838,5,625.2506713867188,644.456
839,6,587.510009765625,644.456
840,7,591.6859741210938,558.8673333333334
841,3,637.1293334960938,644.456
842,4,582.0553588867188,644.456
843,8,280.1984558105469,1000000000000.0
845,5,613.5553588867188,644.456
846,8,589.7286376953125,644.456
847,4,600.2046508789062,644.456
848,9,610.7780151367188,644.456
849,2,689.7680053710938,685.1153333333333
850,1,610.614013671875,644.456
852,8,606.7100219726562,644.456
853,1,596.6846923828125,644.456
855,1,645.2013549804688,644.456
856,6,609.5120239257812,644.456
857,1,597.83935546875,644.456
858,2,616.7066650390625,644.456
859,1,648.7373046875,644.456
860,5,605.8573608398438,644.456
861,8,622.2366943359375,644.456
862,9,648.2899780273438,591.7133333333334
863,3,630.5079956054688,644.456
864,5,633.6646728515625,644.456
865,8,351.59600830078125,373.832
866,2,617.497314453125,644.456
868,6,603.17333984375,644.456
869,2,628.2239990234375,644.456
870,7,620.7726440429688,644.456
871,9,571.71533203125,644.456
873,1,626.9940185546875,644.456
874,4,616.0020141601562,644.456
875,4,602.0946655273438,644.456
876,6,586.611328125,644.456
877,3,615.7086791992188,605.2513333333334
878,6,618.5153198242188,644.456
879,8,627.3733520507812,644.456
880,5,577.2073364257812,644.456
881,2,663.4013061523438,644.456
882,3,585.9566650390625,644.456
884,1,580.0239868164062,644.456
885,5,585.33935546875,644.456
886,6,597.3319702148438,644.456
887,9,620.302001953125,627.456
888,1,625.5166625976562,644.456
889,3,621.36865234375,644.456
890,6,659.2193603515625,644.456
891,1,603.5573120117188,644.456
892,7,655.073974609375,643.9946666666667
893,5,607.5120239257812,631.7926666666667
894,2,603.489990234375,605.2513333333334
895,2,618.927978515625,644.456
896,6,619.7593383789062,644.456
897,4,642.2113037109375,724.1466666666666
898,4,613.2886962890625,644.456
899,2,648.5640258789062,644.456
900,1,568.7100219726562,644.456
901,6,631.093994140625,644.456
902,1,614.413330078125,644.456
903,5,594.0880126953125,644.456
904,1,629.9080200195312,644.456
905,4,674.56787109375,717.3
906,2,620.3006591796875,644.456
907,3,630.4546508789062,644.456
908,8,618.2219848632812,644.456
909,9,600.2239990234375,644.456
910,1,618.0293579101562,644.456
911,6,621.2066650390625,644.456
912,5,608.829345703125,644.456
913,8,601.96533203125,644.456
914,5,607.1519775390625,644.456
915,3,634.2046508789062,644.456
916,8,636.8873291015625,638.0026666666666
917,3,632.3473510742188,644.456
918,5,642.3126831054688,644.456
919,5,564.0786743164062,644.456
921,1,498.57666015625,531.9293333333334
922,4,621.2553100585938,644.456
923,7,645.3526611328125,644.456
924,5,634.0239868164062,644.456
925,3,568.4933471679688,644.456
926,8,649.3046875,644.456
927,1,779.8619995117188,802.7286666666666
928,9,597.0953369140625,644.456
929,8,633.9933471679688,644.456
930,2,581.1793212890625,644.456
931,5,693.1866455078125,644.9866666666667
