[001] train 1.271 | val 1.030
[002] train 0.756 | val 1.191
[003] train 0.503 | val 1.043
[004] train 0.413 | val 1.110
[005] train 0.288 | val 0.816
[006] train 0.181 | val 1.219
[007] train 0.213 | val 1.810
[008] train 0.190 | val 1.576
[009] train 0.087 | val 0.945
[010] train 0.050 | val 1.148
[011] train 0.167 | val 0.998
[012] train 0.183 | val 1.345
[013] train 0.050 | val 1.021
[014] train 0.035 | val 1.118
[015] train 0.052 | val 0.685
[016] train 0.106 | val 1.855
[017] train 0.081 | val 1.806
[018] train 0.063 | val 1.072
[019] train 0.052 | val 0.992
[020] train 0.065 | val 2.203
[021] train 0.044 | val 1.040
[022] train 0.141 | val 1.390
[023] train 0.083 | val 1.320
[024] train 0.082 | val 1.347
[025] train 0.022 | val 1.383
[026] train 0.029 | val 2.277
[027] train 0.030 | val 1.562
[028] train 0.110 | val 2.138
[029] train 0.082 | val 2.400
[030] train 0.025 | val 1.552
[031] train 0.018 | val 2.048
[032] train 0.116 | val 1.765
[033] train 0.088 | val 1.569
[034] train 0.037 | val 2.055
[035] train 0.022 | val 1.442
[036] train 0.019 | val 1.336
[037] train 0.057 | val 1.360
[038] train 0.039 | val 0.941
[039] train 0.019 | val 1.417
[040] train 0.031 | val 1.836
[041] train 0.044 | val 1.779
[042] train 0.112 | val 1.685
[043] train 0.050 | val 1.803
[044] train 0.049 | val 1.497
[045] train 0.004 | val 2.136
[046] train 0.045 | val 3.449
[047] train 0.033 | val 3.376
[048] train 0.079 | val 1.342
[049] train 0.012 | val 1.925
[050] train 0.032 | val 2.782
[051] train 0.127 | val 4.322
[052] train 0.033 | val 2.964
[053] train 0.024 | val 3.046
[054] train 0.052 | val 1.671
[055] train 0.016 | val 1.977
[056] train 0.015 | val 2.834
[057] train 0.029 | val 3.664
[058] train 0.014 | val 3.600
[059] train 0.020 | val 3.344
[060] train 0.069 | val 2.254
Saved D:\PSPS\output_policy_J_k9_6od_x0.8\policy_model.pt
Elapsed: 870.221 sec
