gen,best_pred,mean_pred
1,-521.016555,-524.208732
2,-521.016555,-523.906748
3,-521.016555,-523.817413
4,-521.016555,-523.892590
5,-521.016555,-524.095034
6,-521.016555,-523.962000
7,-521.016555,-523.947076
8,-521.016555,-524.019113
9,-521.016555,-524.042057
10,-521.016555,-523.800015
11,-521.016555,-523.868030
12,-521.016555,-523.813349
13,-521.016555,-523.513192
14,-521.016555,-524.041963
15,-521.016555,-524.151618
16,-521.016555,-523.565598
17,-521.016555,-523.849458
18,-521.016555,-523.691674
19,-521.016555,-523.838001
20,-521.016555,-523.994443
21,-521.016555,-523.947640
22,-521.016555,-523.872647
23,-521.016555,-523.919920
24,-521.016555,-524.159273
25,-521.016555,-523.934530
26,-521.016555,-523.926442
27,-521.016555,-524.106360
28,-521.016555,-523.954531
29,-521.016555,-524.019370
30,-521.016555,-523.979692
31,-521.016555,-524.054567
32,-521.016555,-524.129051
33,-521.016555,-524.242313
34,-521.016555,-524.050538
35,-521.016555,-524.141328
36,-521.016555,-524.301387
37,-521.016555,-524.356119
38,-521.016555,-523.915671
39,-521.016555,-523.996354
40,-521.016555,-523.878936
41,-521.016555,-523.831635
42,-521.016555,-523.722085
43,-521.016555,-523.810670
44,-521.016555,-523.884763
45,-521.016555,-523.889366
46,-521.016555,-523.967310
47,-521.016555,-524.203174
48,-521.016555,-523.927203
49,-521.016555,-523.948059
50,-521.016555,-523.758462
51,-521.016555,-523.760716
52,-521.016555,-523.901470
53,-521.016555,-523.719747
54,-521.016555,-523.736414
55,-521.016555,-523.736332
56,-521.016555,-524.079616
57,-521.016555,-523.971681
58,-521.016555,-524.137475
59,-521.016555,-524.045485
60,-521.016555,-523.802908
61,-521.016555,-524.324679
62,-521.016555,-523.875638
63,-521.016555,-523.964966
64,-521.016555,-523.881945
65,-521.016555,-524.098178
66,-521.016555,-523.827149
67,-521.016555,-524.034754
68,-521.016555,-523.614336
69,-521.016555,-523.591192
70,-521.016555,-523.877129
71,-521.016555,-523.837670
72,-521.016555,-523.757740
73,-521.016555,-523.868827
74,-521.016555,-523.700768
75,-521.016555,-523.822552
76,-521.016555,-523.821792
77,-521.016555,-523.968391
78,-521.016555,-524.091949
79,-521.016555,-523.669005
80,-521.016555,-523.582007
81,-521.016555,-523.831415
82,-521.016555,-523.965052
83,-521.016555,-524.022948
84,-521.016555,-524.147793
85,-521.016555,-523.882165
86,-521.016555,-523.932750
87,-521.016555,-523.897855
88,-521.016555,-523.750989
89,-521.016555,-523.709807
90,-521.016555,-524.002323
91,-521.016555,-523.489594
92,-521.016555,-523.481498
93,-521.016555,-523.809864
94,-521.016555,-524.249958
95,-521.016555,-524.139639
96,-521.016555,-523.988836
97,-521.016555,-523.722301
98,-521.016555,-523.841186
99,-521.016555,-524.061195
100,-521.016555,-523.861160
101,-521.016555,-523.794758
102,-521.016555,-523.915107
103,-521.016555,-523.941695
104,-521.016555,-524.038616
105,-521.016555,-524.027071
106,-521.016555,-523.637349
107,-521.016555,-523.892157
108,-521.016555,-523.733871
109,-521.016555,-523.989184
110,-521.016555,-523.840848
111,-521.016555,-523.448113
112,-521.016555,-523.837468
113,-521.016555,-523.802813
114,-521.016555,-523.679108
115,-521.016555,-523.690594
116,-521.016555,-523.666397
117,-521.016555,-523.759678
118,-521.016555,-523.893200
119,-521.016555,-523.850384
120,-521.016555,-524.086910
121,-521.016555,-524.103926
122,-521.016555,-523.977770
123,-521.016555,-523.726282
124,-521.016555,-523.937585
125,-521.016555,-523.992376
126,-521.016555,-523.932757
127,-521.016555,-523.693646
128,-521.016555,-523.842204
129,-521.016555,-523.637745
130,-521.016555,-523.526359
131,-521.016555,-523.607608
132,-521.016555,-523.432038
133,-521.016555,-524.007366
134,-521.016555,-523.982260
135,-521.016555,-523.802768
136,-521.016555,-523.767397
137,-521.016555,-524.125897
138,-521.016555,-523.762843
139,-521.016555,-523.638333
140,-521.016555,-524.064206
141,-521.016555,-523.836795
142,-521.016555,-523.660436
143,-521.016555,-523.919328
144,-521.016555,-523.912807
145,-521.016555,-523.910515
146,-521.016555,-523.769674
147,-521.016555,-524.098342
148,-521.016555,-524.127784
149,-521.016555,-524.019421
150,-521.016555,-524.187178
151,-521.016555,-524.183416
152,-521.016555,-524.060772
153,-521.016555,-523.719657
154,-521.016555,-523.770112
155,-521.016555,-523.590441
156,-521.016555,-524.001223
157,-521.016555,-523.788255
158,-521.016555,-523.946920
159,-521.016555,-524.043880
160,-521.016555,-524.006067
161,-521.016555,-524.078316
162,-521.016555,-523.622003
163,-521.016555,-523.738048
164,-521.016555,-523.887731
165,-521.016555,-524.053850
166,-521.016555,-523.804183
167,-521.016555,-524.278247
168,-521.016555,-524.012612
169,-521.016555,-523.882760
170,-521.016555,-523.743917
171,-521.016555,-523.267977
172,-521.016555,-523.828627
173,-521.016555,-523.713503
174,-521.016555,-523.755446
175,-521.016555,-523.823856
176,-521.016555,-523.918970
177,-521.016555,-523.674739
178,-521.016555,-523.976042
179,-521.016555,-524.081309
180,-521.016555,-523.751471
181,-521.016555,-523.581425
182,-521.016555,-523.541719
183,-521.016555,-523.801859
184,-521.016555,-523.891456
185,-521.016555,-523.809963
186,-521.016555,-523.748453
187,-521.016555,-523.617862
188,-521.016555,-523.747329
189,-521.016555,-524.069064
190,-521.016555,-523.841376
191,-521.016555,-523.905029
192,-521.016555,-523.666045
193,-521.016555,-523.711212
194,-521.016555,-523.973199
195,-521.016555,-523.950315
196,-521.016555,-523.721928
197,-521.016555,-523.951343
198,-521.016555,-524.119665
199,-521.016555,-523.687265
200,-521.016555,-523.393748
