gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,1,303.74,E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i000,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i000\tripinfo.xml
1,1,2,303.74,E19;E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i001,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i001\tripinfo.xml
1,2,0,315.812,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i002,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i002\tripinfo.xml
1,3,3,363.231,E14;E29;E30,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i003,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i003\tripinfo.xml
1,4,3,307.445,E1;E14;E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i004,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i004\tripinfo.xml
1,5,1,297.978,E16,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i005,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i005\tripinfo.xml
1,6,0,315.812,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i006,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i006\tripinfo.xml
1,7,0,315.812,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i007,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i007\tripinfo.xml
1,8,0,315.812,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i008,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i008\tripinfo.xml
1,9,3,289.096,E14;E35;E42,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i009,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i009\tripinfo.xml
1,10,4,259.894,E1;E14;E21;E8,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i010,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i010\tripinfo.xml
1,11,2,295.686,E1;E16,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i011,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i011\tripinfo.xml
1,12,0,315.812,,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i012,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i012\tripinfo.xml
1,13,1,303.74,E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i013,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i013\tripinfo.xml
1,14,4,280.406,E16;E36;E42;E7,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i014,D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\heuristic_seed4\g001_i014\tripinfo.xml
