gen,best_pred,mean_pred
1,-522.629992,-524.205629
2,-522.629992,-524.151367
3,-522.629992,-523.850012
4,-522.629992,-523.710658
5,-522.629992,-523.883964
6,-522.493925,-524.061237
7,-522.493925,-523.959560
8,-522.367308,-523.832578
9,-522.367308,-524.040455
10,-522.367308,-523.929003
11,-522.367308,-523.553146
12,-522.367308,-523.706416
13,-522.367308,-523.721840
14,-522.367308,-524.016687
15,-522.205619,-524.060248
16,-522.205619,-523.876855
17,-522.205619,-523.617793
18,-522.205619,-523.957525
19,-522.205619,-523.970331
20,-522.205619,-523.808638
21,-522.187974,-523.955235
22,-522.187974,-523.970674
23,-521.885090,-523.631029
24,-521.885090,-523.960693
25,-521.626044,-523.739565
26,-521.626044,-523.653891
27,-521.626044,-523.850967
28,-521.626044,-523.819685
29,-521.626044,-524.137519
30,-521.626044,-523.783789
31,-521.626044,-523.912160
32,-521.626044,-523.829332
33,-521.626044,-523.937830
34,-521.626044,-523.864944
35,-521.626044,-523.638296
36,-521.626044,-523.508998
37,-521.626044,-523.662317
38,-521.626044,-523.701160
39,-521.502153,-523.460298
40,-521.502153,-523.458142
41,-521.502153,-523.631964
42,-521.502153,-523.826285
43,-521.502153,-524.051891
44,-521.502153,-523.540938
45,-521.502153,-523.781028
46,-521.502153,-523.955122
47,-521.502153,-524.060760
48,-521.502153,-523.767335
49,-521.502153,-523.787958
50,-521.502153,-523.889115
51,-521.502153,-523.535087
52,-521.502153,-523.661768
53,-521.502153,-523.602669
54,-521.502153,-523.639680
55,-521.502153,-523.586890
56,-521.502153,-523.767222
57,-521.502153,-523.941832
58,-521.502153,-523.833267
59,-521.502153,-523.932805
60,-521.502153,-524.002223
61,-521.502153,-523.811284
62,-521.502153,-523.722884
63,-521.502153,-523.861448
64,-521.502153,-523.680006
65,-521.502153,-523.619268
66,-521.502153,-523.520823
67,-521.502153,-523.764852
68,-521.502153,-523.839141
69,-521.502153,-523.558978
70,-521.502153,-523.250332
71,-521.502153,-523.570749
72,-521.502153,-524.023967
73,-521.502153,-523.602804
74,-521.502153,-523.460426
75,-521.502153,-523.349723
76,-521.502153,-523.494118
77,-521.502153,-523.556505
78,-521.502153,-523.831830
79,-521.502153,-523.826572
80,-521.502153,-523.770714
81,-521.502153,-523.786723
82,-521.502153,-523.677165
83,-521.502153,-523.688296
84,-521.502153,-523.869439
85,-521.502153,-523.546976
86,-521.502153,-523.572983
87,-521.502153,-523.662336
88,-521.502153,-523.824909
89,-521.502153,-523.669820
90,-521.502153,-523.832967
91,-521.502153,-523.838570
92,-521.502153,-523.771223
93,-521.502153,-523.111391
94,-521.502153,-523.652571
95,-521.502153,-523.875598
96,-521.502153,-523.800948
97,-521.502153,-523.661883
98,-521.502153,-523.782395
99,-521.502153,-523.648775
100,-521.502153,-523.849222
101,-521.502153,-523.748548
102,-521.502153,-524.002645
103,-521.502153,-524.093272
104,-521.502153,-523.810843
105,-521.502153,-523.428159
106,-521.502153,-523.302389
107,-521.502153,-523.759175
108,-521.502153,-523.863461
109,-521.502153,-523.709586
110,-521.502153,-523.759560
111,-521.502153,-523.646626
112,-521.502153,-523.700794
113,-521.502153,-523.652052
114,-521.502153,-523.741662
115,-521.502153,-524.121285
116,-521.502153,-523.800291
117,-521.502153,-523.994742
118,-521.502153,-523.689718
119,-521.502153,-523.707118
120,-521.502153,-523.779959
121,-521.502153,-523.924809
122,-521.502153,-524.003396
123,-521.502153,-523.680770
124,-521.502153,-523.689774
125,-521.502153,-523.898859
126,-521.502153,-523.905838
127,-521.502153,-523.504861
128,-521.502153,-523.895420
129,-521.502153,-523.797324
130,-521.502153,-523.517903
131,-521.502153,-524.019632
132,-521.502153,-523.810599
133,-521.502153,-523.867024
134,-521.502153,-523.655441
135,-521.502153,-523.223706
136,-521.502153,-523.836838
137,-521.502153,-523.770591
138,-521.502153,-523.519604
139,-521.502153,-523.805480
140,-521.502153,-523.946649
141,-521.502153,-523.661171
142,-521.502153,-523.755078
143,-521.502153,-523.598896
144,-521.502153,-523.771597
145,-521.502153,-523.827482
146,-521.502153,-523.835427
147,-521.502153,-523.719205
148,-521.502153,-523.875236
149,-521.502153,-524.190889
150,-521.502153,-523.910368
151,-521.502153,-524.009232
152,-521.502153,-524.149398
153,-521.502153,-524.182633
154,-521.502153,-523.892383
155,-521.502153,-523.780039
156,-521.502153,-523.797891
157,-521.502153,-524.069429
158,-521.502153,-524.038331
159,-521.502153,-523.889852
160,-521.502153,-523.832350
161,-521.502153,-523.604123
162,-521.502153,-523.773811
163,-521.502153,-523.808690
164,-521.502153,-523.939414
165,-521.502153,-523.975478
166,-521.502153,-523.803491
167,-521.502153,-523.668755
168,-521.502153,-524.181349
169,-521.502153,-523.827754
170,-521.502153,-524.059656
171,-521.502153,-524.039027
172,-521.502153,-523.862583
173,-521.502153,-523.877845
174,-521.502153,-523.983453
175,-521.502153,-524.051334
176,-521.502153,-523.917769
177,-521.502153,-523.604258
178,-521.502153,-523.721787
179,-521.502153,-523.477124
180,-521.502153,-523.350511
181,-521.502153,-523.426768
182,-521.502153,-523.529693
183,-521.502153,-523.610087
184,-521.502153,-523.597324
185,-521.502153,-523.832781
186,-521.502153,-523.521099
187,-521.502153,-523.657651
188,-521.502153,-523.624584
189,-521.502153,-523.959116
190,-521.502153,-523.954748
191,-521.502153,-523.956913
192,-521.502153,-524.056438
193,-521.502153,-523.930807
194,-521.502153,-523.933423
195,-521.502153,-524.345097
196,-521.502153,-523.927821
