[001] train 0.996 | val 0.615
[002] train 0.868 | val 0.856
[003] train 0.870 | val 1.197
[004] train 0.702 | val 1.042
[005] train 0.638 | val 1.196
[006] train 0.700 | val 0.889
[007] train 0.623 | val 0.978
[008] train 0.701 | val 0.977
[009] train 0.651 | val 1.064
[010] train 0.611 | val 1.244
[011] train 0.521 | val 1.475
[012] train 0.554 | val 1.144
[013] train 0.510 | val 1.824
[014] train 0.518 | val 1.175
[015] train 0.542 | val 1.791
[016] train 0.623 | val 1.663
[017] train 0.515 | val 1.437
[018] train 0.509 | val 1.691
[019] train 0.525 | val 1.438
[020] train 0.579 | val 1.343
[021] train 0.491 | val 1.104
[022] train 0.442 | val 1.251
[023] train 0.412 | val 1.362
[024] train 0.339 | val 1.432
[025] train 0.448 | val 1.240
[026] train 0.393 | val 1.572
[027] train 0.387 | val 1.460
[028] train 0.416 | val 0.944
[029] train 0.342 | val 1.119
[030] train 0.307 | val 1.514
[031] train 0.295 | val 1.118
[032] train 0.351 | val 0.955
[033] train 0.305 | val 1.482
[034] train 0.278 | val 1.282
[035] train 0.267 | val 1.738
[036] train 0.256 | val 1.915
[037] train 0.336 | val 1.414
[038] train 0.279 | val 1.404
[039] train 0.235 | val 1.613
[040] train 0.320 | val 1.800
[041] train 0.314 | val 1.601
[042] train 0.212 | val 1.454
[043] train 0.282 | val 1.558
[044] train 0.250 | val 1.665
[045] train 0.287 | val 1.159
[046] train 0.297 | val 1.639
[047] train 0.267 | val 1.491
[048] train 0.261 | val 1.496
[049] train 0.361 | val 1.591
[050] train 0.265 | val 1.467
[051] train 0.254 | val 1.149
[052] train 0.316 | val 1.315
[053] train 0.179 | val 1.724
[054] train 0.258 | val 1.586
[055] train 0.264 | val 1.490
[056] train 0.223 | val 2.106
[057] train 0.240 | val 1.816
[058] train 0.277 | val 1.755
[059] train 0.270 | val 1.823
[060] train 0.235 | val 1.777
Saved D:\PSPS\output_policy_B_k9_2od_x1.0\policy_model.pt
Elapsed: 373.980 sec
