eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,1,352.346000,1,352.346000,5.0000,E29,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0000
2,1,307.786000,1,307.786000,5.0000,E35,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0001
3,1,309.555000,1,307.786000,4.9554,E14,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0002
4,0,315.812000,0,307.786000,4.9111,,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0003
5,1,310.890000,1,307.786000,4.8673,E24,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0004
6,1,308.567000,1,307.786000,4.8239,E15,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0005
7,1,283.118000,1,283.118000,4.7808,E10,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0006
8,1,341.586000,0,283.118000,4.7381,E22,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0007
8,1,308.567000,0,283.118000,4.6958,E15,(cache)
8,0,315.812000,0,283.118000,4.6539,,(cache)
9,2,296.064000,0,283.118000,4.6124,"E10,E27",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0008
9,0,315.812000,0,283.118000,4.5712,,(cache)
10,1,309.073000,0,283.118000,4.5304,E6,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0009
10,0,315.812000,0,283.118000,4.4900,,(cache)
10,0,315.812000,0,283.118000,4.4499,,(cache)
10,1,310.890000,0,283.118000,4.4102,E24,(cache)
10,1,308.567000,0,283.118000,4.3708,E15,(cache)
11,1,306.479000,0,283.118000,4.3318,E43,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0010
11,1,341.586000,0,283.118000,4.2931,E22,(cache)
12,1,299.278000,0,283.118000,4.2548,E38,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0011
13,2,288.857000,0,283.118000,4.2168,"E10,E7",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0012
13,0,315.812000,0,283.118000,4.1792,,(cache)
14,1,311.897000,0,283.118000,4.1419,E13,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0013
14,0,315.812000,0,283.118000,4.1049,,(cache)
14,1,352.346000,0,283.118000,4.0683,E29,(cache)
14,1,308.567000,0,283.118000,4.0319,E15,(cache)
15,1,300.078000,0,283.118000,3.9960,E11,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0014
16,1,315.812000,0,283.118000,3.9603,E36,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0015
16,1,299.278000,0,283.118000,3.9249,E38,(cache)
17,2,313.485000,0,283.118000,3.8899,"E10,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0016
17,1,309.073000,0,283.118000,3.8552,E6,(cache)
18,2,277.222000,1,277.222000,3.8208,"E10,E20",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0017
19,2,319.681000,0,277.222000,3.7867,"E10,E34",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0018
20,3,286.304000,0,277.222000,3.7529,"E10,E20,E24",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0019
21,2,300.445000,0,277.222000,3.7194,"E17,E20",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0020
22,2,315.812000,0,277.222000,3.6862,"E19,E20",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0021
23,1,298.399000,0,277.222000,3.6533,E20,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0022
24,2,303.673000,0,277.222000,3.6207,"E10,E17",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0023
25,3,290.660000,0,277.222000,3.5883,"E10,E20,E23",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0024
26,2,304.044000,0,277.222000,3.5563,"E10,E39",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0025
27,2,303.425000,0,277.222000,3.5246,"E10,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0026
27,3,286.304000,0,277.222000,3.4931,"E10,E20,E24",(cache)
28,2,287.063000,0,277.222000,3.4619,"E10,E12",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0027
28,1,298.399000,0,277.222000,3.4310,E20,(cache)
29,3,282.533000,1,277.222000,3.4004,"E10,E20,E27",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0028
30,3,306.096000,0,277.222000,3.3700,"E10,E20,E32",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0029
30,2,296.064000,0,277.222000,3.3400,"E10,E27",(cache)
31,3,311.338000,0,277.222000,3.3101,"E10,E27,E43",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0030
32,3,271.073000,1,271.073000,3.2806,"E20,E27,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0031
33,3,277.932000,0,271.073000,3.2513,"E20,E27,E3",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0032
34,3,275.690000,1,271.073000,3.2223,"E20,E27,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0033
35,3,286.387000,0,271.073000,3.1935,"E20,E32,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0034
36,3,280.385000,0,271.073000,3.1650,"E20,E27,E29",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0035
37,3,287.441000,0,271.073000,3.1368,"E20,E27,E36",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0036
38,3,278.685000,0,271.073000,3.1088,"E12,E27,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0037
39,4,271.630000,1,271.073000,3.0810,"E20,E27,E37,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0038
39,3,275.690000,0,271.073000,3.0535,"E20,E27,E37",(cache)
40,4,294.310000,0,271.073000,3.0263,"E1,E20,E37,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0039
41,4,298.197000,0,271.073000,2.9993,"E26,E27,E37,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0040
42,3,289.804000,0,271.073000,2.9725,"E20,E37,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0041
43,4,281.561000,0,271.073000,2.9459,"E19,E20,E27,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0042
43,3,275.690000,1,271.073000,2.9197,"E20,E27,E37",(cache)
44,3,284.342000,0,271.073000,2.8936,"E16,E20,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0043
45,3,280.335000,0,271.073000,2.8678,"E17,E27,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0044
46,2,278.685000,1,271.073000,2.8422,"E27,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0045
47,2,306.978000,0,271.073000,2.8168,"E13,E37",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed4\e0046
