[001] train 0.522 | val 0.234
[002] train 0.227 | val 0.215
[003] train 0.181 | val 0.180
[004] train 0.127 | val 0.311
[005] train 0.160 | val 0.118
[006] train 0.152 | val 0.072
[007] train 0.091 | val 0.138
[008] train 0.158 | val 0.090
[009] train 0.051 | val 0.153
[010] train 0.054 | val 0.100
[011] train 0.104 | val 0.175
[012] train 0.109 | val 0.271
[013] train 0.035 | val 0.236
[014] train 0.042 | val 0.016
[015] train 0.108 | val 0.353
[016] train 0.044 | val 0.065
[017] train 0.070 | val 0.024
[018] train 0.071 | val 0.103
[019] train 0.039 | val 0.103
[020] train 0.079 | val 0.195
[021] train 0.041 | val 0.070
[022] train 0.030 | val 0.070
[023] train 0.038 | val 0.055
[024] train 0.066 | val 0.133
[025] train 0.022 | val 0.200
[026] train 0.035 | val 0.063
[027] train 0.035 | val 0.027
[028] train 0.020 | val 0.142
[029] train 0.040 | val 0.134
[030] train 0.022 | val 0.302
[031] train 0.163 | val 0.187
[032] train 0.054 | val 0.147
[033] train 0.065 | val 0.067
[034] train 0.043 | val 0.278
[035] train 0.041 | val 0.050
[036] train 0.026 | val 0.064
[037] train 0.015 | val 0.073
[038] train 0.020 | val 0.062
[039] train 0.002 | val 0.081
[040] train 0.012 | val 0.086
[041] train 0.130 | val 0.021
[042] train 0.035 | val 0.172
[043] train 0.015 | val 0.063
[044] train 0.020 | val 0.032
[045] train 0.029 | val 0.190
[046] train 0.037 | val 0.090
[047] train 0.004 | val 0.097
[048] train 0.037 | val 0.119
[049] train 0.087 | val 0.493
[050] train 0.124 | val 0.249
[051] train 0.156 | val 0.082
[052] train 0.103 | val 0.097
[053] train 0.078 | val 0.210
[054] train 0.046 | val 0.164
[055] train 0.030 | val 0.372
[056] train 0.032 | val 0.645
[057] train 0.033 | val 0.225
[058] train 0.044 | val 0.225
[059] train 0.041 | val 0.097
[060] train 0.067 | val 0.363
Saved D:\PSPS\output_policy_A_k4_3od_x1.2\policy_model.pt
Elapsed: 346.048 sec
