eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,4,271.806000,1,271.806000,5.0000,"E11,E15,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0000
2,4,309.632000,0,271.806000,5.0000,"E11,E15,E22,E27",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0001
3,4,273.578000,1,271.806000,4.9554,"E15,E27,E34,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0002
4,4,284.474000,0,271.806000,4.9111,"E27,E34,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0003
5,4,283.472000,0,271.806000,4.8673,"E15,E16,E27,E34",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0004
6,4,297.228000,0,271.806000,4.8239,"E15,E27,E34,E37",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0005
7,3,273.578000,1,271.806000,4.7808,"E27,E34,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0006
8,3,299.850000,0,271.806000,4.7381,"E30,E34,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0007
9,2,307.985000,0,271.806000,4.6958,"E34,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0008
10,3,293.149000,0,271.806000,4.6539,"E34,E42,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0009
11,3,255.903000,1,255.903000,4.5712,"E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0010
12,3,286.697000,0,255.903000,4.5304,"E17,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0011
13,2,288.608000,0,255.903000,4.4900,"E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0012
14,3,308.665000,0,255.903000,4.4499,"E27,E31,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0013
15,4,254.171000,1,254.171000,4.4102,"E25,E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0014
16,4,255.916000,1,254.171000,4.3708,"E24,E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0015
17,4,262.113000,0,254.171000,4.3318,"E10,E24,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0016
18,4,271.758000,0,254.171000,4.2931,"E24,E27,E36,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0017
19,4,286.106000,0,254.171000,4.2548,"E19,E24,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0018
20,3,286.106000,0,254.171000,4.2168,"E24,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0019
21,3,295.093000,0,254.171000,4.1792,"E24,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0020
22,4,306.272000,0,254.171000,4.1419,"E24,E27,E4,E43",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0021
23,2,265.784000,0,254.171000,4.0683,"E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0022
24,4,255.903000,1,254.171000,4.0319,"E15,E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0023
25,4,290.349000,0,254.171000,3.9960,"E15,E27,E30,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0024
26,4,253.599000,1,253.599000,3.9603,"E10,E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0025
27,4,267.496000,0,253.599000,3.9249,"E10,E27,E3,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0026
28,3,261.004000,0,253.599000,3.8899,"E10,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0027
29,4,277.010000,0,253.599000,3.8552,"E10,E27,E39,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0028
30,4,286.651000,0,253.599000,3.8208,"E10,E27,E4,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0029
31,3,294.790000,0,253.599000,3.7867,"E10,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0030
32,4,269.925000,0,253.599000,3.7194,"E10,E27,E37,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0031
33,4,308.665000,0,253.599000,3.6533,"E27,E31,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0032
34,4,274.659000,0,253.599000,3.6207,"E23,E27,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0033
35,4,264.721000,0,253.599000,3.5883,"E10,E27,E36,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0034
36,4,255.903000,1,253.599000,3.5246,"E27,E30,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0035
37,3,276.013000,0,253.599000,3.4931,"E30,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0036
38,4,270.319000,0,253.599000,3.4619,"E27,E30,E36,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0037
39,4,270.630000,0,253.599000,3.4310,"E27,E33,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0038
40,4,272.567000,0,253.599000,3.4004,"E16,E30,E4,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0039
41,4,307.007000,0,253.599000,3.3101,"E15,E27,E4,E43",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0040
42,4,297.866000,0,253.599000,3.2806,"E15,E24,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0041
43,3,273.434000,0,253.599000,3.2513,"E15,E27,E4",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0042
44,3,250.678000,1,250.678000,3.1935,"E27,E35,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0043
45,3,293.946000,0,250.678000,3.1650,"E11,E35,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0044
46,3,265.784000,0,250.678000,3.1368,"E27,E3,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0045
47,4,254.005000,0,250.678000,3.1088,"E27,E35,E41,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0046
48,3,294.327000,0,250.678000,3.0810,"E15,E35,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0047
49,3,269.074000,0,250.678000,3.0535,"E27,E35,E8",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0048
50,3,261.476000,0,250.678000,3.0263,"E27,E33,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0049
51,3,260.295000,0,250.678000,2.9725,"E17,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0050
52,4,252.384000,0,250.678000,2.9459,"E27,E35,E42,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0051
53,3,285.431000,0,250.678000,2.9197,"E14,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0052
54,3,317.182000,0,250.678000,2.8936,"E22,E27,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0053
55,3,296.903000,0,250.678000,2.8678,"E27,E30,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0054
56,3,265.784000,0,250.678000,2.8168,"E19,E27,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0055
57,3,314.801000,0,250.678000,2.7917,"E26,E27,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0056
58,3,274.820000,0,250.678000,2.7420,"E27,E35,E37",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0057
59,4,279.754000,0,250.678000,2.7176,"E27,E35,E42,E7",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0058
60,3,288.739000,0,250.678000,2.6933,"E25,E27,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0059
61,3,274.820000,0,250.678000,2.6693,"E27,E3,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0060
62,3,282.947000,0,250.678000,2.6454,"E21,E27,E35",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0061
63,4,256.515000,1,250.678000,2.6218,"E14,E27,E35,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0062
64,4,268.614000,0,250.678000,2.5752,"E16,E27,E35,E5",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0063
65,4,249.029000,1,249.029000,2.5522,"E25,E27,E35,E42",D:\PSPS\runs_reviewer_A38\A_k4_3od_x1.0\sa_seed6\e0064
