instance_id,mode,edge,count_in_seed_bests,share_in_seed_bests
A_k4_1od_x0.8,both,E6,8,0.8
A_k4_1od_x0.8,both,E42,7,0.7
A_k4_1od_x0.8,both,E23,6,0.6
A_k4_1od_x0.8,both,E16,4,0.4
A_k4_1od_x0.8,both,E1,2,0.2
A_k4_1od_x0.8,both,E15,2,0.2
A_k4_1od_x0.8,both,E17,2,0.2
A_k4_1od_x0.8,both,E20,2,0.2
A_k4_1od_x0.8,both,E41,2,0.2
A_k4_1od_x0.8,both,E11,1,0.1
A_k4_1od_x0.8,both,E14,1,0.1
A_k4_1od_x0.8,both,E21,1,0.1
A_k4_1od_x0.8,both,E27,1,0.1
A_k4_1od_x0.8,both,E7,1,0.1
A_k4_1od_x0.8,init,E6,8,0.8
A_k4_1od_x0.8,init,E41,6,0.6
A_k4_1od_x0.8,init,E14,5,0.5
A_k4_1od_x0.8,init,E42,4,0.4
A_k4_1od_x0.8,init,E12,3,0.3
A_k4_1od_x0.8,init,E17,3,0.3
A_k4_1od_x0.8,init,E23,3,0.3
A_k4_1od_x0.8,init,E3,3,0.3
A_k4_1od_x0.8,init,E15,2,0.2
A_k4_1od_x0.8,init,E16,2,0.2
A_k4_1od_x0.8,init,E21,1,0.1
A_k4_1od_x0.8,mutation,E6,8,0.8
A_k4_1od_x0.8,mutation,E23,5,0.5
A_k4_1od_x0.8,mutation,E16,4,0.4
A_k4_1od_x0.8,mutation,E41,4,0.4
A_k4_1od_x0.8,mutation,E42,4,0.4
A_k4_1od_x0.8,mutation,E14,2,0.2
A_k4_1od_x0.8,mutation,E17,2,0.2
A_k4_1od_x0.8,mutation,E38,2,0.2
A_k4_1od_x0.8,mutation,E1,1,0.1
A_k4_1od_x0.8,mutation,E12,1,0.1
A_k4_1od_x0.8,mutation,E15,1,0.1
A_k4_1od_x0.8,mutation,E19,1,0.1
A_k4_1od_x0.8,mutation,E30,1,0.1
A_k4_1od_x0.8,mutation,E33,1,0.1
A_k4_1od_x0.8,mutation,E5,1,0.1
A_k4_1od_x0.8,mutation,E7,1,0.1
A_k4_1od_x0.8,mutation,E8,1,0.1
A_k4_1od_x0.8,none,E16,6,0.6
A_k4_1od_x0.8,none,E41,5,0.5
A_k4_1od_x0.8,none,E6,5,0.5
A_k4_1od_x0.8,none,E42,4,0.4
A_k4_1od_x0.8,none,E11,3,0.3
A_k4_1od_x0.8,none,E14,3,0.3
A_k4_1od_x0.8,none,E32,3,0.3
A_k4_1od_x0.8,none,E17,2,0.2
A_k4_1od_x0.8,none,E21,2,0.2
A_k4_1od_x0.8,none,E33,2,0.2
A_k4_1od_x0.8,none,E1,1,0.1
A_k4_1od_x0.8,none,E15,1,0.1
A_k4_1od_x0.8,none,E23,1,0.1
A_k4_1od_x0.8,none,E36,1,0.1
A_k4_1od_x0.8,none,E5,1,0.1
A_k4_1od_x1.0,both,E42,8,0.8
A_k4_1od_x1.0,both,E16,4,0.4
A_k4_1od_x1.0,both,E23,4,0.4
A_k4_1od_x1.0,both,E27,4,0.4
A_k4_1od_x1.0,both,E6,4,0.4
A_k4_1od_x1.0,both,E21,3,0.3
A_k4_1od_x1.0,both,E5,3,0.3
A_k4_1od_x1.0,both,E14,2,0.2
A_k4_1od_x1.0,both,E33,2,0.2
A_k4_1od_x1.0,both,E1,1,0.1
A_k4_1od_x1.0,both,E17,1,0.1
A_k4_1od_x1.0,both,E18,1,0.1
A_k4_1od_x1.0,both,E3,1,0.1
A_k4_1od_x1.0,both,E37,1,0.1
A_k4_1od_x1.0,both,E41,1,0.1
A_k4_1od_x1.0,init,E23,6,0.6
A_k4_1od_x1.0,init,E42,6,0.6
A_k4_1od_x1.0,init,E33,5,0.5
A_k4_1od_x1.0,init,E6,3,0.3
A_k4_1od_x1.0,init,E14,2,0.2
A_k4_1od_x1.0,init,E32,2,0.2
A_k4_1od_x1.0,init,E36,2,0.2
A_k4_1od_x1.0,init,E41,2,0.2
A_k4_1od_x1.0,init,E1,1,0.1
A_k4_1od_x1.0,init,E11,1,0.1
A_k4_1od_x1.0,init,E12,1,0.1
A_k4_1od_x1.0,init,E13,1,0.1
A_k4_1od_x1.0,init,E18,1,0.1
A_k4_1od_x1.0,init,E20,1,0.1
A_k4_1od_x1.0,init,E27,1,0.1
A_k4_1od_x1.0,init,E30,1,0.1
A_k4_1od_x1.0,init,E38,1,0.1
A_k4_1od_x1.0,init,E39,1,0.1
A_k4_1od_x1.0,init,E7,1,0.1
A_k4_1od_x1.0,init,E8,1,0.1
A_k4_1od_x1.0,mutation,E41,7,0.7
A_k4_1od_x1.0,mutation,E16,5,0.5
A_k4_1od_x1.0,mutation,E12,4,0.4
A_k4_1od_x1.0,mutation,E6,4,0.4
A_k4_1od_x1.0,mutation,E5,3,0.3
A_k4_1od_x1.0,mutation,E17,2,0.2
A_k4_1od_x1.0,mutation,E38,2,0.2
A_k4_1od_x1.0,mutation,E42,2,0.2
A_k4_1od_x1.0,mutation,E14,1,0.1
A_k4_1od_x1.0,mutation,E15,1,0.1
A_k4_1od_x1.0,mutation,E19,1,0.1
A_k4_1od_x1.0,mutation,E21,1,0.1
A_k4_1od_x1.0,mutation,E23,1,0.1
A_k4_1od_x1.0,mutation,E27,1,0.1
A_k4_1od_x1.0,mutation,E30,1,0.1
A_k4_1od_x1.0,mutation,E32,1,0.1
A_k4_1od_x1.0,mutation,E33,1,0.1
A_k4_1od_x1.0,mutation,E39,1,0.1
A_k4_1od_x1.0,mutation,E8,1,0.1
A_k4_1od_x1.0,none,E23,6,0.6
A_k4_1od_x1.0,none,E42,6,0.6
A_k4_1od_x1.0,none,E12,4,0.4
A_k4_1od_x1.0,none,E1,3,0.3
A_k4_1od_x1.0,none,E38,3,0.3
A_k4_1od_x1.0,none,E20,2,0.2
A_k4_1od_x1.0,none,E41,2,0.2
A_k4_1od_x1.0,none,E6,2,0.2
A_k4_1od_x1.0,none,E11,1,0.1
A_k4_1od_x1.0,none,E14,1,0.1
A_k4_1od_x1.0,none,E15,1,0.1
A_k4_1od_x1.0,none,E16,1,0.1
A_k4_1od_x1.0,none,E18,1,0.1
A_k4_1od_x1.0,none,E21,1,0.1
A_k4_1od_x1.0,none,E3,1,0.1
A_k4_1od_x1.0,none,E33,1,0.1
A_k4_1od_x1.0,none,E39,1,0.1
A_k4_1od_x1.0,none,E4,1,0.1
A_k4_1od_x1.0,none,E5,1,0.1
A_k4_1od_x1.0,none,E8,1,0.1
A_k4_2od_x0.8,both,E27,10,1.0
A_k4_2od_x0.8,both,E42,10,1.0
A_k4_2od_x0.8,both,E12,2,0.2
A_k4_2od_x0.8,both,E16,2,0.2
A_k4_2od_x0.8,both,E23,2,0.2
A_k4_2od_x0.8,both,E37,2,0.2
A_k4_2od_x0.8,both,E5,2,0.2
A_k4_2od_x0.8,both,E6,2,0.2
A_k4_2od_x0.8,both,E1,1,0.1
A_k4_2od_x0.8,both,E11,1,0.1
A_k4_2od_x0.8,both,E14,1,0.1
A_k4_2od_x0.8,both,E30,1,0.1
A_k4_2od_x0.8,both,E35,1,0.1
A_k4_2od_x0.8,both,E36,1,0.1
A_k4_2od_x0.8,both,E38,1,0.1
A_k4_2od_x0.8,both,E8,1,0.1
A_k4_2od_x0.8,init,E27,10,1.0
A_k4_2od_x0.8,init,E42,9,0.9
A_k4_2od_x0.8,init,E23,3,0.3
A_k4_2od_x0.8,init,E12,2,0.2
A_k4_2od_x0.8,init,E16,2,0.2
A_k4_2od_x0.8,init,E3,2,0.2
A_k4_2od_x0.8,init,E5,2,0.2
A_k4_2od_x0.8,init,E8,2,0.2
A_k4_2od_x0.8,init,E11,1,0.1
A_k4_2od_x0.8,init,E17,1,0.1
A_k4_2od_x0.8,init,E19,1,0.1
A_k4_2od_x0.8,init,E20,1,0.1
A_k4_2od_x0.8,init,E33,1,0.1
A_k4_2od_x0.8,init,E35,1,0.1
A_k4_2od_x0.8,init,E36,1,0.1
A_k4_2od_x0.8,init,E6,1,0.1
A_k4_2od_x0.8,mutation,E27,10,1.0
A_k4_2od_x0.8,mutation,E42,10,1.0
A_k4_2od_x0.8,mutation,E16,4,0.4
A_k4_2od_x0.8,mutation,E12,3,0.3
A_k4_2od_x0.8,mutation,E21,2,0.2
A_k4_2od_x0.8,mutation,E3,2,0.2
A_k4_2od_x0.8,mutation,E5,2,0.2
A_k4_2od_x0.8,mutation,E1,1,0.1
A_k4_2od_x0.8,mutation,E23,1,0.1
A_k4_2od_x0.8,mutation,E25,1,0.1
A_k4_2od_x0.8,mutation,E35,1,0.1
A_k4_2od_x0.8,mutation,E37,1,0.1
A_k4_2od_x0.8,mutation,E6,1,0.1
A_k4_2od_x0.8,mutation,E8,1,0.1
A_k4_2od_x0.8,none,E27,10,1.0
A_k4_2od_x0.8,none,E42,10,1.0
A_k4_2od_x0.8,none,E23,4,0.4
A_k4_2od_x0.8,none,E16,2,0.2
A_k4_2od_x0.8,none,E19,2,0.2
A_k4_2od_x0.8,none,E36,2,0.2
A_k4_2od_x0.8,none,E38,2,0.2
A_k4_2od_x0.8,none,E6,2,0.2
A_k4_2od_x0.8,none,E12,1,0.1
A_k4_2od_x0.8,none,E15,1,0.1
A_k4_2od_x0.8,none,E30,1,0.1
A_k4_2od_x0.8,none,E33,1,0.1
A_k4_2od_x0.8,none,E35,1,0.1
A_k4_2od_x1.0,both,E27,10,1.0
A_k4_2od_x1.0,both,E42,10,1.0
A_k4_2od_x1.0,both,E21,8,0.8
A_k4_2od_x1.0,both,E16,3,0.3
A_k4_2od_x1.0,both,E8,2,0.2
A_k4_2od_x1.0,both,E10,1,0.1
A_k4_2od_x1.0,both,E14,1,0.1
A_k4_2od_x1.0,both,E23,1,0.1
A_k4_2od_x1.0,both,E25,1,0.1
A_k4_2od_x1.0,both,E38,1,0.1
A_k4_2od_x1.0,both,E4,1,0.1
A_k4_2od_x1.0,both,E5,1,0.1
A_k4_2od_x1.0,init,E27,9,0.9
A_k4_2od_x1.0,init,E21,8,0.8
A_k4_2od_x1.0,init,E42,8,0.8
A_k4_2od_x1.0,init,E12,3,0.3
A_k4_2od_x1.0,init,E16,3,0.3
A_k4_2od_x1.0,init,E14,2,0.2
A_k4_2od_x1.0,init,E6,2,0.2
A_k4_2od_x1.0,init,E17,1,0.1
A_k4_2od_x1.0,init,E20,1,0.1
A_k4_2od_x1.0,init,E23,1,0.1
A_k4_2od_x1.0,init,E38,1,0.1
A_k4_2od_x1.0,init,E5,1,0.1
A_k4_2od_x1.0,mutation,E27,10,1.0
A_k4_2od_x1.0,mutation,E42,10,1.0
A_k4_2od_x1.0,mutation,E21,4,0.4
A_k4_2od_x1.0,mutation,E23,3,0.3
A_k4_2od_x1.0,mutation,E5,3,0.3
A_k4_2od_x1.0,mutation,E6,3,0.3
A_k4_2od_x1.0,mutation,E10,1,0.1
A_k4_2od_x1.0,mutation,E17,1,0.1
A_k4_2od_x1.0,mutation,E3,1,0.1
A_k4_2od_x1.0,mutation,E30,1,0.1
A_k4_2od_x1.0,mutation,E33,1,0.1
A_k4_2od_x1.0,mutation,E35,1,0.1
A_k4_2od_x1.0,mutation,E38,1,0.1
A_k4_2od_x1.0,none,E27,10,1.0
A_k4_2od_x1.0,none,E21,8,0.8
A_k4_2od_x1.0,none,E42,6,0.6
A_k4_2od_x1.0,none,E16,3,0.3
A_k4_2od_x1.0,none,E17,2,0.2
A_k4_2od_x1.0,none,E25,2,0.2
A_k4_2od_x1.0,none,E6,2,0.2
A_k4_2od_x1.0,none,E11,1,0.1
A_k4_2od_x1.0,none,E15,1,0.1
A_k4_2od_x1.0,none,E20,1,0.1
A_k4_2od_x1.0,none,E23,1,0.1
A_k4_2od_x1.0,none,E33,1,0.1
A_k4_2od_x1.0,none,E45,1,0.1
A_k4_2od_x1.0,none,E5,1,0.1
A_k4_2od_x1.2,both,E27,10,1.0
A_k4_2od_x1.2,both,E23,5,0.5
A_k4_2od_x1.2,both,E35,4,0.4
A_k4_2od_x1.2,both,E10,2,0.2
A_k4_2od_x1.2,both,E12,2,0.2
A_k4_2od_x1.2,both,E14,2,0.2
A_k4_2od_x1.2,both,E41,2,0.2
A_k4_2od_x1.2,both,E5,2,0.2
A_k4_2od_x1.2,both,E1,1,0.1
A_k4_2od_x1.2,both,E11,1,0.1
A_k4_2od_x1.2,both,E13,1,0.1
A_k4_2od_x1.2,both,E21,1,0.1
A_k4_2od_x1.2,both,E24,1,0.1
A_k4_2od_x1.2,both,E30,1,0.1
A_k4_2od_x1.2,both,E33,1,0.1
A_k4_2od_x1.2,both,E38,1,0.1
A_k4_2od_x1.2,both,E4,1,0.1
A_k4_2od_x1.2,both,E6,1,0.1
A_k4_2od_x1.2,both,E8,1,0.1
A_k4_2od_x1.2,init,E27,10,1.0
A_k4_2od_x1.2,init,E23,5,0.5
A_k4_2od_x1.2,init,E4,3,0.3
A_k4_2od_x1.2,init,E1,2,0.2
A_k4_2od_x1.2,init,E12,2,0.2
A_k4_2od_x1.2,init,E21,2,0.2
A_k4_2od_x1.2,init,E30,2,0.2
A_k4_2od_x1.2,init,E6,2,0.2
A_k4_2od_x1.2,init,E10,1,0.1
A_k4_2od_x1.2,init,E15,1,0.1
A_k4_2od_x1.2,init,E16,1,0.1
A_k4_2od_x1.2,init,E17,1,0.1
A_k4_2od_x1.2,init,E24,1,0.1
A_k4_2od_x1.2,init,E25,1,0.1
A_k4_2od_x1.2,init,E3,1,0.1
A_k4_2od_x1.2,init,E33,1,0.1
A_k4_2od_x1.2,init,E38,1,0.1
A_k4_2od_x1.2,init,E41,1,0.1
A_k4_2od_x1.2,init,E42,1,0.1
A_k4_2od_x1.2,init,E8,1,0.1
A_k4_2od_x1.2,mutation,E27,10,1.0
A_k4_2od_x1.2,mutation,E23,4,0.4
A_k4_2od_x1.2,mutation,E5,4,0.4
A_k4_2od_x1.2,mutation,E1,3,0.3
A_k4_2od_x1.2,mutation,E21,2,0.2
A_k4_2od_x1.2,mutation,E39,2,0.2
A_k4_2od_x1.2,mutation,E41,2,0.2
A_k4_2od_x1.2,mutation,E8,2,0.2
A_k4_2od_x1.2,mutation,E11,1,0.1
A_k4_2od_x1.2,mutation,E12,1,0.1
A_k4_2od_x1.2,mutation,E14,1,0.1
A_k4_2od_x1.2,mutation,E19,1,0.1
A_k4_2od_x1.2,mutation,E3,1,0.1
A_k4_2od_x1.2,mutation,E33,1,0.1
A_k4_2od_x1.2,mutation,E35,1,0.1
A_k4_2od_x1.2,mutation,E36,1,0.1
A_k4_2od_x1.2,mutation,E37,1,0.1
A_k4_2od_x1.2,mutation,E38,1,0.1
A_k4_2od_x1.2,mutation,E4,1,0.1
A_k4_2od_x1.2,none,E27,10,1.0
A_k4_2od_x1.2,none,E12,2,0.2
A_k4_2od_x1.2,none,E21,2,0.2
A_k4_2od_x1.2,none,E23,2,0.2
A_k4_2od_x1.2,none,E24,2,0.2
A_k4_2od_x1.2,none,E35,2,0.2
A_k4_2od_x1.2,none,E38,2,0.2
A_k4_2od_x1.2,none,E4,2,0.2
A_k4_2od_x1.2,none,E5,2,0.2
A_k4_2od_x1.2,none,E1,1,0.1
A_k4_2od_x1.2,none,E10,1,0.1
A_k4_2od_x1.2,none,E11,1,0.1
A_k4_2od_x1.2,none,E13,1,0.1
A_k4_2od_x1.2,none,E14,1,0.1
A_k4_2od_x1.2,none,E15,1,0.1
A_k4_2od_x1.2,none,E19,1,0.1
A_k4_2od_x1.2,none,E3,1,0.1
A_k4_2od_x1.2,none,E30,1,0.1
A_k4_2od_x1.2,none,E33,1,0.1
A_k4_2od_x1.2,none,E36,1,0.1
A_k4_2od_x1.2,none,E37,1,0.1
A_k4_2od_x1.2,none,E41,1,0.1
A_k4_2od_x1.2,none,E8,1,0.1
A_k4_3od_x0.8,both,E42,10,1.0
A_k4_3od_x0.8,both,E27,9,0.9
A_k4_3od_x0.8,both,E20,6,0.6
A_k4_3od_x0.8,both,E21,5,0.5
A_k4_3od_x0.8,both,E1,4,0.4
A_k4_3od_x0.8,both,E23,3,0.3
A_k4_3od_x0.8,both,E16,2,0.2
A_k4_3od_x0.8,both,E38,1,0.1
A_k4_3od_x0.8,init,E27,10,1.0
A_k4_3od_x0.8,init,E42,9,0.9
A_k4_3od_x0.8,init,E20,4,0.4
A_k4_3od_x0.8,init,E1,3,0.3
A_k4_3od_x0.8,init,E21,3,0.3
A_k4_3od_x0.8,init,E16,2,0.2
A_k4_3od_x0.8,init,E23,2,0.2
A_k4_3od_x0.8,init,E25,2,0.2
A_k4_3od_x0.8,init,E14,1,0.1
A_k4_3od_x0.8,init,E15,1,0.1
A_k4_3od_x0.8,init,E17,1,0.1
A_k4_3od_x0.8,init,E39,1,0.1
A_k4_3od_x0.8,init,E6,1,0.1
A_k4_3od_x0.8,mutation,E42,10,1.0
A_k4_3od_x0.8,mutation,E27,9,0.9
A_k4_3od_x0.8,mutation,E20,7,0.7
A_k4_3od_x0.8,mutation,E21,5,0.5
A_k4_3od_x0.8,mutation,E23,4,0.4
A_k4_3od_x0.8,mutation,E6,2,0.2
A_k4_3od_x0.8,mutation,E1,1,0.1
A_k4_3od_x0.8,mutation,E14,1,0.1
A_k4_3od_x0.8,mutation,E8,1,0.1
A_k4_3od_x0.8,none,E42,9,0.9
A_k4_3od_x0.8,none,E21,8,0.8
A_k4_3od_x0.8,none,E27,6,0.6
A_k4_3od_x0.8,none,E1,4,0.4
A_k4_3od_x0.8,none,E16,2,0.2
A_k4_3od_x0.8,none,E17,2,0.2
A_k4_3od_x0.8,none,E20,2,0.2
A_k4_3od_x0.8,none,E14,1,0.1
A_k4_3od_x0.8,none,E15,1,0.1
A_k4_3od_x0.8,none,E23,1,0.1
A_k4_3od_x0.8,none,E3,1,0.1
A_k4_3od_x0.8,none,E33,1,0.1
A_k4_3od_x0.8,none,E38,1,0.1
A_k4_3od_x0.8,none,E8,1,0.1
A_k4_3od_x1.0,both,E27,10,1.0
A_k4_3od_x1.0,both,E21,8,0.8
A_k4_3od_x1.0,both,E42,6,0.6
A_k4_3od_x1.0,both,E16,4,0.4
A_k4_3od_x1.0,both,E1,2,0.2
A_k4_3od_x1.0,both,E17,2,0.2
A_k4_3od_x1.0,both,E19,2,0.2
A_k4_3od_x1.0,both,E10,1,0.1
A_k4_3od_x1.0,both,E20,1,0.1
A_k4_3od_x1.0,both,E3,1,0.1
A_k4_3od_x1.0,both,E30,1,0.1
A_k4_3od_x1.0,both,E6,1,0.1
A_k4_3od_x1.0,both,E8,1,0.1
A_k4_3od_x1.0,init,E21,10,1.0
A_k4_3od_x1.0,init,E27,7,0.7
A_k4_3od_x1.0,init,E42,6,0.6
A_k4_3od_x1.0,init,E1,5,0.5
A_k4_3od_x1.0,init,E17,2,0.2
A_k4_3od_x1.0,init,E37,2,0.2
A_k4_3od_x1.0,init,E11,1,0.1
A_k4_3od_x1.0,init,E16,1,0.1
A_k4_3od_x1.0,init,E20,1,0.1
A_k4_3od_x1.0,init,E23,1,0.1
A_k4_3od_x1.0,init,E30,1,0.1
A_k4_3od_x1.0,init,E32,1,0.1
A_k4_3od_x1.0,init,E36,1,0.1
A_k4_3od_x1.0,init,E5,1,0.1
A_k4_3od_x1.0,mutation,E21,9,0.9
A_k4_3od_x1.0,mutation,E42,8,0.8
A_k4_3od_x1.0,mutation,E27,6,0.6
A_k4_3od_x1.0,mutation,E16,4,0.4
A_k4_3od_x1.0,mutation,E20,4,0.4
A_k4_3od_x1.0,mutation,E11,2,0.2
A_k4_3od_x1.0,mutation,E17,2,0.2
A_k4_3od_x1.0,mutation,E25,2,0.2
A_k4_3od_x1.0,mutation,E1,1,0.1
A_k4_3od_x1.0,mutation,E19,1,0.1
A_k4_3od_x1.0,mutation,E30,1,0.1
A_k4_3od_x1.0,none,E42,9,0.9
A_k4_3od_x1.0,none,E27,8,0.8
A_k4_3od_x1.0,none,E21,5,0.5
A_k4_3od_x1.0,none,E16,3,0.3
A_k4_3od_x1.0,none,E1,2,0.2
A_k4_3od_x1.0,none,E20,2,0.2
A_k4_3od_x1.0,none,E23,2,0.2
A_k4_3od_x1.0,none,E10,1,0.1
A_k4_3od_x1.0,none,E13,1,0.1
A_k4_3od_x1.0,none,E17,1,0.1
A_k4_3od_x1.0,none,E24,1,0.1
A_k4_3od_x1.0,none,E3,1,0.1
A_k4_3od_x1.0,none,E30,1,0.1
A_k4_3od_x1.0,none,E38,1,0.1
A_k4_3od_x1.0,none,E41,1,0.1
A_k4_3od_x1.0,none,E6,1,0.1
A_k4_3od_x1.2,both,E27,10,1.0
A_k4_3od_x1.2,both,E21,6,0.6
A_k4_3od_x1.2,both,E42,5,0.5
A_k4_3od_x1.2,both,E20,4,0.4
A_k4_3od_x1.2,both,E30,3,0.3
A_k4_3od_x1.2,both,E36,3,0.3
A_k4_3od_x1.2,both,E17,2,0.2
A_k4_3od_x1.2,both,E39,2,0.2
A_k4_3od_x1.2,both,E1,1,0.1
A_k4_3od_x1.2,both,E32,1,0.1
A_k4_3od_x1.2,both,E37,1,0.1
A_k4_3od_x1.2,both,E6,1,0.1
A_k4_3od_x1.2,both,E7,1,0.1
A_k4_3od_x1.2,init,E27,9,0.9
A_k4_3od_x1.2,init,E20,6,0.6
A_k4_3od_x1.2,init,E21,5,0.5
A_k4_3od_x1.2,init,E33,4,0.4
A_k4_3od_x1.2,init,E23,3,0.3
A_k4_3od_x1.2,init,E39,2,0.2
A_k4_3od_x1.2,init,E42,2,0.2
A_k4_3od_x1.2,init,E1,1,0.1
A_k4_3od_x1.2,init,E10,1,0.1
A_k4_3od_x1.2,init,E15,1,0.1
A_k4_3od_x1.2,init,E19,1,0.1
A_k4_3od_x1.2,init,E30,1,0.1
A_k4_3od_x1.2,init,E36,1,0.1
A_k4_3od_x1.2,init,E4,1,0.1
A_k4_3od_x1.2,init,E41,1,0.1
A_k4_3od_x1.2,init,E45,1,0.1
A_k4_3od_x1.2,mutation,E27,9,0.9
A_k4_3od_x1.2,mutation,E21,7,0.7
A_k4_3od_x1.2,mutation,E42,5,0.5
A_k4_3od_x1.2,mutation,E20,4,0.4
A_k4_3od_x1.2,mutation,E1,2,0.2
A_k4_3od_x1.2,mutation,E23,2,0.2
A_k4_3od_x1.2,mutation,E41,2,0.2
A_k4_3od_x1.2,mutation,E14,1,0.1
A_k4_3od_x1.2,mutation,E15,1,0.1
A_k4_3od_x1.2,mutation,E24,1,0.1
A_k4_3od_x1.2,mutation,E36,1,0.1
A_k4_3od_x1.2,mutation,E37,1,0.1
A_k4_3od_x1.2,mutation,E39,1,0.1
A_k4_3od_x1.2,mutation,E4,1,0.1
A_k4_3od_x1.2,mutation,E6,1,0.1
A_k4_3od_x1.2,mutation,E8,1,0.1
A_k4_3od_x1.2,none,E27,9,0.9
A_k4_3od_x1.2,none,E21,6,0.6
A_k4_3od_x1.2,none,E20,4,0.4
A_k4_3od_x1.2,none,E33,3,0.3
A_k4_3od_x1.2,none,E42,3,0.3
A_k4_3od_x1.2,none,E11,2,0.2
A_k4_3od_x1.2,none,E17,2,0.2
A_k4_3od_x1.2,none,E23,2,0.2
A_k4_3od_x1.2,none,E24,2,0.2
A_k4_3od_x1.2,none,E39,2,0.2
A_k4_3od_x1.2,none,E1,1,0.1
A_k4_3od_x1.2,none,E32,1,0.1
A_k4_3od_x1.2,none,E38,1,0.1
A_k4_3od_x1.2,none,E41,1,0.1
A_k4_3od_x1.2,none,E6,1,0.1
B_k9_1od_x0.8,both,-E11,9,0.9
B_k9_1od_x0.8,both,E9,7,0.7
B_k9_1od_x0.8,both,-E9,6,0.6
B_k9_1od_x0.8,both,E12,6,0.6
B_k9_1od_x0.8,both,-E52,5,0.5
B_k9_1od_x0.8,both,-E45,4,0.4
B_k9_1od_x0.8,both,E62,4,0.4
B_k9_1od_x0.8,both,E25,3,0.3
B_k9_1od_x0.8,both,E45,3,0.3
B_k9_1od_x0.8,both,E56,3,0.3
B_k9_1od_x0.8,both,E6,3,0.3
B_k9_1od_x0.8,both,-E30,2,0.2
B_k9_1od_x0.8,both,-E7,2,0.2
B_k9_1od_x0.8,both,E19,2,0.2
B_k9_1od_x0.8,both,E29,2,0.2
B_k9_1od_x0.8,both,E40,2,0.2
B_k9_1od_x0.8,both,-E13,1,0.1
B_k9_1od_x0.8,both,-E17,1,0.1
B_k9_1od_x0.8,both,-E19,1,0.1
B_k9_1od_x0.8,both,-E22,1,0.1
B_k9_1od_x0.8,both,-E23,1,0.1
B_k9_1od_x0.8,both,-E31,1,0.1
B_k9_1od_x0.8,both,-E41,1,0.1
B_k9_1od_x0.8,both,-E44,1,0.1
B_k9_1od_x0.8,both,-E46,1,0.1
B_k9_1od_x0.8,both,-E47,1,0.1
B_k9_1od_x0.8,both,-E63,1,0.1
B_k9_1od_x0.8,both,E11,1,0.1
B_k9_1od_x0.8,both,E110,1,0.1
B_k9_1od_x0.8,both,E13,1,0.1
B_k9_1od_x0.8,both,E14,1,0.1
B_k9_1od_x0.8,both,E15,1,0.1
B_k9_1od_x0.8,both,E20,1,0.1
B_k9_1od_x0.8,both,E27,1,0.1
B_k9_1od_x0.8,both,E28,1,0.1
B_k9_1od_x0.8,both,E32,1,0.1
B_k9_1od_x0.8,both,E33,1,0.1
B_k9_1od_x0.8,both,E38,1,0.1
B_k9_1od_x0.8,both,E51,1,0.1
B_k9_1od_x0.8,both,E53,1,0.1
B_k9_1od_x0.8,both,E59,1,0.1
B_k9_1od_x0.8,both,E64,1,0.1
B_k9_1od_x0.8,both,E8,1,0.1
B_k9_1od_x0.8,init,-E11,6,0.6
B_k9_1od_x0.8,init,E47,4,0.4
B_k9_1od_x0.8,init,-E46,3,0.3
B_k9_1od_x0.8,init,-E64,3,0.3
B_k9_1od_x0.8,init,E12,3,0.3
B_k9_1od_x0.8,init,E25,3,0.3
B_k9_1od_x0.8,init,E32,3,0.3
B_k9_1od_x0.8,init,E9,3,0.3
B_k9_1od_x0.8,init,-E17,2,0.2
B_k9_1od_x0.8,init,-E30,2,0.2
B_k9_1od_x0.8,init,-E32,2,0.2
B_k9_1od_x0.8,init,-E40,2,0.2
B_k9_1od_x0.8,init,-E44,2,0.2
B_k9_1od_x0.8,init,-E45,2,0.2
B_k9_1od_x0.8,init,-E51,2,0.2
B_k9_1od_x0.8,init,-E8,2,0.2
B_k9_1od_x0.8,init,E11,2,0.2
B_k9_1od_x0.8,init,E30,2,0.2
B_k9_1od_x0.8,init,E34,2,0.2
B_k9_1od_x0.8,init,E51,2,0.2
B_k9_1od_x0.8,init,E59,2,0.2
B_k9_1od_x0.8,init,E62,2,0.2
B_k9_1od_x0.8,init,E64,2,0.2
B_k9_1od_x0.8,init,-E12,1,0.1
B_k9_1od_x0.8,init,-E13,1,0.1
B_k9_1od_x0.8,init,-E20,1,0.1
B_k9_1od_x0.8,init,-E27,1,0.1
B_k9_1od_x0.8,init,-E28,1,0.1
B_k9_1od_x0.8,init,-E31,1,0.1
B_k9_1od_x0.8,init,-E35,1,0.1
B_k9_1od_x0.8,init,-E39,1,0.1
B_k9_1od_x0.8,init,-E47,1,0.1
B_k9_1od_x0.8,init,-E52,1,0.1
B_k9_1od_x0.8,init,-E53,1,0.1
B_k9_1od_x0.8,init,-E58,1,0.1
B_k9_1od_x0.8,init,-E9,1,0.1
B_k9_1od_x0.8,init,E110,1,0.1
B_k9_1od_x0.8,init,E14,1,0.1
B_k9_1od_x0.8,init,E16,1,0.1
B_k9_1od_x0.8,init,E17,1,0.1
B_k9_1od_x0.8,init,E19,1,0.1
B_k9_1od_x0.8,init,E21,1,0.1
B_k9_1od_x0.8,init,E22,1,0.1
B_k9_1od_x0.8,init,E24,1,0.1
B_k9_1od_x0.8,init,E28,1,0.1
B_k9_1od_x0.8,init,E31,1,0.1
B_k9_1od_x0.8,init,E43,1,0.1
