instance_id,mode,gen1_n,gen1_unique_closed_edges,gen1_best_ATT,gen1_mean_ATT,gen1_unique_ratio,none_gen1_unique_ratio,none_gen1_best_ATT,none_gen1_mean_ATT,mean_ATT,mean_reduction_vs_none_%,delta_gen1_unique_ratio_vs_none,delta_gen1_best_ATT_vs_none,delta_gen1_mean_ATT_vs_none
D_k9_1od_x1.2,init,240,207,520.3104166666667,535.7721006944445,0.8625,0.9916666666666667,523.0454166666667,537.6956163194444,517.4892083333333,-0.0193680834600602,0.12916666666666665,2.7350000000000136,1.9235156249999363
D_k9_1od_x1.2,mutation,240,238,523.0454166666667,537.6956163194444,0.9916666666666667,0.9916666666666667,523.0454166666667,537.6956163194444,517.5372916666668,-0.0286615422180674,0.0,0.0,0.0
D_k9_2od_x0.8,both,240,209,716.078125,735.7534635416666,0.8708333333333333,1.0,720.39875,735.6724869791667,716.9121874999998,0.1530269168079503,0.12916666666666665,4.32062499999995,-0.08097656249992724
D_k9_2od_x0.8,init,240,209,716.078125,735.7534635416666,0.8708333333333333,1.0,720.39875,735.6724869791667,717.8643125,0.0204209981132734,0.12916666666666665,4.32062499999995,-0.08097656249992724
D_k9_2od_x0.8,mutation,240,240,720.39875,735.6724869791667,1.0,1.0,720.39875,735.6724869791667,716.9134375,0.152852824752404,0.0,0.0,0.0
D_k9_2od_x1.0,both,240,209,728.1235,741.0894229166666,0.8708333333333333,1.0,732.642,743.1786583333334,726.53855,0.1215661564659628,0.12916666666666665,4.518500000000017,2.0892354166667246
D_k9_2od_x1.0,init,240,209,728.1235,741.0894229166666,0.8708333333333333,1.0,732.642,743.1786583333334,727.39915,0.0032580774717469,0.12916666666666665,4.518500000000017,2.0892354166667246
D_k9_2od_x1.0,mutation,240,240,732.642,743.1786583333334,1.0,1.0,732.642,743.1786583333334,726.51635,0.1246180265027644,0.0,0.0,0.0
D_k9_2od_x1.2,both,240,209,734.8283333333334,747.2887621527777,0.8708333333333333,1.0,736.7479166666667,749.9726302083333,732.309,0.0830754741791361,0.12916666666666665,1.9195833333333212,2.6838680555555356
D_k9_2od_x1.2,init,240,209,734.8283333333334,747.2887621527777,0.8708333333333333,1.0,736.7479166666667,749.9726302083333,732.7934166666666,0.0169812113442072,0.12916666666666665,1.9195833333333212,2.6838680555555356
D_k9_2od_x1.2,mutation,240,240,736.7479166666667,749.9726302083333,1.0,1.0,736.7479166666667,749.9726302083333,731.9158333333332,0.1367195017131527,0.0,0.0,0.0
D_k9_3od_x0.8,both,240,209,497.1125,525.8010286458333,0.8708333333333333,0.9958333333333333,500.363125,528.5283802083334,493.2475625,0.0988636252873709,0.125,3.2506250000000136,2.7273515625000755
D_k9_3od_x0.8,init,240,209,497.1125,525.8010286458333,0.8708333333333333,0.9958333333333333,500.363125,528.5283802083334,493.366125,0.0748502709762152,0.125,3.2506250000000136,2.7273515625000755
D_k9_3od_x0.8,mutation,240,239,500.363125,528.5283802083334,0.9958333333333333,0.9958333333333333,500.363125,528.5283802083334,492.1171875000001,0.3278069706071077,0.0,0.0,0.0
D_k9_3od_x1.0,both,240,211,603.405,656.1003791666667,0.8791666666666667,0.9958333333333333,602.668,658.3231208333333,595.3923499999999,0.8934023603952926,0.1166666666666667,-0.7369999999999663,2.222741666666593
D_k9_3od_x1.0,init,240,211,603.405,656.1003791666667,0.8791666666666667,0.9958333333333333,602.668,658.3231208333333,596.50455,0.7082700557985296,0.1166666666666667,-0.7369999999999663,2.222741666666593
D_k9_3od_x1.0,mutation,240,239,602.668,658.3231208333333,0.9958333333333333,0.9958333333333333,602.668,658.3231208333333,599.9045,0.1423281577463072,0.0,0.0,0.0
D_k9_3od_x1.2,both,240,210,678.85375,702.5126545138888,0.875,0.9958333333333333,677.2816666666666,705.3553732638889,670.252875,0.0166451744190965,0.12083333333333335,-1.572083333333353,2.8427187500000173
D_k9_3od_x1.2,init,240,210,678.85375,702.5126545138888,0.875,0.9958333333333333,677.2816666666666,705.3553732638889,672.4949166666668,-0.3178059795458581,0.12083333333333335,-1.572083333333353,2.8427187500000173
D_k9_3od_x1.2,mutation,240,239,677.2816666666666,705.3553732638889,0.9958333333333333,0.9958333333333333,677.2816666666666,705.3553732638889,668.2790833333332,0.311080782114356,0.0,0.0,0.0
J_k9_6od_x0.8,both,240,211,328.0108333333333,402.07663541666665,0.8791666666666667,1.0,342.67583333333334,430.1560381944445,330.02599999999995,-0.8228636019948874,0.12083333333333335,14.66500000000002,28.07940277777783
J_k9_6od_x0.8,init,240,211,328.0108333333333,402.07663541666665,0.8791666666666667,1.0,342.67583333333334,430.1560381944445,327.42575,-0.0284878525658023,0.12083333333333335,14.66500000000002,28.07940277777783
J_k9_6od_x0.8,mutation,240,240,342.67583333333334,430.1560381944445,1.0,1.0,342.67583333333334,430.1560381944445,328.5775,-0.3803472004765635,0.0,0.0,0.0
J_k9_6od_x1.0,both,240,209,373.832,678.5535527777778,0.8708333333333333,1.0,380.0353333333333,1082.769849290971,361.3008666666666,0.6311406351561027,0.12916666666666665,6.203333333333319,404.21629651319324
