eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,3,544.878500,1,544.878500,5.0000,"-E26,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0000
2,4,544.878500,1,544.878500,5.0000,"-E26,-E35,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0001
3,4,540.251000,1,540.251000,4.9554,"-E20,-E35,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0002
4,5,540.251000,1,540.251000,4.9111,"-E20,-E35,-E8,E22,E53",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0003
5,5,540.251000,1,540.251000,4.8673,"-E19,-E20,-E8,E22,E53",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0004
6,4,540.251000,1,540.251000,4.8239,"-E19,-E20,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0005
7,4,515.341000,1,515.341000,4.7808,"-E19,-E7,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0006
8,4,540.251000,0,515.341000,4.7381,"-E19,-E6,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0007
9,4,510.329500,1,510.329500,4.6958,"-E19,-E6,-E7,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0008
10,4,515.486000,1,510.329500,4.6539,"-E19,-E39,-E6,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0009
11,4,540.503500,0,510.329500,4.6124,"-E19,-E25,-E39,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0010
12,3,538.631500,0,510.329500,4.5712,"-E19,-E6,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0011
13,5,513.856000,1,510.329500,4.5304,"-E19,-E39,-E6,-E8,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0012
14,5,513.856000,1,510.329500,4.4900,"-E19,-E39,-E8,E22,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0013
15,5,544.033000,0,510.329500,4.4499,"-E19,-E39,-E8,E10,E22",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0014
16,5,540.143500,0,510.329500,4.4102,"-E19,-E8,E22,E47,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0015
17,4,515.486000,1,510.329500,4.3708,"-E19,-E39,E22,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0016
18,4,515.853000,1,510.329500,4.3318,"-E19,-E39,-E52,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0017
19,4,515.853000,1,510.329500,4.2931,"-E23,-E39,-E52,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0018
20,5,513.768500,1,510.329500,4.2548,"-E23,-E39,-E52,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0019
21,5,515.853000,0,510.329500,4.2168,"-E23,-E39,-E52,E47,E56",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0020
22,5,530.691000,0,510.329500,4.1792,"-E23,-E32,-E52,E56,E8",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0021
23,5,512.906000,1,510.329500,4.1419,"-E23,-E39,-E52,E8,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0022
24,5,515.279500,1,510.329500,4.1049,"-E23,-E39,-E44,E8,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0023
25,4,515.279500,1,510.329500,4.0683,"-E23,-E39,E8,E9",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed4\e0024
