eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,3,644.456000,1,644.456000,5.0000,"-37651116#1,219797798#0,219797807#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0000
2,3,644.456000,1,644.456000,5.0000,"-172251697#1,219797798#0,219797807#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0001
3,3,644.456000,1,644.456000,4.9554,"-172251697#1,-866713606#0,219797798#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0002
4,3,644.456000,1,644.456000,4.9111,"-172251697#1,-866713606#0,248740644#2",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0003
5,3,644.456000,1,644.456000,4.8673,"-172251697#1,248740644#2,36851894",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0004
6,4,644.456000,1,644.456000,4.8239,"-172251697#1,231819501#1,248740644#2,36851894",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0005
7,5,644.456000,1,644.456000,4.7808,"-172251697#1,231819501#1,248740644#2,36851894,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0006
8,5,644.456000,1,644.456000,4.7381,"231819501#1,248740644#2,25072974#2,36851894,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0007
9,6,644.456000,1,644.456000,4.6958,"-813586708#0,231819501#1,248740644#2,25072974#2,36851894,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0008
10,6,644.456000,1,644.456000,4.6539,"-813586708#0,-96687079#1,231819501#1,248740644#2,25072974#2,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0009
11,7,644.456000,1,644.456000,4.6124,"-813586708#0,-96687079#1,231819501#1,248740644#2,25072974#2,37649100#0,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0010
12,8,644.456000,1,644.456000,4.5712,"-36970994#1,-813586708#0,-96687079#1,231819501#1,248740644#2,25072974#2,37649100#0,5197063",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed8\e0011
