gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,1,311.341,E3,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i000,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i000\tripinfo.xml
1,1,4,290.852,E1;E18;E25;E38,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i001,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i001\tripinfo.xml
1,2,0,315.812,,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i002,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i002\tripinfo.xml
1,3,2,298.48,E15;E20,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i003,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i003\tripinfo.xml
1,4,0,315.812,,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i004,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i004\tripinfo.xml
1,5,3,305.655,E26;E3;E33,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i005,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i005\tripinfo.xml
1,6,3,268.968,E21;E3;E37,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i006,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i006\tripinfo.xml
1,7,3,324.924,E12;E37;E43,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i007,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i007\tripinfo.xml
1,8,3,315.174,E18;E3;E34,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i008,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i008\tripinfo.xml
1,9,1,280.515,E21,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i009,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i009\tripinfo.xml
1,10,0,315.812,,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i010,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i010\tripinfo.xml
1,11,3,289.444,E25;E4;E5,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i011,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i011\tripinfo.xml
1,12,0,315.812,,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i012,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i012\tripinfo.xml
1,13,3,310.126,E15;E37;E43,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i013,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i013\tripinfo.xml
1,14,3,305.817,E13;E19;E43,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i014,D:\PSPS\runs_reviewer\A_k4_3od_x1.0\heuristic_rev_seed1\g001_i014\tripinfo.xml
