eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,5,499.466500,1,499.466500,5.0000,"-E17,-E21,-E32,E22,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0000
2,4,507.313000,0,499.466500,5.0000,"-E21,-E32,E22,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0001
3,5,500.617500,1,499.466500,4.9554,"-E17,-E32,E22,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0002
4,6,500.617500,1,499.466500,4.9111,"-E17,-E32,E22,E28,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0003
5,6,511.423000,0,499.466500,4.8673,"-E32,-E53,E22,E28,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0004
6,6,507.417500,0,499.466500,4.8239,"-E32,E22,E28,E46,E58,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0005
7,5,504.525500,0,499.466500,4.7808,"-E32,E22,E28,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0006
8,7,500.617500,1,499.466500,4.7381,"-E17,-E19,-E32,E22,E28,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0007
9,7,500.617500,1,499.466500,4.6958,"-E16,-E17,-E19,-E32,E22,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0008
10,7,507.158000,1,499.466500,4.6539,"-E16,-E17,-E19,E11,E22,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0009
11,7,536.096000,0,499.466500,4.6124,"-E16,-E17,E11,E22,E46,E6,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0010
12,7,507.158000,1,499.466500,4.5712,"-E16,-E17,-E19,-E29,E11,E46,E7",D:\PSPS\runs_reviewer\B_k9_3od_x1.0\sa_seed7\e0011
