1,291.641000
2,270.976000
3,259.786000
4,257.851000
5,254.879000
6,254.879000
7,254.879000
8,244.083000
9,244.083000
10,244.083000
11,244.083000
12,241.914000
13,241.914000
14,241.914000
15,241.914000
