gen,best_pred,mean_pred
1,-522.333658,-524.562608
2,-522.333658,-524.503419
3,-522.333658,-524.413662
4,-522.333658,-524.134236
5,-522.333658,-524.097047
6,-522.333658,-523.821491
7,-521.976800,-523.630542
8,-521.976800,-523.813659
9,-521.976800,-524.308077
10,-521.976800,-524.155881
11,-521.976800,-523.889234
12,-521.976800,-523.898199
13,-521.976800,-523.724153
14,-521.976800,-523.788795
15,-521.918836,-523.484930
16,-521.918836,-523.635859
17,-521.918836,-523.764920
18,-521.918836,-523.741240
19,-521.918836,-523.850525
20,-521.918836,-524.058029
21,-521.918836,-524.245786
22,-521.918836,-523.732660
23,-521.918836,-523.635475
24,-521.918836,-523.940042
25,-521.918836,-523.778060
26,-521.918836,-523.736766
27,-521.918836,-523.856615
28,-521.918836,-523.807768
29,-521.918836,-523.827114
30,-521.918836,-523.507530
31,-521.918836,-523.795780
32,-521.918836,-524.030905
33,-521.918836,-524.097520
34,-521.918836,-523.915529
35,-521.918836,-523.876999
36,-521.918836,-523.841835
37,-521.918836,-523.680481
38,-521.918836,-523.764161
39,-521.918836,-523.942650
40,-521.918836,-523.940922
41,-521.918836,-523.678720
42,-521.918836,-523.834961
43,-521.918836,-523.658004
44,-521.918836,-523.665164
45,-521.918836,-523.786857
46,-521.918836,-524.064178
47,-521.918836,-524.076668
48,-521.918836,-523.815074
49,-521.918836,-523.740682
50,-521.918836,-523.947603
51,-521.918836,-524.018307
52,-521.918836,-523.752908
53,-521.918836,-523.927690
54,-521.918836,-523.901059
55,-521.918836,-524.000532
56,-521.918836,-523.653303
57,-521.918836,-523.893093
58,-521.918836,-523.895718
59,-521.918836,-523.811899
60,-521.918836,-523.976670
61,-521.844627,-523.837085
62,-521.844627,-523.863094
63,-521.844627,-523.737094
64,-521.844627,-524.002113
65,-521.844627,-523.786988
66,-521.844627,-523.835473
67,-521.844627,-523.885430
68,-521.844627,-523.645121
69,-521.844627,-523.814374
70,-521.844627,-523.872670
71,-521.844627,-523.901982
72,-521.844627,-523.820675
73,-521.844627,-523.613865
74,-521.844627,-523.620921
75,-521.844627,-523.851875
76,-521.844627,-523.991800
77,-521.844627,-524.173680
78,-521.844627,-524.024364
79,-521.844627,-524.139773
80,-521.844627,-523.964407
81,-521.844627,-524.125113
82,-521.844627,-523.562389
83,-521.844627,-523.679037
84,-521.844627,-524.005896
85,-521.844627,-524.001175
86,-521.844627,-524.228987
87,-521.844627,-523.690528
88,-521.844627,-523.656084
89,-521.844627,-523.919242
90,-521.844627,-523.751688
91,-521.844627,-523.686538
92,-521.844627,-524.027753
93,-521.844627,-523.723754
94,-521.844627,-523.817761
95,-521.844627,-523.723375
96,-521.494261,-523.562303
97,-521.494261,-524.070184
98,-521.494261,-524.129529
99,-521.494261,-523.824685
100,-521.494261,-523.360310
101,-521.494261,-523.761694
102,-521.494261,-523.697450
103,-521.494261,-523.611795
104,-521.494261,-523.881371
105,-521.494261,-523.857937
106,-521.494261,-523.916751
107,-521.494261,-523.876963
108,-521.494261,-524.063772
109,-521.494261,-523.932167
110,-521.494261,-523.612452
111,-521.494261,-523.941911
112,-521.494261,-524.047674
113,-521.494261,-523.801512
114,-521.494261,-523.799073
115,-521.494261,-523.813893
116,-521.494261,-523.897491
117,-521.494261,-523.785988
118,-521.494261,-523.753496
119,-521.494261,-523.843137
120,-521.494261,-523.761361
121,-521.494261,-523.571580
122,-521.494261,-523.923741
123,-521.494261,-524.026876
124,-521.494261,-523.618528
125,-521.494261,-523.905269
126,-521.494261,-523.650452
127,-521.494261,-524.037158
128,-521.494261,-523.798881
129,-521.494261,-523.728359
130,-521.494261,-523.877476
131,-521.494261,-523.739675
132,-521.494261,-523.877507
133,-521.494261,-523.762099
134,-521.494261,-523.961774
135,-521.494261,-523.987487
136,-521.494261,-523.839679
137,-521.494261,-523.847871
138,-521.494261,-523.736016
139,-521.494261,-523.611343
140,-521.494261,-523.817829
141,-521.494261,-523.732737
142,-521.494261,-523.499904
143,-521.494261,-523.770623
144,-521.494261,-523.663099
145,-521.494261,-523.597024
146,-521.494261,-523.541810
147,-521.494261,-523.362084
148,-521.494261,-523.793065
149,-521.494261,-523.541950
150,-521.494261,-523.729345
151,-521.494261,-524.150137
152,-521.494261,-523.764820
153,-521.494261,-523.972136
154,-521.494261,-523.871096
155,-521.494261,-523.722714
156,-521.494261,-523.750776
157,-521.494261,-523.625413
158,-521.494261,-523.922487
159,-521.494261,-524.076465
160,-521.494261,-523.740387
161,-521.494261,-524.020650
162,-521.494261,-524.078811
163,-521.494261,-524.348473
164,-521.494261,-523.983963
165,-521.494261,-523.959396
166,-521.494261,-523.933745
167,-521.494261,-523.723245
168,-521.494261,-523.852956
169,-521.494261,-523.754931
170,-521.494261,-524.180624
171,-521.494261,-524.314137
172,-521.494261,-524.086710
173,-521.494261,-523.815063
174,-521.494261,-523.827739
175,-521.494261,-523.964485
176,-521.494261,-523.828277
177,-521.494261,-523.931680
178,-521.494261,-523.930079
179,-521.494261,-523.727098
180,-521.494261,-523.643331
181,-521.494261,-523.645233
182,-521.494261,-523.716712
183,-521.494261,-523.787897
184,-521.494261,-524.063084
185,-521.494261,-523.786254
186,-521.494261,-523.658769
187,-521.494261,-523.952080
188,-521.494261,-524.015449
189,-521.494261,-523.728289
190,-521.494261,-523.924773
191,-521.494261,-523.833874
192,-521.494261,-523.886379
193,-521.494261,-523.634711
194,-521.494261,-523.479942
195,-521.494261,-523.739005
196,-521.494261,-523.885191
197,-521.494261,-523.883868
198,-521.494261,-523.880244
199,-521.494261,-524.182621
200,-521.494261,-523.995374
