[001] train 0.975 | val 1.060
[002] train 0.925 | val 1.049
[003] train 0.828 | val 0.903
[004] train 0.651 | val 0.977
[005] train 0.633 | val 0.770
[006] train 0.562 | val 0.818
[007] train 0.567 | val 1.065
[008] train 0.502 | val 0.741
[009] train 0.499 | val 1.052
[010] train 0.404 | val 1.087
[011] train 0.498 | val 1.027
[012] train 0.443 | val 1.153
[013] train 0.391 | val 1.120
[014] train 0.315 | val 1.364
[015] train 0.346 | val 1.137
[016] train 0.407 | val 1.707
[017] train 0.328 | val 0.963
[018] train 0.316 | val 0.968
[019] train 0.386 | val 0.903
[020] train 0.282 | val 1.051
[021] train 0.225 | val 0.963
[022] train 0.216 | val 1.235
[023] train 0.250 | val 1.736
[024] train 0.215 | val 1.408
[025] train 0.223 | val 1.856
[026] train 0.150 | val 1.906
[027] train 0.175 | val 2.100
[028] train 0.234 | val 1.138
[029] train 0.264 | val 1.156
[030] train 0.207 | val 1.402
[031] train 0.161 | val 1.738
[032] train 0.172 | val 1.767
[033] train 0.169 | val 2.812
[034] train 0.122 | val 2.035
[035] train 0.250 | val 1.536
[036] train 0.444 | val 1.428
[037] train 0.248 | val 1.877
[038] train 0.277 | val 0.990
[039] train 0.162 | val 1.754
[040] train 0.225 | val 2.283
[041] train 0.190 | val 1.835
[042] train 0.160 | val 1.880
[043] train 0.226 | val 3.263
[044] train 0.161 | val 2.358
[045] train 0.268 | val 1.603
[046] train 0.161 | val 2.445
[047] train 0.083 | val 2.258
[048] train 0.168 | val 2.371
[049] train 0.127 | val 2.443
[050] train 0.130 | val 1.773
[051] train 0.236 | val 2.563
[052] train 0.139 | val 1.991
[053] train 0.111 | val 2.953
[054] train 0.120 | val 2.456
[055] train 0.121 | val 3.688
[056] train 0.073 | val 2.983
[057] train 0.184 | val 2.446
[058] train 0.118 | val 3.403
[059] train 0.057 | val 2.994
[060] train 0.088 | val 3.558
Saved D:\PSPS\output_policy_D_k9_3od_x1.2\policy_model.pt
Elapsed: 584.140 sec
