eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,3,291.333000,1,291.333000,5.0000,"E26,E32,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0000
2,3,330.361000,0,291.333000,5.0000,"E20,E26,E32",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0001
3,2,309.781000,0,291.333000,4.9554,"E26,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0002
4,3,316.454000,0,291.333000,4.9111,"E26,E31,E32",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0003
5,3,289.503000,1,289.503000,4.8673,"E32,E35,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0004
6,4,288.965000,1,288.965000,4.8239,"E32,E35,E38,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0005
7,4,295.328000,1,288.965000,4.7808,"E19,E32,E38,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0006
8,4,297.929000,0,288.965000,4.7381,"E32,E38,E45,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0007
9,3,295.328000,1,288.965000,4.6958,"E32,E38,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0008
10,3,314.507000,0,288.965000,4.6539,"E22,E32,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0009
11,4,294.478000,1,288.965000,4.6124,"E14,E32,E38,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0010
12,4,303.122000,0,288.965000,4.5712,"E14,E23,E32,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0011
13,4,308.533000,0,288.965000,4.5304,"E22,E32,E38,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0012
14,4,296.679000,1,288.965000,4.4900,"E14,E32,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0013
15,4,299.335000,0,288.965000,4.4499,"E32,E35,E38,E4",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0014
16,4,296.428000,1,288.965000,4.4102,"E14,E17,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0015
17,4,310.251000,0,288.965000,4.3708,"E17,E32,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0016
18,4,325.958000,0,288.965000,4.3318,"E17,E35,E38,E7",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0017
19,3,321.498000,0,288.965000,4.2931,"E14,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0018
20,4,290.132000,1,288.965000,4.2168,"E14,E20,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0019
21,4,301.974000,0,288.965000,4.1792,"E12,E14,E20,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0020
22,4,305.869000,0,288.965000,4.1419,"E20,E29,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0021
23,4,308.311000,0,288.965000,4.0683,"E20,E34,E35,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0022
24,4,300.550000,0,288.965000,4.0319,"E14,E20,E34,E35",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0023
25,4,293.834000,0,288.965000,3.9960,"E10,E14,E20,E35",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0024
26,4,297.187000,1,288.965000,3.9603,"E1,E14,E20,E35",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0025
27,4,303.057000,0,288.965000,3.9249,"E1,E14,E35,E41",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0026
28,4,287.003000,1,287.003000,3.8899,"E1,E14,E31,E35",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0027
29,4,317.139000,0,287.003000,3.8552,"E14,E31,E35,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0028
30,3,288.479000,1,287.003000,3.8208,"E1,E14,E31",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0029
31,3,285.114000,1,285.114000,3.7867,"E1,E14,E8",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0030
32,3,280.216000,1,280.216000,3.7529,"E1,E14,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0031
33,3,293.869000,0,280.216000,3.7194,"E1,E17,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0032
34,2,297.445000,0,280.216000,3.6862,"E1,E38",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0033
35,3,260.539000,1,260.539000,3.6533,"E1,E14,E21",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0034
36,3,268.622000,0,260.539000,3.6207,"E11,E14,E21",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0035
37,3,301.507000,0,260.539000,3.5883,"E14,E21,E29",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0036
38,2,269.094000,1,260.539000,3.5563,"E14,E21",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0037
39,2,279.679000,0,260.539000,3.5246,"E21,E39",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0038
40,2,295.509000,0,260.539000,3.4931,"E1,E14",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0039
41,3,271.828000,1,260.539000,3.4619,"E14,E21,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0040
42,3,289.084000,0,260.539000,3.4310,"E14,E6,E7",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0041
43,3,294.631000,0,260.539000,3.4004,"E14,E37,E6",D:\PSPS\runs_reviewer\A_k4_3od_x1.0\sa_seed9\e0042
