gen,best_pred,mean_pred
1,-287.098812,-299.614163
2,-279.685849,-298.677807
3,-279.685849,-298.600096
4,-279.685849,-297.952161
5,-279.685849,-298.702210
6,-277.337613,-295.906370
7,-277.337613,-295.125526
8,-277.337613,-302.467469
9,-277.337613,-300.083531
10,-277.337613,-295.757277
11,-277.337613,-297.509897
12,-277.337613,-298.658715
13,-277.337613,-299.325413
14,-277.337613,-296.397296
15,-277.337613,-297.766657
16,-277.337613,-299.518277
17,-277.337613,-299.966910
18,-277.337613,-299.398022
19,-277.337613,-299.448686
20,-277.337613,-297.692170
21,-277.337613,-298.478163
22,-277.337613,-296.709610
23,-277.337613,-295.315365
24,-277.337613,-293.510782
25,-277.337613,-295.440263
26,-277.337613,-295.873601
27,-277.337613,-294.617579
28,-277.337613,-297.616669
29,-277.337613,-299.705159
30,-277.337613,-297.048828
31,-277.337613,-299.031216
32,-277.337613,-297.487618
33,-277.337613,-299.943027
34,-277.337613,-298.764318
35,-277.337613,-298.519822
36,-277.337613,-301.501088
37,-277.337613,-299.266489
38,-277.337613,-298.530050
39,-277.337613,-297.911518
40,-277.337613,-300.479672
41,-277.337613,-298.927208
42,-277.337613,-300.364693
43,-277.337613,-300.978685
44,-277.337613,-300.469468
45,-277.337613,-298.077747
46,-277.337613,-296.736273
47,-277.337613,-296.387128
48,-277.337613,-298.226715
49,-277.337613,-296.515688
50,-277.337613,-296.565349
51,-277.337613,-298.995518
52,-277.337613,-299.038232
53,-277.248039,-293.970699
54,-277.248039,-294.759002
55,-277.248039,-298.174382
56,-277.248039,-296.655831
57,-277.248039,-299.226242
58,-277.248039,-300.858160
59,-277.248039,-298.813379
60,-277.248039,-298.022442
61,-277.248039,-298.820651
62,-277.248039,-299.628184
63,-277.248039,-300.376750
64,-277.248039,-296.567077
65,-277.248039,-297.160553
66,-277.248039,-301.403072
67,-277.248039,-300.075230
68,-277.248039,-301.495202
69,-277.248039,-300.141275
70,-277.248039,-297.642654
71,-277.248039,-299.464657
72,-277.248039,-300.337071
73,-277.248039,-300.645150
74,-277.248039,-298.702568
75,-277.248039,-297.702187
76,-277.248039,-297.863969
77,-277.248039,-297.396449
78,-277.248039,-298.871215
79,-277.248039,-300.570598
80,-277.248039,-300.186357
81,-277.248039,-297.852425
82,-277.248039,-295.645699
83,-277.248039,-297.201869
84,-277.248039,-298.872121
85,-277.248039,-298.170893
86,-277.248039,-300.268385
87,-277.248039,-298.083131
88,-277.248039,-297.069383
89,-277.248039,-296.429424
90,-277.248039,-297.511388
91,-277.248039,-296.467974
92,-277.248039,-299.428750
93,-277.248039,-300.982055
94,-277.248039,-298.724747
95,-277.248039,-294.015489
96,-277.248039,-294.516535
97,-277.248039,-295.130345
98,-277.248039,-298.186513
99,-277.248039,-297.339511
100,-262.947727,-295.539165
101,-262.947727,-297.417097
102,-262.947727,-296.949729
103,-262.947727,-296.846534
104,-262.947727,-295.978681
105,-262.947727,-296.350884
106,-262.947727,-297.763882
107,-262.947727,-294.987678
108,-262.947727,-298.164847
109,-262.947727,-299.840538
110,-262.947727,-301.382435
111,-262.947727,-297.676442
112,-262.947727,-298.391352
113,-262.947727,-298.378274
114,-262.947727,-294.351875
115,-262.947727,-297.436595
116,-262.947727,-298.575843
117,-262.947727,-300.157411
118,-262.947727,-299.167494
119,-262.947727,-298.620678
120,-262.947727,-299.969809
121,-262.947727,-301.022909
122,-262.947727,-299.810466
123,-262.947727,-298.982821
124,-262.947727,-298.971832
125,-262.947727,-298.827076
126,-262.947727,-296.846499
127,-262.947727,-297.529509
128,-262.947727,-297.290905
129,-262.947727,-299.861115
130,-262.947727,-299.533635
131,-262.947727,-295.697266
132,-262.947727,-295.489133
133,-262.947727,-298.360351
134,-262.947727,-299.011477
135,-262.947727,-298.688807
136,-262.947727,-296.320939
137,-262.947727,-297.229035
138,-262.947727,-296.254865
139,-262.947727,-296.115451
140,-262.947727,-297.363454
141,-262.947727,-298.011892
142,-262.947727,-300.062159
143,-262.947727,-297.858541
144,-262.947727,-298.374715
145,-262.947727,-299.341971
146,-262.947727,-41666951.889261
147,-262.947727,-299.291168
148,-262.947727,-298.283868
149,-262.947727,-297.949115
150,-262.947727,-297.661810
151,-262.947727,-299.345205
152,-262.947727,-296.367469
153,-262.947727,-296.756031
154,-262.947727,-297.354788
155,-262.947727,-303.391875
156,-262.947727,-302.676940
157,-262.947727,-300.580947
158,-262.947727,-300.817794
159,-262.947727,-296.344275
160,-262.947727,-301.185413
161,-262.947727,-299.406091
162,-262.947727,-298.709564
163,-262.947727,-299.476842
164,-262.947727,-301.670315
165,-262.947727,-302.446115
166,-262.947727,-301.200964
167,-262.947727,-298.823053
168,-262.947727,-297.924392
169,-262.947727,-297.543333
170,-262.947727,-297.489598
171,-262.947727,-298.355757
172,-262.947727,-299.011877
173,-262.947727,-297.597156
174,-262.947727,-297.215042
175,-262.947727,-295.781878
176,-262.947727,-295.135267
177,-262.947727,-297.840712
178,-262.947727,-296.881682
179,-262.947727,-298.753088
180,-262.947727,-299.018024
181,-262.947727,-297.135067
182,-262.947727,-297.342078
183,-262.947727,-300.737456
184,-262.947727,-298.854142
185,-262.947727,-299.013587
186,-262.947727,-296.670503
187,-262.947727,-295.274349
188,-262.947727,-296.252222
189,-262.947727,-300.097436
190,-262.947727,-297.216035
191,-262.947727,-300.062171
192,-262.947727,-298.873755
193,-262.947727,-298.997444
194,-262.947727,-298.060827
195,-262.947727,-299.404745
196,-262.947727,-298.457326
197,-262.947727,-296.100884
198,-262.947727,-298.498395
199,-262.947727,-298.685470
200,-262.947727,-297.140043
