gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,4,370.5883333333333,E10;E23;E42;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i000\tripinfo.xml
1,1,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i001\tripinfo.xml
1,2,3,385.7633333333333,E13;E31;E33,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i002\tripinfo.xml
1,3,2,364.815,E23;E27,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i003\tripinfo.xml
1,4,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i004\tripinfo.xml
1,5,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i005\tripinfo.xml
1,6,1,397.82166666666666,E34,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i006\tripinfo.xml
1,7,4,366.295,E27;E30;E32;E39,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i007\tripinfo.xml
1,8,3,363.4583333333333,E35;E42;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i008\tripinfo.xml
1,9,2,416.8975,E26;E45,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i009,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\init_seed6\g001_i009\tripinfo.xml
