eval,k,score,accepted,best_score,temp,closed_edges,run_dir
0,5,644.456000,1,644.456000,5.0000,"-205590836#0,-231819415#0,-4911107#1,240042195#1,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0000
2,4,644.456000,1,644.456000,5.0000,"-231819415#0,-4911107#1,240042195#1,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0001
3,4,644.456000,1,644.456000,4.9554,"-4911107#1,240042195#1,6074658#2,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0002
4,3,644.456000,1,644.456000,4.9111,"-4911107#1,6074658#2,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0003
5,3,644.456000,1,644.456000,4.8673,"-25142441#3,-4911107#1,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0004
6,4,644.456000,1,644.456000,4.8239,"-220934962,-25142441#3,-4911107#1,813586708#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0005
7,4,644.456000,1,644.456000,4.7808,"-220934962,-25142441#3,-26943536#1,-4911107#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0006
8,4,644.456000,1,644.456000,4.7381,"-25142441#3,-26943536#1,-4911107#1,5197045#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0007
9,4,614.204667,1,614.204667,4.6958,"-26943536#1,-4911107#1,5197045#0,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0008
10,3,644.456000,0,614.204667,4.6539,"-26943536#1,-4911107#1,5197045#0",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0009
11,4,614.204667,1,614.204667,4.6124,"-172251699#0,-26943536#1,5197045#0,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0010
12,4,614.204667,1,614.204667,4.5712,"-172251699#0,255228360,5197045#0,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0011
13,3,614.204667,1,614.204667,4.5304,"255228360,5197045#0,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0012
14,2,614.204667,1,614.204667,4.4900,"255228360,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0013
15,1,614.204667,1,614.204667,4.4499,782714971#1,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0014
16,1,629.396667,0,614.204667,4.4102,58621262#0,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0015
17,0,644.456000,0,614.204667,4.3708,,D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0016
18,2,614.204667,1,614.204667,4.2548,"60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0017
19,3,614.204667,1,614.204667,4.2168,"219796130#0,60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0018
20,3,614.204667,1,614.204667,4.1792,"-876057368,60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0019
21,3,644.456000,0,614.204667,4.1419,"-24337240#2,-876057368,60942914#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0020
22,4,614.204667,1,614.204667,4.1049,"-876057368,219796104#3,60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0021
23,5,614.204667,1,614.204667,4.0683,"-876057368,106652012#1,219796104#3,60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0022
24,4,614.204667,1,614.204667,4.0319,"106652012#1,219796104#3,60942914#1,782714971#1",D:\PSPS\runs_reviewer\J_k9_6od_x1.0\sa_seed7\e0023
