instance,arm,run_seed,sol_id,att_default,sumo_seed,att
J_k9_6od_x1.0,none,3,S033,380.0353333333333,108,428.5953333333333
J_k9_6od_x1.0,none,3,S033,380.0353333333333,109,593.808
J_k9_6od_x1.0,none,3,S033,380.0353333333333,110,382.70466666666664
J_k9_6od_x1.0,none,4,S034,363.39,101,360.744
J_k9_6od_x1.0,none,4,S034,363.39,102,359.54466666666667
J_k9_6od_x1.0,none,4,S034,363.39,103,350.3686666666667
J_k9_6od_x1.0,none,4,S034,363.39,104,363.2506666666667
J_k9_6od_x1.0,none,4,S034,363.39,105,355.834
J_k9_6od_x1.0,none,4,S034,363.39,106,354.76533333333333
J_k9_6od_x1.0,none,4,S034,363.39,107,408.07666666666665
J_k9_6od_x1.0,none,4,S034,363.39,108,354.0586666666667
J_k9_6od_x1.0,none,4,S034,363.39,109,350.51733333333334
J_k9_6od_x1.0,none,4,S034,363.39,110,389.09
J_k9_6od_x1.0,none,5,S035,373.832,101,346.114
J_k9_6od_x1.0,none,5,S035,373.832,102,352.9193333333333
J_k9_6od_x1.0,none,5,S035,373.832,103,342.314
J_k9_6od_x1.0,none,5,S035,373.832,104,349.428
J_k9_6od_x1.0,none,5,S035,373.832,105,366.3786666666667
J_k9_6od_x1.0,none,5,S035,373.832,106,351.08866666666665
J_k9_6od_x1.0,none,5,S035,373.832,107,352.1673333333333
J_k9_6od_x1.0,none,5,S035,373.832,108,346.8793333333333
J_k9_6od_x1.0,none,5,S035,373.832,109,349.35133333333334
J_k9_6od_x1.0,none,5,S035,373.832,110,394.158
J_k9_6od_x1.0,none,6,S036,356.89866666666666,101,382.25866666666667
J_k9_6od_x1.0,none,6,S036,356.89866666666666,102,387.636
J_k9_6od_x1.0,none,6,S036,356.89866666666666,103,354.13
J_k9_6od_x1.0,none,6,S036,356.89866666666666,104,386.62733333333335
J_k9_6od_x1.0,none,6,S036,356.89866666666666,105,358.49133333333333
J_k9_6od_x1.0,none,6,S036,356.89866666666666,106,366.64
J_k9_6od_x1.0,none,6,S036,356.89866666666666,107,411.8213333333333
J_k9_6od_x1.0,none,6,S036,356.89866666666666,108,370.708
J_k9_6od_x1.0,none,6,S036,356.89866666666666,109,371.93266666666665
J_k9_6od_x1.0,none,6,S036,356.89866666666666,110,373.272
J_k9_6od_x1.0,none,7,S037,347.8346666666667,101,347.2993333333333
J_k9_6od_x1.0,none,7,S037,347.8346666666667,102,350.6933333333333
J_k9_6od_x1.0,none,7,S037,347.8346666666667,103,1000000000000.0
J_k9_6od_x1.0,none,7,S037,347.8346666666667,104,348.79333333333335
J_k9_6od_x1.0,none,7,S037,347.8346666666667,105,348.81533333333334
J_k9_6od_x1.0,none,7,S037,347.8346666666667,106,352.81666666666666
J_k9_6od_x1.0,none,7,S037,347.8346666666667,107,351.0593333333333
J_k9_6od_x1.0,none,7,S037,347.8346666666667,108,1000000000000.0
J_k9_6od_x1.0,none,7,S037,347.8346666666667,109,351.36533333333335
J_k9_6od_x1.0,none,7,S037,347.8346666666667,110,346.536
