gen,best_pred,mean_pred
1,-289.297829,-299.216466
2,-280.478383,-299.355704
3,-276.899583,-296.599721
4,-276.899583,-296.953542
5,-276.899583,-295.876314
6,-276.899583,-292.350551
7,-276.899583,-293.605317
8,-276.899583,-297.929134
9,-276.899583,-300.808360
10,-276.899583,-297.063972
11,-276.899583,-296.661642
12,-276.899583,-296.889349
13,-276.899583,-295.789831
14,-276.899583,-296.346678
15,-276.899583,-295.143292
16,-276.899583,-295.821467
17,-276.899583,-298.203015
18,-276.899583,-297.549121
19,-276.899583,-295.903968
20,-276.899583,-292.676594
21,-276.899583,-296.713155
22,-276.899583,-296.053556
23,-276.899583,-294.133605
24,-276.899583,-296.351896
25,-276.073252,-294.366035
26,-276.073252,-297.785390
27,-276.073252,-296.853590
28,-276.073252,-294.840672
29,-276.073252,-292.123598
30,-276.073252,-292.394238
31,-276.073252,-294.739749
32,-276.073252,-296.594553
33,-276.073252,-293.701691
34,-273.137751,-294.340661
35,-273.137751,-293.640806
36,-273.137751,-294.302655
37,-273.137751,-296.270996
38,-273.137751,-297.535069
39,-273.137751,-298.879067
40,-273.137751,-296.525974
41,-273.137751,-296.736102
42,-273.137751,-294.502444
43,-273.137751,-295.147574
44,-273.137751,-297.310371
45,-273.137751,-296.293028
46,-273.137751,-297.455899
47,-273.137751,-296.031712
48,-273.137751,-294.945398
49,-273.137751,-297.052309
50,-273.137751,-296.585861
51,-273.137751,-296.860764
52,-273.137751,-297.009605
53,-273.137751,-297.606164
54,-273.137751,-298.600767
55,-273.137751,-299.060929
56,-273.137751,-295.423851
57,-273.137751,-295.083273
58,-273.137751,-299.143798
59,-273.137751,-298.576757
60,-273.137751,-297.979304
61,-273.137751,-297.337835
62,-273.137751,-296.993315
63,-273.137751,-296.838847
64,-273.137751,-294.375390
65,-273.137751,-296.357110
66,-273.137751,-296.484915
67,-273.137751,-295.087855
68,-273.137751,-299.607355
69,-273.137751,-300.730546
70,-273.137751,-297.836411
71,-273.137751,-298.949502
72,-273.137751,-295.345576
73,-273.137751,-294.902837
74,-273.137751,-294.778659
75,-273.137751,-293.801772
76,-273.137751,-295.030041
77,-273.137751,-296.865720
78,-273.137751,-294.179165
79,-273.137751,-292.783690
80,-273.137751,-293.802213
81,-273.137751,-296.208256
82,-273.137751,-295.202906
83,-273.137751,-296.450052
84,-273.137751,-299.529273
85,-273.137751,-300.889353
86,-273.137751,-297.321964
87,-273.137751,-298.063706
88,-273.137751,-297.396621
89,-273.137751,-296.509697
90,-273.137751,-297.242416
91,-273.137751,-298.659798
92,-273.137751,-295.144957
93,-273.137751,-295.698429
94,-273.137751,-295.455857
95,-272.902474,-295.467337
96,-267.686732,-298.204249
97,-267.686732,-294.612468
98,-267.686732,-295.619998
99,-267.686732,-293.355767
100,-267.686732,-296.373887
101,-267.686732,-296.508835
102,-267.686732,-296.965193
103,-267.686732,-297.307541
104,-267.686732,-297.161202
105,-267.686732,-298.914326
106,-267.686732,-298.762123
107,-267.686732,-298.286550
108,-267.686732,-296.551585
109,-267.686732,-292.501019
110,-267.686732,-297.217855
111,-267.686732,-299.263346
112,-267.686732,-301.084326
113,-267.686732,-298.109026
114,-267.686732,-298.791550
115,-267.686732,-297.090870
116,-267.686732,-298.475759
117,-267.686732,-297.782848
118,-267.686732,-301.310054
119,-267.686732,-298.785366
120,-267.686732,-298.618322
121,-267.686732,-299.386415
122,-267.686732,-298.751114
123,-267.686732,-301.175352
124,-267.686732,-296.950195
125,-267.686732,-298.186324
126,-267.686732,-297.985529
127,-267.686732,-296.100597
128,-267.686732,-298.675908
129,-267.686732,-298.137741
130,-267.686732,-296.282778
131,-267.686732,-297.303856
132,-267.686732,-293.925616
133,-267.686732,-292.484427
134,-267.686732,-297.113805
135,-267.686732,-294.955724
136,-267.686732,-295.871120
137,-267.686732,-293.898090
138,-267.686732,-294.520646
139,-267.686732,-298.301093
140,-267.686732,-297.612152
141,-267.686732,-297.747100
142,-267.686732,-294.822521
143,-267.686732,-296.468950
144,-267.686732,-300.055555
145,-267.686732,-301.293515
146,-267.686732,-299.324954
147,-267.686732,-298.315728
148,-267.686732,-299.765810
149,-267.686732,-300.282618
150,-267.686732,-299.864654
151,-267.686732,-298.400526
152,-267.686732,-298.026346
153,-267.686732,-295.886273
154,-267.686732,-297.105411
155,-267.686732,-299.394811
156,-267.686732,-298.695737
157,-267.686732,-296.750470
158,-267.686732,-298.488553
159,-267.686732,-297.241567
160,-262.947727,-292.377029
161,-262.947727,-294.752716
162,-262.947727,-296.581373
163,-262.947727,-297.319842
164,-262.947727,-298.259734
165,-262.947727,-296.439284
166,-262.947727,-296.414218
167,-262.947727,-296.619933
168,-262.947727,-298.019536
169,-262.947727,-295.865691
170,-262.947727,-296.866578
171,-262.947727,-294.897925
172,-262.947727,-295.085696
173,-262.947727,-299.228767
174,-262.947727,-295.163193
175,-262.947727,-296.505106
176,-262.947727,-297.081315
177,-262.947727,-297.435691
178,-262.947727,-296.633424
179,-262.947727,-290.878568
180,-262.947727,-295.531279
181,-262.947727,-294.033961
182,-262.947727,-295.178833
183,-262.947727,-297.210460
184,-262.947727,-299.128338
185,-262.947727,-296.931897
186,-262.947727,-297.806760
187,-262.947727,-300.211226
188,-262.947727,-295.891624
189,-262.947727,-298.389671
190,-262.947727,-297.260616
191,-262.947727,-296.401723
192,-262.947727,-297.552485
193,-262.947727,-298.075448
194,-262.947727,-297.286823
195,-262.947727,-293.521815
196,-262.947727,-294.130208
197,-262.947727,-293.742179
198,-262.947727,-298.461993
199,-262.947727,-296.868745
200,-262.947727,-295.487009
