instance_id,mode,seed,sol_id,att_default,sumo_seed,att
A_k4_1od_x1.0,init,0,S0024,258.046,204,270.642
A_k4_1od_x1.0,init,0,S0024,258.046,205,247.3
A_k4_1od_x1.0,init,1,S0025,270.338,201,277.629
A_k4_1od_x1.0,init,1,S0025,270.338,202,265.885
A_k4_1od_x1.0,init,1,S0025,270.338,203,256.129
A_k4_1od_x1.0,init,1,S0025,270.338,204,270.124
A_k4_1od_x1.0,init,1,S0025,270.338,205,269.492
A_k4_1od_x1.0,init,2,S0005,254.925,201,286.868
A_k4_1od_x1.0,init,2,S0005,254.925,202,267.623
A_k4_1od_x1.0,init,2,S0005,254.925,203,278.41
A_k4_1od_x1.0,init,2,S0005,254.925,204,272.382
A_k4_1od_x1.0,init,2,S0005,254.925,205,252.594
A_k4_1od_x1.0,init,3,S0023,267.601,201,277.628
A_k4_1od_x1.0,init,3,S0023,267.601,202,297.078
A_k4_1od_x1.0,init,3,S0023,267.601,203,263.151
A_k4_1od_x1.0,init,3,S0023,267.601,204,270.767
A_k4_1od_x1.0,init,3,S0023,267.601,205,261.169
A_k4_1od_x1.0,init,4,S0027,263.536,201,275.299
A_k4_1od_x1.0,init,4,S0027,263.536,202,263.933
A_k4_1od_x1.0,init,4,S0027,263.536,203,272.797
A_k4_1od_x1.0,init,4,S0027,263.536,204,265.779
A_k4_1od_x1.0,init,4,S0027,263.536,205,251.062
A_k4_1od_x1.0,init,5,S0017,265.638,201,268.874
A_k4_1od_x1.0,init,5,S0017,265.638,202,250.722
A_k4_1od_x1.0,init,5,S0017,265.638,203,275.278
A_k4_1od_x1.0,init,5,S0017,265.638,204,264.347
A_k4_1od_x1.0,init,5,S0017,265.638,205,276.791
A_k4_1od_x1.0,init,6,S0006,273.932,201,275.257
A_k4_1od_x1.0,init,6,S0006,273.932,202,288.058
A_k4_1od_x1.0,init,6,S0006,273.932,203,292.328
A_k4_1od_x1.0,init,6,S0006,273.932,204,287.978
A_k4_1od_x1.0,init,6,S0006,273.932,205,280.947
A_k4_1od_x1.0,init,7,S0003,261.567,201,264.494
A_k4_1od_x1.0,init,7,S0003,261.567,202,270.743
A_k4_1od_x1.0,init,7,S0003,261.567,203,269.151
A_k4_1od_x1.0,init,7,S0003,261.567,204,258.355
A_k4_1od_x1.0,init,7,S0003,261.567,205,277.911
A_k4_1od_x1.0,init,8,S0015,267.997,201,285.807
A_k4_1od_x1.0,init,8,S0015,267.997,202,280.811
A_k4_1od_x1.0,init,8,S0015,267.997,203,289.263
A_k4_1od_x1.0,init,8,S0015,267.997,204,287.622
A_k4_1od_x1.0,init,8,S0015,267.997,205,293.664
A_k4_1od_x1.0,init,9,S0030,274.956,201,298.898
A_k4_1od_x1.0,init,9,S0030,274.956,202,293.268
A_k4_1od_x1.0,init,9,S0030,274.956,203,292.135
A_k4_1od_x1.0,init,9,S0030,274.956,204,281.036
A_k4_1od_x1.0,init,9,S0030,274.956,205,286.836
A_k4_1od_x1.0,mutation,0,S0013,270.506,201,286.051
A_k4_1od_x1.0,mutation,0,S0013,270.506,202,276.998
A_k4_1od_x1.0,mutation,0,S0013,270.506,203,275.584
A_k4_1od_x1.0,mutation,0,S0013,270.506,204,263.871
A_k4_1od_x1.0,mutation,0,S0013,270.506,205,282.764
A_k4_1od_x1.0,mutation,1,S0032,271.774,201,283.146
A_k4_1od_x1.0,mutation,1,S0032,271.774,202,268.371
A_k4_1od_x1.0,mutation,1,S0032,271.774,203,273.85
A_k4_1od_x1.0,mutation,1,S0032,271.774,204,295.616
A_k4_1od_x1.0,mutation,1,S0032,271.774,205,251.271
A_k4_1od_x1.0,mutation,2,S0011,269.221,201,270.283
A_k4_1od_x1.0,mutation,2,S0011,269.221,202,263.634
A_k4_1od_x1.0,mutation,2,S0011,269.221,203,270.483
A_k4_1od_x1.0,mutation,2,S0011,269.221,204,280.425
A_k4_1od_x1.0,mutation,2,S0011,269.221,205,273.055
A_k4_1od_x1.0,mutation,3,S0021,266.551,201,255.514
A_k4_1od_x1.0,mutation,3,S0021,266.551,202,262.003
A_k4_1od_x1.0,mutation,3,S0021,266.551,203,267.999
A_k4_1od_x1.0,mutation,3,S0021,266.551,204,265.548
A_k4_1od_x1.0,mutation,3,S0021,266.551,205,261.675
A_k4_1od_x1.0,mutation,4,S0031,273.185,201,277.19
A_k4_1od_x1.0,mutation,4,S0031,273.185,202,281.075
A_k4_1od_x1.0,mutation,4,S0031,273.185,203,290.424
