gen,idx,k,score,closed_edges,run_dir,tripinfo
1,0,3,392.86,E31;E32;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i000\tripinfo.xml
1,1,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i001\tripinfo.xml
1,2,3,418.9841666666667,E35;E41;E43,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i002\tripinfo.xml
1,3,4,388.0466666666667,E10;E14;E21;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i003\tripinfo.xml
1,4,3,371.82166666666666,E1;E3;E30,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i004\tripinfo.xml
1,5,2,366.9125,E25;E31,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i005\tripinfo.xml
1,6,1,381.4725,E17,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i006\tripinfo.xml
1,7,1,385.2025,E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i007\tripinfo.xml
1,8,2,424.5975,E23;E3,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i008\tripinfo.xml
1,9,3,401.5883333333333,E13;E24;E39,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i009,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i009\tripinfo.xml
1,10,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i010,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i010\tripinfo.xml
1,11,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i011,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i011\tripinfo.xml
1,12,1,405.205,E10,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i012,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i012\tripinfo.xml
1,13,2,403.3258333333333,E30;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i013,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i013\tripinfo.xml
1,14,1,372.7241666666667,E1,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i014,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i014\tripinfo.xml
1,15,3,375.14,E23;E33;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i015,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i015\tripinfo.xml
1,16,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i016,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i016\tripinfo.xml
1,17,2,380.80916666666667,E21;E32,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i017,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i017\tripinfo.xml
1,18,1,387.7183333333333,E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i018,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i018\tripinfo.xml
1,19,2,377.1666666666667,E42;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i019,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i019\tripinfo.xml
1,20,3,413.7316666666667,E19;E26;E37,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i020,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i020\tripinfo.xml
1,21,2,387.5975,E25;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i021,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i021\tripinfo.xml
1,22,0,389.4433333333333,,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i022,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i022\tripinfo.xml
1,23,3,404.01416666666665,E17;E34;E35,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i023,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g001_i023\tripinfo.xml
2,0,2,366.9125,E25;E31,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i000\tripinfo.xml
2,1,4,405.2008333333333,E10;E13;E25;E26,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i001\tripinfo.xml
2,2,4,445.6958333333333,E1;E15;E29;E45,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i002\tripinfo.xml
2,3,4,389.50666666666666,E17;E23;E43;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i003\tripinfo.xml
2,4,4,412.5,E29;E32;E38;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i004\tripinfo.xml
2,5,4,380.88666666666666,E13;E20;E4;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i005\tripinfo.xml
2,6,4,368.2241666666667,E1;E21;E30;E36,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i006\tripinfo.xml
2,7,4,391.36583333333334,E17;E3;E42;E43,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i007\tripinfo.xml
2,8,4,391.3925,E30;E5;E6;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i008\tripinfo.xml
2,9,4,406.92583333333334,E31;E4;E5;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i009,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i009\tripinfo.xml
2,10,4,415.84833333333336,E1;E22;E25;E30,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i010,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i010\tripinfo.xml
2,11,4,417.175,E15;E3;E41;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i011,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i011\tripinfo.xml
2,12,4,361.6483333333333,E1;E21;E23;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i012,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i012\tripinfo.xml
2,13,4,426.00166666666667,E17;E25;E34;E35,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i013,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i013\tripinfo.xml
2,14,4,408.04083333333335,E14;E31;E34;E35,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i014,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i014\tripinfo.xml
2,15,4,384.74666666666667,E1;E33;E39;E41,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i015,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i015\tripinfo.xml
2,16,4,388.42583333333334,E23;E35;E38;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i016,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i016\tripinfo.xml
2,17,4,403.0675,E24;E26;E37;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i017,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i017\tripinfo.xml
2,18,4,371.7658333333333,E23;E31;E38;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i018,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i018\tripinfo.xml
2,19,4,423.23833333333334,E21;E22;E31;E45,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i019,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i019\tripinfo.xml
2,20,4,363.94916666666666,E11;E39;E42;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i020,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i020\tripinfo.xml
2,21,4,382.31166666666667,E17;E20;E33;E39,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i021,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i021\tripinfo.xml
2,22,4,387.64166666666665,E23;E26;E32;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i022,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i022\tripinfo.xml
2,23,4,421.53,E22;E37;E5;E7,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i023,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g002_i023\tripinfo.xml
3,0,4,361.6483333333333,E1;E21;E23;E38,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i000,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i000\tripinfo.xml
3,1,4,379.76916666666665,E1;E14;E21;E26,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i001,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i001\tripinfo.xml
3,2,4,413.8725,E22;E30;E31;E36,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i002,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i002\tripinfo.xml
3,3,4,356.63666666666666,E25;E30;E39;E5,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i003,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i003\tripinfo.xml
3,4,4,391.91083333333336,E11;E27;E35;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i004,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i004\tripinfo.xml
3,5,4,384.33166666666665,E16;E17;E36;E6,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i005,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i005\tripinfo.xml
3,6,4,372.7366666666667,E21;E5;E6;E8,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i006,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i006\tripinfo.xml
3,7,4,401.61083333333335,E11;E25;E38;E4,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i007,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i007\tripinfo.xml
3,8,4,373.92833333333334,E13;E16;E20;E30,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i008,D:\PSPS\runs_A_k4_3od_x1.2_pm01k0\none_seed2\g003_i008\tripinfo.xml
