[001] train 0.799 | val 0.669
[002] train 0.647 | val 0.580
[003] train 0.603 | val 1.048
[004] train 0.480 | val 0.627
[005] train 0.450 | val 0.542
[006] train 0.390 | val 0.795
[007] train 0.456 | val 0.751
[008] train 0.448 | val 0.767
[009] train 0.373 | val 0.697
[010] train 0.341 | val 0.617
[011] train 0.428 | val 0.621
[012] train 0.441 | val 0.650
[013] train 0.288 | val 0.961
[014] train 0.259 | val 0.709
[015] train 0.221 | val 0.582
[016] train 0.321 | val 0.556
[017] train 0.207 | val 0.782
[018] train 0.238 | val 1.106
[019] train 0.240 | val 0.867
[020] train 0.205 | val 0.863
[021] train 0.218 | val 0.818
[022] train 0.162 | val 0.935
[023] train 0.162 | val 0.775
[024] train 0.316 | val 0.641
[025] train 0.216 | val 0.454
[026] train 0.234 | val 0.541
[027] train 0.222 | val 0.597
[028] train 0.225 | val 0.862
[029] train 0.148 | val 0.924
[030] train 0.150 | val 0.783
[031] train 0.207 | val 1.016
[032] train 0.149 | val 0.702
[033] train 0.121 | val 0.537
[034] train 0.127 | val 0.649
[035] train 0.119 | val 0.547
[036] train 0.092 | val 1.255
[037] train 0.123 | val 0.574
[038] train 0.134 | val 0.867
[039] train 0.117 | val 0.833
[040] train 0.087 | val 1.033
[041] train 0.086 | val 0.465
[042] train 0.057 | val 0.548
[043] train 0.053 | val 0.738
[044] train 0.092 | val 0.765
[045] train 0.086 | val 0.742
[046] train 0.104 | val 1.137
[047] train 0.083 | val 0.477
[048] train 0.110 | val 0.506
[049] train 0.082 | val 1.996
[050] train 0.101 | val 0.845
[051] train 0.052 | val 0.795
[052] train 0.084 | val 0.740
[053] train 0.081 | val 0.627
[054] train 0.047 | val 1.310
[055] train 0.139 | val 0.503
[056] train 0.155 | val 0.995
[057] train 0.082 | val 0.732
[058] train 0.081 | val 0.942
[059] train 0.075 | val 1.086
[060] train 0.048 | val 0.647
Saved D:\PSPS\output_policy_D_k9_2od_x1.2\policy_model.pt
Elapsed: 760.490 sec
